Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Аликовская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
1	"Число избирателей, внесенных в список избирателей"	15304	924	949	782	508	475	256	151	722	576	542	735	379	386	369	296	355	122	176	257	645	188	566	309	381	269	452	352	226	207	246	236	321	297	320	502	479	348					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15590	850	900	750	480	460	270	170	710	580	550	740	410	390	390	295	350	125	180	260	700	195	640	310	410	270	425	335	220	210	280	260	365	330	350	530	500	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8668	561	600	455	242	235	158	92	418	280	281	355	179	159	214	147	220	98	109	182	373	111	327	162	226	145	285	210	144	108	162	153	207	172	195	270	233	200					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1398	20	12	31	42	42	14	15	47	83	40	89	63	58	61	35	30	7	20	32	52	19	55	34	39	59	36	40	17	30	23	19	45	33	28	36	48	44					
6	Число погашенных избирательных бюллетеней	5524	269	288	264	196	183	98	63	245	217	229	296	168	173	115	113	100	20	51	46	275	65	258	114	145	66	104	85	59	72	95	88	113	125	127	224	219	156					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1398	20	12	31	42	42	14	15	47	83	40	89	63	58	61	35	30	7	20	32	52	19	55	34	39	59	36	40	17	30	23	19	45	33	28	36	48	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8668	561	600	455	242	235	158	92	418	280	281	355	179	159	214	147	220	98	109	182	373	111	327	162	226	145	285	210	144	108	162	153	207	172	195	270	233	200					
9	Число недействительных избирательных бюллетеней	397	21	18	19	10	21	4	7	12	14	16	18	1	7	7	3	10	0	10	12	16	11	27	10	9	9	8	12	8	2	9	6	8	8	8	15	12	9					
10	Число действительных избирательных бюллетеней	9669	560	594	467	274	256	168	100	453	349	305	426	241	210	268	179	240	105	119	202	409	119	355	186	256	195	313	238	153	136	176	166	244	197	215	291	269	235					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1725	80	85	75	50	50	30	20	70	60	60	70	45	45	45	35	40	20	20	30	70	20	70	40	50	30	50	40	25	25	45	30	50	40	40	60	55	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	897	30	44	42	9	27	12	7	11	20	7	26	34	8	31	4	3	4	9	12	66	6	53	26	42	18	9	7	4	13	42	30	50	33	40	32	31	55					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	199	23	22	12	6	3	6	0	6	7	4	4	8	1	6	5	4	1	1	3	5	2	4	4	5	2	18	2	2	4	4	2	4	4	2	8	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	828	50	41	33	41	23	18	13	59	40	53	44	11	37	14	31	37	16	11	18	4	14	17	14	8	12	41	33	21	12	3	0	0	7	0	28	24	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1378	106	116	88	39	36	12	12	69	43	35	77	41	31	42	29	25	17	17	40	54	16	33	35	22	29	27	27	13	14	23	16	23	28	25	46	39	33					
		13.69%	18.24%	18.95%	18.11%	13.73%	12.99%	6.98%	11.21%	14.84%	11.85%	10.90%	17.34%	16.94%	14.29%	15.27%	15.93%	10.00%	16.19%	13.18%	18.69%	12.71%	12.31%	8.64%	17.86%	8.30%	14.22%	8.41%	10.80%	8.07%	10.14%	12.43%	9.30%	9.13%	13.66%	11.21%	15.03%	13.88%	13.52%					
