Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Аликовская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89					
1	"Число избирателей, внесенных в списки избирателей"	14882	1528	772	806	421	230	171	693	560	456	656	356	362	370	295	324	127	172	230	676	187	580	306	357	266	391	349	206	227	286	250	308	340	334	277	474	304	235					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15161	1458	756	749	404	234	170	705	579	503	726	411	383	405	306	340	123	174	252	685	182	597	316	385	280	388	332	218	219	287	238	354	344	363	276	449	281	289					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9755	1038	498	512	260	173	128	450	338	261	421	219	229	243	182	231	87	122	191	407	119	368	189	246	192	266	216	154	129	190	166	216	213	229	193	299	190	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1612	36	27	89	34	18	20	37	95	53	96	87	36	54	44	38	18	27	30	44	17	56	47	44	29	50	48	17	43	42	27	44	55	27	30	63	45	45					
6	Число погашенных избирательных бюллетеней	3794	384	231	148	110	43	22	218	146	189	209	105	118	108	80	71	18	25	31	234	46	173	80	95	59	72	68	47	47	55	45	94	76	107	53	87	46	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1612	36	27	89	34	18	20	37	95	53	96	87	36	54	44	38	18	27	30	44	17	56	47	44	29	50	48	17	43	42	27	44	55	27	30	63	45	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9755	1038	498	512	260	173	128	450	338	261	421	219	229	243	182	231	87	122	191	407	119	368	189	246	192	266	216	154	129	190	166	216	213	229	193	299	190	190					
9	Число недействительных избирательных бюллетеней	219	17	8	11	6	5	4	4	7	8	8	6	3	8	6	6	1	1	5	9	5	11	3	5	2	5	13	2	1	6	3	8	1	4	2	11	11	3					
10	Число действительных избирательных бюллетеней	11148	1057	517	590	288	186	144	483	426	306	509	300	262	289	220	263	104	148	216	442	131	413	233	285	219	311	251	169	171	226	190	252	267	252	221	351	224	232					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1921	118	45	64	50	29	21	88	72	63	111	61	48	61	38	56	23	29	67	86	23	75	39	63	42	48	42	27	27	36	31	74	43	45	44	56	40	36					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1437	83	34	61	16	19	10	25	41	63	102	61	45	61	24	53	15	26	64	29	10	57	30	63	42	48	15	27	16	19	26	62	30	40	38	34	39	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	318	43	15	35	5	0	1	3	8	8	8	7	3	10	2	10	7	6	17	6	3	4	4	10	5	9	3	4	7	6	9	6	5	8	8	7	21	5					
