Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Сарапульская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728					
1	"Число избирателей, внесенных в список"	17305	748	246	229	489	167	379	904	889	801	816	808	1007	873	1291	1077	230	517	645	641	140	357	502	197	945	513	668	486	740					
2	Число полученных избирательных бюллетеней	16050	690	300	210	460	160	420	820	820	750	740	780	900	800	1150	960	240	490	600	600	140	350	450	190	860	460	600	450	660					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12244	599	185	173	341	96	305	581	446	602	615	571	717	576	851	742	175	372	441	414	102	275	420	160	678	410	479	406	512					
5	"Число избирательных бюллетеней, выданных вне помещения"	1495	36	18	37	46	48	74	133	195	62	21	31	45	23	34	18	23	61	69	46	29	45	29	27	127	40	59	35	84					
6	Число погашенных избирательных бюллетеней	2311	55	97	0	73	16	41	106	179	86	104	178	138	201	265	200	42	57	90	140	9	30	1	3	55	10	62	9	64					
7	Число избирательных бюллетеней в переносных ящиках	1494	36	18	37	46	48	74	133	194	62	21	31	45	23	34	18	23	61	69	46	29	45	29	27	127	40	59	35	84					
8	Число бюллетеней в стационарных ящиках для голосования	12243	599	185	173	341	96	305	581	446	602	614	571	717	576	851	742	175	372	441	414	102	275	420	160	678	410	479	406	512					
9	Число недействительных избирательных бюллетеней	180	18	3	0	4	0	7	13	17	3	6	12	8	8	5	6	1	13	3	9	1	4	4	5	5	5	6	7	7					
10	Число действительных избирательных бюллетеней	13557	617	200	210	383	144	372	701	623	661	629	590	754	591	880	754	197	420	507	451	130	316	445	182	800	445	532	434	589					
11	Число полученных открепительных  удостоверений	587	25	10	2	35	15	10	40	40	30	35	28	10	10	20	15	11	55	27	10	12	17	15	10	55	10	20	10	10					
12	Число выданных открепительных удостоверений	548	25	7	1	35	14	3	40	40	30	35	28	9	10	16	15	11	55	25	10	10	17	13	6	50	3	20	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	179	8	0	4	8	6	3	6	10	11	8	4	6	22	8	8	3	14	6	0	3	1	4	4	5	4	7	7	9					
14	Число неиспользованных открепительных удостоверений	39	0	3	1	0	1	7	0	0	0	0	0	1	0	4	0	0	0	2	0	2	0	2	4	5	7	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	13	0	0	0	1	0	0	2	1	0	0	0	2	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	408	12	1	3	13	2	6	17	9	17	14	32	31	25	85	57	4	2	10	13	0	2	1	1	7	9	9	9	17					
		2.97%	1.89%	0.49%	1.43%	3.36%	1.39%	1.58%	2.38%	1.41%	2.56%	2.20%	5.32%	4.07%	4.17%	9.60%	7.50%	2.02%	0.46%	1.96%	2.83%	0.00%	0.62%	0.22%	0.53%	0.87%	2.00%	1.67%	2.04%	2.85%					
19	. Малышкин Олег Александрович	477	27	7	10	13	6	17	16	12	24	29	22	30	21	27	41	2	5	37	19	6	7	18	4	25	14	16	7	15					
		3.47%	4.25%	3.45%	4.76%	3.36%	4.17%	4.49%	2.24%	1.88%	3.61%	4.57%	3.65%	3.94%	3.51%	3.05%	5.39%	1.01%	1.15%	7.25%	4.13%	4.58%	2.19%	4.01%	2.14%	3.11%	3.11%	2.97%	1.59%	2.52%					
20	. Миронов Сергей Михайлович	92	2	0	1	2	2	0	6	8	2	3	4	4	3	4	12	0	1	9	4	2	1	0	1	5	4	3	5	4					
		0.67%	0.31%	0.00%	0.48%	0.52%	1.39%	0.00%	0.84%	1.25%	0.30%	0.47%	0.66%	0.52%	0.50%	0.45%	1.58%	0.00%	0.23%	1.76%	0.87%	1.53%	0.31%	0.00%	0.53%	0.62%	0.89%	0.56%	1.13%	0.67%					
21	. Путин Владимир Владимирович	10761	521	181	179	321	127	288	559	521	507	459	432	551	459	640	505	164	376	366	361	113	273	393	146	650	370	433	376	490					
		78.34%	82.05%	89.16%	85.24%	82.95%	88.19%	75.99%	78.29%	81.41%	76.36%	72.28%	71.76%	72.31%	76.63%	72.32%	66.45%	82.83%	86.84%	71.76%	78.48%	86.26%	85.31%	87.53%	78.07%	80.75%	82.22%	80.48%	85.26%	82.21%					
22	. Хакамада Ирина Муцуовна	268	12	1	4	5	1	4	6	11	9	20	16	26	14	36	25	5	6	9	3	1	3	4	3	24	3	1	2	14					
		1.95%	1.89%	0.49%	1.90%	1.29%	0.69%	1.06%	0.84%	1.72%	1.36%	3.15%	2.66%	3.41%	2.34%	4.07%	3.29%	2.53%	1.39%	1.76%	0.65%	0.76%	0.94%	0.89%	1.60%	2.98%	0.67%	0.19%	0.45%	2.35%					
23	. Харитонов Николай Михайлович	1254	38	4	8	25	4	46	77	54	88	75	69	98	58	71	88	14	22	58	36	6	26	21	24	85	38	58	26	37					
		9.13%	5.98%	1.97%	3.81%	6.46%	2.78%	12.14%	10.78%	8.44%	13.25%	11.81%	11.46%	12.86%	9.68%	8.02%	11.58%	7.07%	5.08%	11.37%	7.83%	4.58%	8.12%	4.68%	12.83%	10.56%	8.44%	10.78%	5.90%	6.21%					
																																			
24	Против всех	297	5	6	5	4	2	11	20	8	14	29	15	14	11	17	26	8	8	18	15	2	4	8	3	4	7	12	9	12					
		2.16%	0.79%	2.96%	2.38%	1.03%	1.39%	2.90%	2.80%	1.25%	2.11%	4.57%	2.49%	1.84%	1.84%	1.92%	3.42%	4.04%	1.85%	3.53%	3.26%	1.53%	1.25%	1.78%	1.60%	0.50%	1.56%	2.23%	2.04%	2.01%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
