Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Тейковская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769					
1	"Число избирателей, внесенных в списки избирателей"	11202	1160	874	665	753	143	423	528	796	406	439	641	286	458	695	973	251	979	256	476					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11226	1150	865	668	760	144	425	550	792	380	450	675	296	458	695	985	287	930	254	462					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4865	546	356	350	292	73	165	180	237	192	172	375	137	205	227	565	110	323	140	220					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1695	94	108	59	79	14	102	84	164	42	140	182	52	72	159	30	10	213	48	43					
6	Число погашенных избирательных бюллетеней	4666	510	401	259	389	57	158	286	391	146	138	118	107	181	309	390	167	394	66	199					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1695	94	108	59	79	14	102	84	164	42	140	182	52	72	159	30	10	213	48	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4865	546	356	350	292	73	165	180	237	192	172	375	137	205	227	565	110	323	140	220					
9	Число недействительных избирательных бюллетеней	45	6	4	5	1	0	2	3	1	2	2	4	4	0	2	6	0	2	1	0					
10	Число действительных избирательных бюллетеней	6515	634	460	404	370	87	265	261	400	232	310	553	185	277	384	589	120	534	187	263					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	320	15	20	15	5	5	15	5	10	3	10	35	12	10	10	75	35	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	308	15	20	15	5	1	15	2	10	3	10	35	12	6	10	75	35	20	10	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	191	11	4	3	6	3	1	7	5	30	5	9	1	3	6	11	4	69	3	10					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	0	0	0	4	0	3	0	0	0	0	0	4	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	244	21	8	14	11	5	16	21	23	5	2	23	5	8	8	20	6	26	5	17					
		3.72%	3.28%	1.72%	3.42%	2.96%	5.75%	5.99%	7.95%	5.74%	2.14%	0.64%	4.13%	2.65%	2.89%	2.07%	3.36%	5.00%	4.85%	2.66%	6.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	3	0	4	4	1	0	0	1	1	0	1	0	0	3	1	1	4	0	0					
		0.37%	0.47%	0.00%	0.98%	1.08%	1.15%	0.00%	0.00%	0.25%	0.43%	0.00%	0.18%	0.00%	0.00%	0.78%	0.17%	0.83%	0.75%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0					
		0.09%	0.16%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.43%	0.32%	0.18%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	674	88	43	32	22	6	26	17	42	21	38	92	12	55	28	30	12	75	12	23					
		10.27%	13.75%	9.27%	7.82%	5.93%	6.90%	9.74%	6.44%	10.47%	8.97%	12.18%	16.52%	6.35%	19.86%	7.25%	5.04%	10.00%	13.99%	6.38%	8.75%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	30	4	1	1	0	0	1	3	0	2	7	1	4	0	1	1	0	3	0	1					
		0.46%	0.63%	0.22%	0.24%	0.00%	0.00%	0.37%	1.14%	0.00%	0.85%	2.24%	0.18%	2.12%	0.00%	0.26%	0.17%	0.00%	0.56%	0.00%	0.38%					
