Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Слюдянская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113					
1	"Число избирателей, внесенных в списки избирателей"	35797	1152	2706	2030	971	1454	1957	1761	2036	1784	303	2406	1944	2191	2027	2278	1671	485	1410	2007	525	106	950	174	441	303	106	137	369	113					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34915	1100	2400	2000	1500	1400	1900	1700	1980	1700	290	2400	1900	2100	2000	2200	1595	450	1400	1900	500	90	900	150	380	300	100	130	350	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21656	651	1539	1213	950	889	1173	976	1182	1052	202	1472	1256	1404	1296	1346	1079	311	769	1043	327	82	522	113	237	182	58	88	203	41					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	828	20	33	16	21	51	51	30	16	18	8	25	64	12	30	75	29	8	35	52	11	0	95	17	13	27	3	10	20	38					
6	Число погашенных избирательных бюллетеней	12431	429	828	771	529	460	676	694	782	630	80	903	580	684	674	779	487	131	596	805	162	8	283	20	130	91	39	32	127	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	828	20	33	16	21	51	51	30	16	18	8	25	64	12	30	75	29	8	35	52	11	0	95	17	13	27	3	10	20	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21608	628	1539	1213	950	889	1169	976	1166	1052	202	1472	1256	1404	1295	1346	1078	311	766	1043	327	82	522	113	237	182	58	88	203	41					
9	Число недействительных избирательных бюллетеней	381	20	25	16	19	15	21	19	20	15	10	32	18	5	14	19	17	4	9	45	12	0	7	2	6	4	0	1	4	2					
10	Число действительных избирательных бюллетеней	22055	628	1547	1213	952	925	1199	987	1162	1055	200	1465	1302	1411	1311	1402	1090	315	792	1050	326	82	610	128	244	205	61	97	219	77					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	518	15	35	30	20	25	25	25	25	25	5	35	25	30	25	30	25	5	15	25	8	4	12	5	6	16	5	5	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	238	2	11	23	8	21	10	3	8	13	3	10	7	11	23	8	19	0	10	21	8	0	0	0	4	6	3	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	196	7	35	8	6	8	9	3	7	1	0	11	7	3	5	7	5	6	11	7	4	0	13	6	6	3	1	8	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	280	13	24	7	12	4	15	22	17	12	2	25	18	19	2	22	6	5	5	4	0	4	12	5	2	10	2	5	1	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	1052	16	69	66	53	52	42	41	34	39	7	84	78	102	93	55	70	7	29	20	13	1	43	3	4	15	3	9	4	0					
		4.69%	2.47%	4.39%	5.37%	5.46%	5.53%	3.44%	4.08%	2.88%	3.64%	3.33%	5.61%	5.91%	7.20%	7.02%	3.87%	6.32%	2.19%	3.62%	1.83%	3.85%	1.22%	6.97%	2.31%	1.60%	7.18%	4.92%	9.18%	1.79%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	147	2	15	9	5	6	6	5	9	10	1	5	11	10	15	12	8	0	3	2	2	0	4	2	2	3	0	0	0	0					
		0.66%	0.31%	0.95%	0.73%	0.51%	0.64%	0.49%	0.50%	0.76%	0.93%	0.48%	0.33%	0.83%	0.71%	1.13%	0.84%	0.72%	0.00%	0.37%	0.18%	0.59%	0.00%	0.65%	1.54%	0.80%	1.44%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	33	1	2	3	1	2	1	2	1	1	1	3	2	1	4	1	1	0	3	2	0	0	1	0	0	0	0	0	0	0					
		0.15%	0.15%	0.13%	0.24%	0.10%	0.21%	0.08%	0.20%	0.08%	0.09%	0.48%	0.20%	0.15%	0.07%	0.30%	0.07%	0.09%	0.00%	0.37%	0.18%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1757	36	98	107	74	69	73	53	74	89	12	99	175	159	133	89	70	13	58	100	19	3	57	7	44	18	2	6	13	7					
		7.83%	5.56%	6.23%	8.71%	7.62%	7.34%	5.98%	5.27%	6.26%	8.32%	5.71%	6.61%	13.26%	11.23%	10.04%	6.26%	6.32%	4.08%	7.24%	9.13%	5.62%	3.66%	9.24%	5.38%	17.60%	8.61%	3.28%	6.12%	5.83%	8.86%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	369	9	24	21	23	18	9	8	14	14	0	29	45	32	42	23	14	5	13	14	4	0	4	0	1	0	1	0	2	0					
		1.64%	1.39%	1.53%	1.71%	2.37%	1.91%	0.74%	0.80%	1.18%	1.31%	0.00%	1.94%	3.41%	2.26%	3.17%	1.62%	1.26%	1.57%	1.62%	1.28%	1.18%	0.00%	0.65%	0.00%	0.40%	0.00%	1.64%	0.00%	0.90%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	50	0	5	3	2	2	0	1	3	3	0	3	2	7	4	5	3	0	1	4	0	0	0	0	0	1	0	0	1	0					
		0.22%	0.00%	0.32%	0.24%	0.21%	0.21%	0.00%	0.10%	0.25%	0.28%	0.00%	0.20%	0.15%	0.49%	0.30%	0.35%	0.27%	0.00%	0.12%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.45%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3093	81	188	149	98	89	110	123	151	143	34	293	204	236	250	253	152	57	78	96	57	15	101	28	33	13	9	19	18	15					
		13.79%	12.50%	11.96%	12.12%	10.09%	9.47%	9.02%	12.23%	12.77%	13.36%	16.19%	19.57%	15.45%	16.67%	18.87%	17.80%	13.73%	17.87%	9.74%	8.77%	16.86%	18.29%	16.37%	21.54%	13.20%	6.22%	14.75%	19.39%	8.07%	18.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2218	38	160	121	95	97	141	84	135	115	11	117	171	164	155	142	111	39	66	88	19	7	47	16	25	13	6	0	29	6					
		9.89%	5.86%	10.18%	9.85%	9.78%	10.32%	11.56%	8.35%	11.42%	10.75%	5.24%	7.82%	12.95%	11.58%	11.70%	9.99%	10.03%	12.23%	8.24%	8.04%	5.62%	8.54%	7.62%	12.31%	10.00%	6.22%	9.84%	0.00%	13.00%	7.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	135	3	8	7	6	3	10	1	6	4	2	13	6	9	8	16	6	2	6	3	0	0	10	0	1	0	1	1	3	0					
		0.60%	0.46%	0.51%	0.57%	0.62%	0.32%	0.82%	0.10%	0.51%	0.37%	0.95%	0.87%	0.45%	0.64%	0.60%	1.13%	0.54%	0.63%	0.75%	0.27%	0.00%	0.00%	1.62%	0.00%	0.40%	0.00%	1.64%	1.02%	1.35%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13007	440	967	716	586	582	795	660	728	632	130	805	585	662	597	803	645	190	528	716	210	56	333	72	132	140	39	62	147	49					
		57.97%	67.90%	61.51%	58.26%	60.35%	61.91%	65.16%	65.61%	61.59%	59.07%	61.90%	53.77%	44.32%	46.75%	45.06%	56.51%	58.27%	59.56%	65.92%	65.39%	62.13%	68.29%	53.97%	55.38%	52.80%	66.99%	63.93%	63.27%	65.92%	62.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	194	2	11	11	9	5	12	9	7	5	2	14	23	29	10	3	10	2	7	5	2	0	10	0	2	2	0	0	2	0					
		0.86%	0.31%	0.70%	0.90%	0.93%	0.53%	0.98%	0.89%	0.59%	0.47%	0.95%	0.94%	1.74%	2.05%	0.75%	0.21%	0.90%	0.63%	0.87%	0.46%	0.59%	0.00%	1.62%	0.00%	0.80%	0.96%	0.00%	0.00%	0.90%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
