Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Иловлинская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739					
1	"Число избирателей, внесенных в список избирателей"	24096	1536	1488	1637	1525	1478	816	318	212	606	212	345	1313	1305	140	451	77	552	210	672	774	241	143	235	584	206	962	1133	106	116	1606	298	182	912	47	641	113	158	616	130					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20964	1200	1200	1200	1200	1200	800	300	200	600	200	344	1100	1100	146	445	77	550	210	600	700	240	140	230	500	200	900	1000	115	115	1300	250	159	800	48	600	110	160	600	125					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11853	702	677	670	670	602	334	148	119	291	136	148	728	750	87	307	63	373	150	324	478	105	98	174	379	137	363	427	80	78	639	138	111	379	41	329	95	127	313	83					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1891	38	20	43	44	54	60	27	10	66	31	66	121	119	40	37	12	96	14	89	77	39	12	19	40	11	93	146	4	7	96	26	5	164	0	73	8	16	55	13					
6	Число погашенных избирательных бюллетеней	7220	460	503	487	486	544	406	125	71	243	33	130	251	231	19	101	2	81	46	187	145	96	30	37	81	52	444	427	31	30	565	86	43	257	7	198	7	17	232	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1891	38	20	43	44	54	60	27	10	66	31	66	121	119	40	37	12	96	14	89	77	39	12	19	40	11	93	146	4	7	96	26	5	164	0	73	8	16	55	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11851	701	677	670	670	601	334	148	119	291	136	148	728	750	87	307	63	373	150	324	478	105	98	174	379	137	363	427	80	78	639	138	111	379	41	329	95	127	313	83					
9	Число недействительных избирательных бюллетеней	161	12	5	6	9	6	3	1	4	2	2	0	7	6	0	1	0	8	3	9	3	1	1	0	8	2	6	5	3	0	10	3	2	11	0	8	2	0	11	1					
10	Число действительных избирательных бюллетеней	13581	727	692	707	705	649	391	174	125	355	165	214	842	863	127	343	75	461	161	404	552	143	109	193	411	146	450	568	81	85	725	161	114	532	41	394	101	143	357	95					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	296	14	14	15	10	13	5	2	5	10	1	5	10	10	5	5	5	21	5	10	10	5	5	5	10	5	10	10	3	1	16	5	1	10	5	10	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	255	12	14	14	9	13	5	2	3	10	1	3	10	10	5	5	5	21	5	3	10	0	2	5	10	0	10	10	3	1	16	5	1	10	0	10	3	0	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	153	19	9	16	3	7	3	0	1	0	1	3	3	5	1	4	5	3	2	0	2	1	2	2	4	0	1	3	2	1	7	7	13	8	3	4	2	1	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	41	2	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	7	0	5	3	0	0	5	0	0	0	0	0	0	0	0	5	0	2	5	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
