Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Иловлинская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844					
1	"Число избирателей, внесенных в списки избирателей"	24526	1576	1660	1655	1684	1432	793	345	225	598	212	334	1357	1350	145	440	92	565	194	705	702	233	144	247	585	180	925	1133	118	98	1704	323	174	730	100	62	55	633	115	154	600	149					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19659	1200	1300	1300	1300	1100	600	290	200	480	200	270	1100	1000	140	410	93	500	190	550	550	200	142	210	460	180	660	880	119	109	1300	260	148	600	93	61	53	500	121	156	480	154					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13884	835	796	824	798	687	427	195	129	302	143	222	836	908	94	374	61	406	167	399	440	141	102	170	408	144	459	583	101	70	808	157	129	393	62	44	37	393	83	96	361	100					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1375	23	12	21	23	44	59	26	7	51	19	16	73	65	38	36	26	66	5	77	92	18	9	12	52	5	51	75	8	2	50	32	1	84	10	0	3	65	13	14	67	25					
6	Число погашенных избирательных бюллетеней	4400	342	492	455	479	369	114	69	64	127	38	32	191	27	8	0	6	28	18	74	18	41	31	28	0	31	150	222	10	37	442	71	18	123	21	17	13	42	25	46	52	29					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1375	23	12	21	23	44	59	26	7	51	19	16	73	65	38	36	26	66	5	77	92	18	9	12	52	5	51	75	8	2	50	32	1	84	10	0	3	65	13	14	67	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13881	834	796	824	798	686	427	195	129	302	143	222	836	908	94	374	61	406	167	399	440	141	102	170	408	144	459	583	101	70	807	157	129	393	62	44	37	393	83	96	361	100					
9	Число недействительных избирательных бюллетеней	124	10	4	4	7	3	3	0	0	6	0	3	9	8	1	1	0	2	1	8	2	1	1	1	1	1	11	6	1	0	6	2	0	5	2	0	0	3	2	4	4	1					
10	Число действительных избирательных бюллетеней	15132	847	804	841	814	727	483	221	136	347	162	235	900	965	131	409	87	470	171	468	530	158	110	181	459	148	499	652	108	72	851	187	130	472	70	44	40	455	94	106	424	124					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	393	10	20	15	10	10	10	5	5	10	5	5	10	15	5	10	5	50	5	10	20	5	5	5	10	5	10	10	5	5	10	5	5	20	10	5	5	10	5	5	13	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	223	4	18	15	2	2	2	0	0	2	1	1	4	12	1	6	1	50	2	2	18	1	0	0	5	0	4	5	2	4	8	1	2	20	8	1	0	6	1	0	9	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	185	7	5	12	10	2	4	3	1	5	1	2	5	4	2	4	2	7	6	5	0	2	1	1	0	3	12	6	2	0	12	6	33	4	2	3	0	3	2	0	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	170	6	2	0	8	8	8	5	5	8	4	4	6	3	4	4	4	0	3	8	2	4	5	5	5	5	6	5	3	1	2	4	3	0	2	4	5	4	4	5	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	1356	59	53	70	61	42	47	9	4	35	18	12	62	62	19	66	6	136	16	37	46	14	6	39	35	3	91	75	11	12	33	9	9	29	3	15	5	54	2	15	23	13					
