Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Глазовская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422					
1	"Число избирателей, внесенных в списки избирателей"	14968	1548	990	1494	515	191	313	304	660	564	872	724	331	501	443	838	254	308	548	1261	361	923	1025					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14780	1500	1000	1500	500	200	300	300	650	550	800	700	300	450	450	800	250	440	550	1300	340	900	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9320	873	530	928	315	152	214	157	366	339	535	497	221	349	282	611	172	290	351	736	235	567	600					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1062	52	117	100	54	16	14	21	71	82	74	26	18	22	41	61	16	18	47	70	30	76	36					
6	Число погашенных избирательных бюллетеней	4398	575	353	472	131	32	72	122	213	129	191	177	61	79	127	128	62	132	152	494	75	257	364					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1062	52	117	100	54	16	14	21	71	82	74	26	18	22	41	61	16	18	47	70	30	76	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9320	873	530	928	315	152	214	157	366	339	535	497	221	349	282	611	172	290	351	736	235	567	600					
9	Число недействительных избирательных бюллетеней	181	17	16	22	0	1	2	1	9	7	8	11	5	10	8	14	3	2	4	20	2	10	9					
10	Число действительных избирательных бюллетеней	10201	908	631	1006	369	167	226	177	428	414	601	512	234	361	315	658	185	306	394	786	263	633	627					
