Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Оричевская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923					
1	"Число избирателей, внесенных в списки избирателей"	24612	772	426	613	324	697	733	1129	612	694	165	289	380	460	437	321	234	319	352	1008	1191	1380	535	365	1407	1231	1028	729	650	748	844	1487	1339	1713					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24986	900	500	630	330	800	860	1100	650	730	190	300	400	490	470	300	260	350	350	900	1150	1100	500	420	1350	1150	1150	700	700	730	830	1500	1400	1796					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16693	566	324	433	153	494	467	740	338	544	128	90	276	318	203	249	188	193	302	675	846	950	321	301	1037	910	750	459	444	438	545	962	888	1161					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2215	65	8	32	85	85	177	138	63	28	30	116	78	80	166	44	21	55	9	33	45	150	34	50	63	93	126	70	69	31	21	38	82	30					
6	Число погашенных избирательных бюллетеней	6078	269	168	165	92	221	216	222	249	158	32	94	46	92	101	7	51	102	39	192	259	0	145	69	250	147	274	171	187	261	264	500	430	605					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2215	65	8	32	85	85	177	138	63	28	30	116	78	80	166	44	21	55	9	33	45	150	34	50	63	93	126	70	69	31	21	38	82	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16687	566	324	433	153	494	467	740	338	544	128	90	276	318	203	249	188	193	302	675	844	950	321	301	1037	909	750	459	444	438	545	962	888	1158					
9	Число недействительных избирательных бюллетеней	205	5	2	13	1	5	2	8	7	8	6	2	3	3	5	4	3	0	7	6	13	6	2	4	11	14	5	8	5	10	4	15	8	10					
10	Число действительных избирательных бюллетеней	18697	626	330	452	237	574	642	870	394	564	152	204	351	395	364	289	206	248	304	702	876	1094	353	347	1089	988	871	521	508	459	562	985	962	1178					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	267	8	5	7	2	10	14	6	6	16	2	2	2	7	4	2	5	2	6	7	9	4	4	4	17	9	15	14	7	11	9	17	15	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	265	8	5	7	2	10	14	6	6	16	2	2	2	7	4	2	5	2	6	7	9	3	4	4	17	9	15	14	7	11	9	17	15	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	266	1	61	2	7	1	8	18	9	4	2	2	1	6	5	4	2	1	6	18	12	22	7	1	7	11	11	5	3	3	5	3	8	10					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	1326	96	17	32	17	79	86	121	45	55	10	14	18	55	13	18	20	16	9	21	48	24	13	15	93	81	55	26	73	16	18	58	33	31					
		7.02%	15.21%	5.12%	6.88%	7.14%	13.64%	13.35%	13.78%	11.22%	9.62%	6.33%	6.80%	5.08%	13.82%	3.52%	6.14%	9.57%	6.45%	2.89%	2.97%	5.40%	2.18%	3.66%	4.27%	8.45%	8.08%	6.28%	4.91%	14.23%	3.41%	3.18%	5.80%	3.40%	2.61%					
