Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Оричевская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923					
1	"Число избирателей, внесенных в список избирателей"	25040	858	318	611	766	819	1126	590	730	283	380	507	207	469	280	1365	239	345	314	1796	290	884	1173	1187	559	411	1470	1306	1239	770	698	677	821	1552					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23550	860	300	600	790	840	1100	580	740	290	380	500	210	470	310	1300	250	350	300	1800	300	860	1100	1170	450	400	1200	1100	1000	700	650	600	750	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12671	406	171	288	363	342	577	198	407	74	194	226	88	148	158	616	153	154	207	845	105	482	723	950	208	256	900	735	540	369	332	297	388	771					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1692	37	12	29	68	142	84	98	27	51	74	63	25	85	91	71	10	33	17	24	91	30	36	54	28	31	50	45	107	56	49	14	21	39					
6	Число погашенных избирательных бюллетеней	9187	417	117	283	359	356	439	284	306	165	112	211	97	237	61	613	87	163	76	931	104	348	341	166	214	113	250	320	353	275	269	289	341	490					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1692	37	12	29	68	142	84	98	27	51	74	63	25	85	91	71	10	33	17	24	91	30	36	54	28	31	50	45	107	56	49	14	21	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12665	406	171	288	363	342	576	198	407	74	194	226	88	148	158	616	153	154	207	845	105	482	721	947	208	256	900	735	540	369	332	297	388	771					
9	Число недействительных избирательных бюллетеней	240	4	3	7	9	6	17	0	18	2	0	3	0	2	2	8	4	2	7	22	1	6	11	14	5	2	18	14	6	6	9	9	8	15					
10	Число действительных избирательных бюллетеней	14117	439	180	310	422	478	643	296	416	123	268	286	113	231	247	679	159	185	217	847	195	506	746	987	231	285	932	766	641	419	372	302	401	795					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	581	20	10	5	22	20	25	10	20	10	10	15	10	10	25	30	10	10	10	40	20	15	20	25	15	10	32	24	20	20	8	15	15	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	373	14	5	0	19	10	15	5	12	1	5	6	6	8	25	4	4	10	7	32	15	11	6	24	1	10	30	24	12	14	8	3	6	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	325	8	26	8	8	7	10	5	2	2	5	9	2	3	3	9	4	3	7	11	4	30	10	52	4	11	15	16	13	7	6	10	6	9					
14	Число погашенных неиспользованных открепительных удостоверений	208	6	5	5	3	10	10	5	8	9	5	9	4	2	0	26	6	0	3	8	5	4	14	1	14	0	2	0	8	6	0	12	9	9					
