Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Колыванская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421					
1	"Число избирателей, внесенных в списки"	19289	2327	1912	1428	2125	390	267	765	183	980	392	513	321	1517	295	93	998	130	130	585	155	157	474	40	35	331	187	342	262	49	649	273	40	74	88	36	331	61	65	289					
2	"Число бюллетеней, полученных участковыми комиссиями"	16779	1930	1540	1170	1780	305	220	685	187	880	355	430	290	1360	265	93	875	129	136	520	153	160	430	46	38	300	189	295	230	50	570	242	54	72	88	34	293	61	64	260					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10415	1138	888	719	900	222	118	395	96	482	244	336	204	880	147	56	481	91	90	342	81	111	279	40	24	203	133	196	178	43	418	141	40	69	65	32	216	47	48	222					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	716	78	50	47	78	9	20	8	14	18	6	12	0	29	23	0	79	10	15	24	6	6	14	0	6	23	13	25	14	0	37	30	0	0	3	0	15	4	0	0					
6	Число погашенных бюллетеней	5648	714	602	404	802	74	82	282	77	380	105	82	86	451	95	37	315	28	31	154	66	43	137	6	8	74	43	74	38	7	115	71	14	3	20	2	62	10	16	38					
7	Число бюллетеней в переносных ящиках для голосования	714	77	48	47	78	9	20	8	14	18	6	12	0	29	23	0	80	10	15	24	6	6	14	0	6	23	13	25	14	0	37	30	0	0	3	0	15	4	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	10383	1135	874	719	900	222	118	395	96	482	244	336	204	869	146	56	480	91	90	342	81	111	279	40	24	203	133	195	178	43	417	141	40	69	65	32	216	47	48	222					
9	Число недействительных бюллетеней	339	19	22	22	23	16	2	10	1	26	12	14	10	32	9	6	11	1	5	8	3	2	4	0	0	16	12	6	6	3	17	7	0	4	0	0	5	0	4	1					
10	Число действительных бюллетеней	10758	1193	900	744	955	215	136	393	109	474	238	334	194	866	160	50	549	100	100	358	84	115	289	40	30	210	134	214	186	40	437	164	40	65	68	32	226	51	44	221					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	249	39	40	40	40	2	1	5	1	5	2	5	2	10	2	1	6	1	1	5	1	1	5	1	1	1	1	5	2	1	5	1	1	1	1	1	5	1	1	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	57	8	8	10	10	0	0	2	0	4	1	0	0	2	0	1	1	0	0	0	0	1	3	0	0	1	0	2	1	0	0	0	1	0	0	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	13	2	3	2	3	3	8	2	1	0	0	1	1	2	1	8	0	0	0	0	0	2	0	0	0	0	0	3	0	2	1	0	1	0	1	2	0	0	1					
14	Число погашенных открепительных удостоверений	192	31	32	30	30	2	1	3	1	1	1	5	2	8	2	0	5	1	1	5	1	0	2	1	1	0	1	3	1	1	5	1	0	1	1	1	4	1	1	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	163	16	16	8	7	2	7	3	0	5	1	2	4	8	4	0	9	2	2	1	1	3	9	0	0	6	11	1	1	3	16	2	0	0	2	0	5	3	0	3					
		1.46%	1.32%	1.73%	1.04%	0.71%	0.86%	5.07%	0.74%	0.0%	1.0%	0.4%	0.57%	1.96%	0.89%	2.36%	0.0%	1.60%	1.98%	1.90%	0.27%	1.14%	2.56%	3.07%	0.0%	0.0%	2.65%	7.53%	0.45%	0.52%	6.97%	3.52%	1.16%	0.0%	0.0%	2.94%	0.0%	2.16%	5.88%	0.0%	1.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	229	47	31	28	31	4	6	8	2	6	5	3	1	7	1	1	12	1	10	4	2	5	1	0	1	2	0	0	0	0	5	1	1	0	1	0	2	0	0	0					
