Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Ровеньская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906					
1	"Число избирателей, внесенных в списки"	18660	1023	474	644	358	768	380	672	407	846	461	721	173	296	196	864	181	2450	1295	1012	997	501	1258	72	155	139	522	97	199	700	487	312					
2	"Число бюллетеней, полученных участковыми комиссиями"	18893	1009	472	654	358	787	382	679	420	882	481	728	193	302	203	878	207	2443	1263	1021	1021	513	1273	81	157	142	533	102	205	697	495	312					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12652	568	277	444	241	555	308	356	299	518	294	548	132	208	161	612	170	1668	921	658	576	354	869	53	136	116	364	78	156	447	352	213					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2694	235	110	98	74	132	61	126	42	169	104	54	33	67	20	105	11	201	125	173	148	60	184	14	8	15	79	11	19	122	46	48					
6	Число погашенных бюллетеней	3547	206	85	112	43	100	13	197	79	195	83	126	28	27	22	161	26	574	217	190	297	99	220	14	13	11	90	13	30	128	97	51					
7	Число бюллетеней в переносных ящиках для голосования	2694	235	110	98	74	132	61	126	42	169	104	54	33	67	20	105	11	201	125	173	148	60	184	14	8	15	79	11	19	122	46	48					
8	Число бюллетеней в стационарных ящиках для голосования	12651	568	277	444	241	555	308	355	299	518	294	548	132	208	161	612	170	1668	921	658	576	354	869	53	136	116	364	78	156	447	352	213					
9	Число недействительных бюллетеней	241	6	6	13	3	8	3	0	5	25	14	7	0	3	9	9	3	24	12	7	3	7	23	0	8	2	16	4	4	5	6	6					
10	Число действительных бюллетеней	15104	797	381	529	312	679	366	481	336	662	384	595	165	272	172	708	178	1845	1034	824	721	407	1030	67	136	129	427	85	171	564	392	255					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	8	6	6	4	6	6	8	6	8	6	8	4	6	4	8	4	22	7	8	6	6	7	4	4	4	7	4	4	6	6	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	9	7	3	0	1	0	0	0	0	0	1	1	3	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	2	0	5					
14	Число погашенных открепительных удостоверений	165	8	6	4	4	6	6	8	6	8	6	8	4	6	4	5	4	13	0	5	6	5	7	4	4	4	7	3	3	3	5	3					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	247	12	7	12	2	16	5	12	2	5	7	8	2	8	3	12	1	30	20	15	11	3	15	0	3	9	12	2	0	6	1	6					
		1.60%	1.49%	1.80%	2.21%	0.63%	2.32%	1.35%	2.49%	0.58%	0.72%	1.75%	1.32%	1.21%	2.90%	1.65%	1.67%	0.55%	1.60%	1.91%	1.80%	1.51%	0.72%	1.42%	0.0%	2.08%	6.87%	2.70%	2.24%	0.0%	1.05%	0.25%	2.29%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	124	5	1	5	1	2	0	1	1	5	5	7	0	2	5	4	3	26	10	7	5	4	10	0	0	0	4	2	0	3	3	3					
		0.80%	0.62%	0.25%	0.92%	0.31%	0.29%	0.0%	0.20%	0.29%	0.72%	1.25%	1.16%	0.0%	0.72%	2.76%	0.55%	1.65%	1.39%	0.95%	0.84%	0.69%	0.96%	0.94%	0.0%	0.0%	0.0%	0.90%	2.24%	0.0%	0.52%	0.75%	1.14%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	527	35	4	13	6	10	1	13	18	6	7	28	2	14	9	27	5	124	35	29	11	9	48	2	3	1	15	0	8	18	20	6					
