Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Фурмановская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324					
1	"Число избирателей, внесенных в списки избирателей"	38257	1771	1367	2355	2321	1747	1821	1741	2031	1562	1833	1919	2020	1835	1517	2023	1941	1063	1243	447	870	452	585	444	456	559	336	892	269	524	313					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38125	1750	1290	2300	2300	1800	1750	1750	2050	1550	1800	1960	1940	1800	1500	2000	1900	1000	1240	470	920	500	590	470	470	595	350	900	290	550	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18019	695	549	1171	1053	800	867	901	923	779	785	847	968	951	807	985	940	587	559	243	423	154	360	116	205	223	136	608	136	103	145					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3181	179	163	80	67	69	70	65	103	70	106	93	32	76	131	118	55	30	84	38	126	188	48	291	222	225	91	29	64	189	79					
6	Число погашенных избирательных бюллетеней	16925	876	578	1049	1180	931	813	784	1024	701	909	1020	940	773	562	897	905	383	597	189	371	158	182	63	43	147	123	263	90	258	116					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3181	179	163	80	67	69	70	65	103	70	106	93	32	76	131	118	55	30	84	38	126	188	48	291	222	225	91	29	64	189	79					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18017	695	549	1171	1053	800	867	901	923	779	785	847	968	951	807	985	940	587	557	243	423	154	360	116	205	223	136	608	136	103	145					
9	Число недействительных избирательных бюллетеней	138	3	7	8	13	3	2	1	11	7	7	5	12	4	10	8	7	4	6	0	0	3	2	0	2	3	1	4	2	2	1					
10	Число действительных избирательных бюллетеней	21060	871	705	1243	1107	866	935	965	1015	842	884	935	988	1023	928	1095	988	613	635	281	549	339	406	407	425	445	226	633	198	290	223					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	545	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	15	15	15	15	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	419	15	14	8	9	12	9	18	17	8	15	18	18	16	20	14	20	7	13	18	15	15	9	9	15	15	14	15	15	15	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	200	2	3	5	5	12	7	6	13	5	12	6	7	14	19	11	5	5	5	4	7	1	10	6	6	6	5	6	1	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	126	5	6	12	11	8	11	2	3	12	5	2	2	4	0	6	0	13	7	2	0	0	6	6	0	0	1	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
