Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Вурнарская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198					
1	"Число избирателей, внесенных в список избирателей"	24625	1277	1577	1666	1423	1610	279	321	348	216	431	460	438	557	235	249	714	166	388	344	177	149	121	72	755	48	485	416	370	670	207	655	259	364	402	237	266	59	364	214	307	188	381	288	345	159	551	204	360	350	386	154	380	353	565	489	176					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21121	1016	1237	1298	1132	1255	257	263	294	184	383	393	340	482	218	202	597	137	342	305	151	136	115	74	683	46	430	371	287	530	164	733	224	343	333	196	231	66	307	205	271	166	496	266	320	149	487	183	326	363	335	127	322	313	472	414	151					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15737	693	864	896	737	925	208	217	201	139	263	225	281	344	166	150	417	116	291	243	137	123	88	26	454	41	318	270	232	397	131	564	195	292	276	180	202	55	269	180	219	137	318	172	271	131	364	153	208	311	280	101	223	221	357	345	120					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2052	80	30	43	89	28	22	38	93	21	59	100	27	79	18	10	39	14	29	32	14	10	12	38	64	4	36	44	16	50	20	91	22	38	47	16	22	4	28	15	46	26	63	43	42	16	28	22	20	39	20	14	77	68	50	20	16					
6	Число погашенных избирательных бюллетеней	3332	243	343	359	306	302	27	8	0	24	61	68	32	59	34	42	141	7	22	30	0	3	15	10	165	1	76	57	39	83	13	78	7	13	10	0	7	7	10	10	6	3	115	51	7	2	95	8	98	13	35	12	22	24	65	49	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2052	80	30	43	89	28	22	38	93	21	59	100	27	79	18	10	39	14	29	32	14	10	12	38	64	4	36	44	16	50	20	91	22	38	47	16	22	4	28	15	46	26	63	43	42	16	28	22	20	39	20	14	77	68	50	20	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15706	693	834	896	737	925	208	217	201	139	263	225	281	344	166	149	417	116	291	243	137	123	88	26	454	41	318	270	232	397	131	564	195	292	276	180	202	55	269	180	219	137	318	172	271	131	364	153	208	311	280	101	223	221	357	345	120					
9	Число недействительных избирательных бюллетеней	617	26	20	20	25	34	8	1	4	9	11	13	16	4	9	12	18	9	9	10	8	5	3	0	19	3	23	12	12	4	7	12	8	7	9	2	7	1	9	8	12	6	16	8	18	6	18	9	17	14	17	2	10	1	6	27	13					
10	Число действительных избирательных бюллетеней	17141	747	844	919	801	919	222	254	290	151	311	312	292	419	175	147	438	121	311	265	143	128	97	64	499	42	331	302	236	443	144	643	209	323	314	194	217	58	288	187	253	157	365	207	295	141	374	166	211	336	283	113	290	288	401	338	123					
