Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
"Наименование Избирательной комиссии:    Иваново, Октябрьская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101					
1	"Число избирателей, внесенных в список избирателей"	70662	1899	1926	1687	2322	2075	2079	1952	2193	1911	1998	1986	1691	2325	2624	1690	1239	2424	2693	2229	2092	2210	2428	2186	1639	2331	1580	1700	2253	1713	1891	2167	1996	2012	2089	688	150	594					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	68515	1900	1900	1600	2200	2000	2000	1900	2000	1900	1900	1900	1600	2300	2600	1600	1200	2400	2600	2200	2000	2200	2400	2100	1600	2300	1500	1600	2100	1700	1800	2100	1900	1900	2100	530	235	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34266	1046	1074	942	1462	1049	1012	1053	1131	921	985	912	697	1183	1429	694	615	1024	1245	849	703	817	909	1007	691	1055	897	904	1429	1002	855	1097	1007	793	725	371	87	594					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1875	38	65	38	41	61	66	41	62	53	41	60	106	36	49	46	19	61	60	55	122	72	46	49	37	87	23	29	48	64	40	40	45	63	56	4	52	0					
6	Число погашенных избирательных бюллетеней	32374	816	761	620	697	890	922	806	807	926	874	928	797	1081	1122	860	566	1315	1295	1296	1175	1311	1445	1044	872	1158	580	667	623	634	905	963	848	1044	1319	155	96	156					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1875	38	65	38	41	61	66	41	62	53	41	60	106	36	49	46	19	61	60	55	122	72	46	49	37	87	23	29	48	64	40	40	45	63	56	4	52	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34242	1045	1070	942	1462	1049	1011	1053	1129	921	985	912	697	1183	1426	694	615	1023	1245	847	703	817	908	1006	691	1055	897	903	1429	1001	851	1097	1005	793	725	371	87	594					
9	Число недействительных избирательных бюллетеней	597	13	20	15	19	18	21	20	12	15	17	19	17	23	26	18	15	21	15	9	15	7	18	19	14	20	17	11	31	10	18	20	18	13	10	6	1	16					
10	Число действительных избирательных бюллетеней	35520	1070	1115	965	1484	1092	1056	1074	1179	959	1009	953	786	1196	1449	722	619	1063	1290	893	810	882	936	1036	714	1122	903	921	1446	1055	873	1117	1032	843	771	369	138	578					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1029	30	31	23	30	33	20	20	30	30	20	20	80	50	78	20	25	30	33	30	20	30	30	20	21	24	31	30	40	30	20	30	20	20	20	10	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1018	30	30	23	30	33	20	20	30	30	19	20	80	48	77	20	23	30	33	30	20	30	30	17	21	24	31	30	40	30	20	30	20	19	20	10	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	924	20	16	18	13	51	17	13	39	20	17	28	26	11	38	14	9	17	23	15	20	10	23	12	19	20	21	14	33	11	12	9	16	15	9	168	40	67					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	180	6	4	9	4	6	4	5	5	4	3	1	2	9	8	3	1	10	3	8	3	0	4	3	2	0	4	5	37	5	2	3	2	7	6	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6087	203	195	168	217	214	214	198	223	185	183	167	105	236	238	102	100	153	205	150	144	142	155	190	127	207	120	201	223	211	133	231	188	117	139	47	25	31					
		16.85%	18.74%	17.18%	17.14%	14.44%	19.28%	19.87%	18.10%	18.72%	18.99%	17.84%	17.18%	13.08%	19.36%	16.14%	13.78%	15.77%	14.11%	15.71%	16.63%	17.45%	15.97%	16.25%	18.01%	17.45%	18.13%	13.04%	21.57%	15.10%	19.81%	14.93%	20.32%	17.90%	13.67%	17.80%	12.53%	17.99%	5.22%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5791	144	155	119	257	144	139	153	173	142	158	164	157	157	225	112	133	182	220	135	143	174	167	196	147	179	163	124	285	148	178	153	155	153	131	78	8	140					
		16.03%	13.30%	13.66%	12.14%	17.10%	12.97%	12.91%	13.99%	14.53%	14.58%	15.40%	16.87%	19.55%	12.88%	15.25%	15.14%	20.98%	16.79%	16.86%	14.97%	17.33%	19.57%	17.51%	18.58%	20.19%	15.67%	17.72%	13.30%	19.30%	13.90%	19.98%	13.46%	14.76%	17.87%	16.77%	20.80%	5.76%	23.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	540	11	26	11	17	20	10	15	13	18	7	12	12	27	25	8	12	17	15	12	9	10	15	12	12	19	15	16	31	19	14	31	15	14	11	2	0	7					
		1.50%	1.02%	2.29%	1.12%	1.13%	1.80%	0.93%	1.37%	1.09%	1.85%	0.68%	1.23%	1.49%	2.21%	1.69%	1.08%	1.89%	1.57%	1.15%	1.33%	1.09%	1.12%	1.57%	1.14%	1.65%	1.66%	1.63%	1.72%	2.10%	1.78%	1.57%	2.73%	1.43%	1.64%	1.41%	0.53%	0.00%	1.18%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8591	280	283	273	345	311	294	280	319	215	241	213	197	349	380	181	123	237	360	239	161	158	218	239	158	261	227	202	301	319	194	280	280	183	181	67	30	12					
		23.79%	25.85%	24.93%	27.86%	22.95%	28.02%	27.30%	25.59%	26.78%	22.07%	23.49%	21.91%	24.53%	28.63%	25.76%	24.46%	19.40%	21.86%	27.59%	26.50%	19.52%	17.77%	22.85%	22.65%	21.70%	22.85%	24.67%	21.67%	20.38%	29.95%	21.77%	24.63%	26.67%	21.38%	23.18%	17.87%	21.58%	2.02%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2156	77	80	107	94	101	71	72	99	61	61	59	22	99	106	48	25	69	86	52	33	35	35	41	36	64	80	58	44	48	44	74	49	57	50	14	3	2					
