Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Володарская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №2489	УИК №2491	УИК №2497					
1	"Число избирателей, внесенных в списки избирателей"	46844	1762	2215	1935	165	1054	1778	768	1679	2522	1359	1116	912	2307	2219	1995	1354	157	362	2736	1444	218	2416	1483	1517	2591	2274	1451	648	655	3017	735					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41520	1300	1600	1400	170	800	1300	700	1200	1800	1000	800	700	1800	1700	1500	1000	150	300	2500	2500	200	2200	2000	2300	2500	2200	1300	900	500	2500	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24988	850	1072	975	127	392	762	213	868	1298	850	578	303	997	1065	952	497	79	136	1579	712	80	1389	828	1002	1741	1557	738	631	181	1971	565					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1427	30	24	44	0	58	50	79	27	34	41	47	114	17	10	50	86	16	20	17	13	59	33	21	53	143	94	77	17	81	61	11					
6	Число погашенных избирательных бюллетеней	15102	420	504	381	43	350	488	408	305	468	109	175	283	786	625	498	417	55	144	904	1775	61	778	1151	1245	613	549	485	252	238	468	124					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1427	30	24	44	0	58	50	79	27	34	41	47	114	17	10	50	86	16	20	17	13	59	33	21	53	143	94	77	17	81	61	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24983	850	1072	975	127	392	762	213	868	1298	850	578	303	996	1065	952	497	79	136	1579	712	80	1389	828	1002	1737	1557	738	631	181	1971	565					
9	Число недействительных избирательных бюллетеней	271	8	12	13	5	1	2	0	2	18	7	10	2	12	16	5	2	0	2	13	16	0	14	22	10	17	27	3	2	5	21	4					
10	Число действительных избирательных бюллетеней	26139	872	1084	1006	122	449	810	292	893	1314	884	615	415	1001	1059	997	581	95	154	1583	709	139	1408	827	1045	1863	1624	812	646	257	2011	572					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1000	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	40	20	20	30	20	20	220	70	20	20	20	120	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	351	4	10	14	0	5	16	2	8	6	13	11	4	7	7	10	5	0	1	36	7	4	24	6	15	28	65	10	11	2	12	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	243	3	5	1	4	4	5	4	1	4	4	3	13	1	4	2	4	3	6	43	0	8	4	11	48	14	11	7	0	2	22	2					
14	Число погашенных неиспользованных открепительных удостоверений	649	16	10	6	20	15	4	18	12	14	7	9	16	13	13	10	15	20	19	4	13	16	6	14	5	192	5	10	9	18	108	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	577	17	15	17	4	13	16	5	31	44	33	6	6	32	36	27	17	0	2	30	16	2	57	17	21	20	36	13	1	6	28	9					
		2.18%	1.93%	1.37%	1.67%	3.15%	2.89%	1.97%	1.71%	3.46%	3.30%	3.70%	0.96%	1.44%	3.16%	3.35%	2.69%	2.92%	0.00%	1.28%	1.88%	2.21%	1.44%	4.01%	2.00%	1.99%	1.06%	2.18%	1.60%	0.15%	2.29%	1.38%	1.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	174	6	11	6	0	3	10	1	7	11	1	3	4	6	9	5	2	0	1	12	8	0	5	7	15	10	18	5	0	1	5	2					
		0.66%	0.68%	1.00%	0.59%	0.00%	0.67%	1.23%	0.34%	0.78%	0.83%	0.11%	0.48%	0.96%	0.59%	0.84%	0.50%	0.34%	0.00%	0.64%	0.75%	1.10%	0.00%	0.35%	0.82%	1.42%	0.53%	1.09%	0.61%	0.00%	0.38%	0.25%	0.35%					
20	3.Политическая партия «Демократическая партия России»	22	1	0	1	1	0	0	0	3	0	1	1	1	0	1	0	0	0	0	0	1	0	2	0	0	4	2	2	0	0	1	0					
		0.08%	0.11%	0.00%	0.10%	0.79%	0.00%	0.00%	0.00%	0.34%	0.00%	0.11%	0.16%	0.24%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.14%	0.00%	0.00%	0.21%	0.12%	0.25%	0.00%	0.00%	0.05%	0.00%					
