Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Себежская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670					
1	"Число избирателей, внесенных в список"	18760	1570	870	645	934	1076	613	553	1386	752	803	545	418	467	233	366	127	295	402	100	242	271	357	326	349	864	679	356	519	327	126	202	326	279	267	1115					
2	Число полученных избирательных бюллетеней	18677	1570	870	599	932	1070	617	552	1361	749	805	542	422	466	234	368	132	297	406	103	236	264	353	330	354	864	686	355	513	331	128	201	327	280	261	1099					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9325	738	441	310	454	465	301	281	792	416	440	319	202	174	80	207	50	133	179	53	90	146	163	138	144	412	328	94	214	154	54	101	150	172	151	779					
5	"Число избирательных бюллетеней, выданных вне помещения"	2355	35	24	55	13	30	7	7	88	69	55	34	126	112	78	44	31	64	97	17	126	64	116	130	112	90	50	78	181	91	42	50	85	66	60	28					
6	Число погашенных избирательных бюллетеней	6997	797	405	234	465	575	309	264	481	264	310	189	94	180	76	117	51	100	130	33	20	54	74	62	98	362	308	183	118	86	32	50	92	42	50	292					
7	Число избирательных бюллетеней в переносных ящиках	2355	35	24	55	13	30	7	7	88	69	55	34	126	112	78	44	31	64	97	17	126	64	116	130	112	90	50	78	181	91	42	50	85	66	60	28					
8	Число бюллетеней в стационарных ящиках для голосования	9325	738	441	310	454	465	301	281	792	416	440	319	202	174	80	207	50	133	179	53	90	146	163	138	144	412	328	94	214	154	54	101	150	172	151	779					
9	Число недействительных избирательных бюллетеней	72	5	1	4	3	5	5	2	2	3	0	4	2	3	1	3	0	2	3	0	1	2	0	4	1	0	7	1	0	0	0	3	0	0	0	5					
10	Число действительных избирательных бюллетеней	11608	768	464	361	464	490	303	286	878	482	495	349	326	283	157	248	81	195	273	70	215	208	279	264	255	502	371	171	395	245	96	148	235	238	211	802					
11	Число полученных открепительных  удостоверений	343	30	25	10	20	10	10	10	10	10	15	7	7	7	7	7	7	7	7	7	7	7	7	7	7	10	10	10	10	5	5	5	5	5	5	25					
12	Число выданных открепительных удостоверений	73	5	1	1	4	1	1	3	4	2	1	1	1	0	1	4	0	0	2	1	0	0	0	7	7	0	8	3	0	5	0	0	0	0	1	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	89	10	4	4	4	1	1	4	7	5	6	3	2	2	1	0	1	2	1	0	0	1	5	0	1	2	2	3	1	0	1	2	3	0	2	8					
14	Число неиспользованных открепительных удостоверений	270	25	24	9	16	9	9	7	6	8	14	6	6	7	6	3	7	7	5	6	7	7	7	0	0	10	2	7	10	0	5	5	5	5	4	16					
