Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Дальнеконстантиновская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804					
1	"Число избирателей, внесенных в списки"	19508	1634	1357	1334	621	729	404	307	177	564	432	451	716	1330	740	202	380	893	501	478	833	1320	123	59	520	232	551	506	1056	824	234					
2	"Число бюллетеней, полученных участковыми комиссиями"	18000	1500	1240	1250	600	650	370	280	160	490	400	400	620	1250	650	190	340	870	490	430	730	1200	130	60	460	220	510	500	1000	770	240					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9365	852	746	597	309	265	186	166	83	263	175	223	312	589	363	79	126	380	206	148	252	635	29	12	219	112	229	216	743	630	220					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1853	34	9	31	88	85	8	58	48	57	78	0	107	26	30	49	101	108	68	113	238	121	57	27	89	44	72	92	9	6	0					
6	Число погашенных бюллетеней	6782	614	485	622	203	300	176	56	29	170	147	177	201	635	257	62	113	382	216	169	240	444	44	21	152	64	209	192	248	134	20					
7	Число бюллетеней в переносных ящиках для голосования	1853	34	9	31	88	85	8	58	48	57	78	0	107	26	30	49	101	108	68	113	238	121	57	27	89	44	72	92	9	6	0					
8	Число бюллетеней в стационарных ящиках для голосования	9365	852	746	597	309	265	186	166	83	263	175	223	312	589	363	79	126	380	206	148	252	635	29	12	219	112	229	216	743	630	220					
9	Число недействительных бюллетеней	244	23	6	21	11	0	0	6	1	13	8	7	26	9	6	0	3	11	9	5	7	16	1	0	7	4	4	16	9	13	2					
10	Число действительных бюллетеней	10974	863	749	607	386	350	194	218	130	307	245	216	393	606	387	128	224	477	265	256	483	740	85	39	301	152	297	292	743	623	218					
