Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Большесолдатская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305					
1	"Число избирателей, внесенных в списки"	11403	1502	680	236	190	352	82	323	167	321	207	1197	259	311	283	591	262	474	86	335	130	130	591	501	409	265	433	88	87	359	431	121					
2	"Число бюллетеней, полученных участковыми комиссиями"	10420	1356	603	206	194	325	83	288	165	285	201	1060	235	300	250	552	235	422	87	296	133	131	553	450	381	237	381	88	87	331	386	119					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6913	934	425	160	121	179	65	228	125	134	86	564	132	146	114	357	153	300	41	232	90	107	369	374	255	178	281	55	37	264	310	97					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	892	15	33	23	18	45	5	15	16	72	26	26	52	24	57	38	43	22	17	36	13	11	106	38	34	18	38	7	17	11	9	7					
6	Число погашенных бюллетеней	2615	407	145	23	55	101	13	45	24	79	89	470	51	130	79	157	39	100	29	28	30	13	78	38	92	41	62	26	33	56	67	15					
7	Число бюллетеней в переносных ящиках для голосования	892	15	33	23	18	45	5	15	16	72	26	26	52	24	57	38	43	22	17	36	13	11	106	38	34	18	38	7	17	11	9	7					
8	Число бюллетеней в стационарных ящиках для голосования	6912	934	425	160	121	179	65	228	124	134	86	564	132	146	114	357	153	300	41	232	90	107	369	374	255	178	281	55	37	264	310	97					
9	Число недействительных бюллетеней	244	18	9	7	16	7	1	2	4	4	7	15	0	3	9	15	5	17	4	17	4	5	6	19	18	7	9	0	1	7	8	0					
10	Число действительных бюллетеней	7560	931	449	176	123	217	69	241	136	202	105	575	184	167	162	380	191	305	54	251	99	113	469	393	271	189	310	62	53	268	311	104					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	160	10	5	5	5	5	4	5	5	5	5	9	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	4	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	21	10	5	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	3	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	4	1	2	0	0	4	0	0	1	0	1	0	0	0	1					
14	Число погашенных открепительных удостоверений	139	0	0	5	5	4	4	5	5	5	5	8	5	5	5	3	5	4	4	5	5	5	4	5	5	5	5	4	4	5	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	219	15	12	12	1	3	2	8	5	5	7	15	0	3	1	12	3	8	0	8	4	5	18	26	9	4	8	1	1	7	11	5					
		2.80%	1.58%	2.62%	6.55%	0.71%	1.33%	2.85%	3.29%	3.57%	2.42%	6.24%	2.54%	0.0%	1.76%	0.58%	3.03%	1.53%	2.48%	0.0%	2.98%	3.88%	4.23%	3.78%	6.31%	3.11%	2.04%	2.50%	1.61%	1.85%	2.54%	3.44%	4.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	66	16	5	1	1	0	0	6	2	0	0	5	0	0	0	3	2	4	0	1	4	1	1	4	2	1	4	0	0	2	1	0					
		0.84%	1.68%	1.09%	0.54%	0.71%	0.0%	0.0%	2.46%	1.42%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.75%	1.02%	1.24%	0.0%	0.37%	3.88%	0.84%	0.21%	0.97%	0.69%	0.51%	1.25%	0.0%	0.0%	0.72%	0.31%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	206	17	6	6	7	6	2	10	6	5	4	21	5	4	2	20	5	13	2	6	2	9	9	9	2	5	12	2	1	3	3	2					
		2.63%	1.79%	1.31%	3.27%	5.03%	2.67%	2.85%	4.11%	4.28%	2.42%	3.57%	3.55%	2.71%	2.35%	1.16%	5.06%	2.55%	4.03%	3.44%	2.23%	1.94%	7.62%	1.89%	2.18%	0.69%	2.55%	3.76%	3.22%	1.85%	1.09%	0.94%	1.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	80	7	2	1	1	0	1	3	2	3	2	8	0	1	0	10	2	4	1	3	1	0	5	1	2	2	4	1	0	4	8	1					
		1.02%	0.73%	0.43%	0.54%	0.71%	0.0%	1.42%	1.23%	1.42%	1.45%	1.78%	1.35%	0.0%	0.58%	0.0%	2.53%	1.02%	1.24%	1.72%	1.11%	0.97%	0.0%	1.05%	0.24%	0.69%	1.02%	1.25%	1.61%	0.0%	1.45%	2.50%	0.96%					
22	"5. ""За Русь Святую"""	90	3	3	3	1	2	2	3	2	0	0	7	3	3	2	11	3	3	2	1	0	2	7	8	2	4	4	2	0	3	4	0					
		1.15%	0.31%	0.65%	1.63%	0.71%	0.89%	2.85%	1.23%	1.42%	0.0%	0.0%	1.18%	1.63%	1.76%	1.16%	2.78%	1.53%	0.93%	3.44%	0.37%	0.0%	1.69%	1.47%	1.94%	0.69%	2.04%	1.25%	3.22%	0.0%	1.09%	1.25%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	39	1	1	0	1	0	0	4	1	1	1	2	0	0	1	5	1	0	0	0	2	1	3	3	0	2	4	2	1	1	1	0					
		0.49%	0.10%	0.21%	0.0%	0.71%	0.0%	0.0%	1.64%	0.71%	0.48%	0.89%	0.33%	0.0%	0.0%	0.58%	1.26%	0.51%	0.0%	0.0%	0.0%	1.94%	0.84%	0.63%	0.72%	0.0%	1.02%	1.25%	3.22%	1.85%	0.36%	0.31%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	60	3	2	1	3	1	1	3	0	2	2	9	1	0	3	3	1	6	0	1	0	0	5	6	0	1	0	0	2	4	0	0					
		0.76%	0.31%	0.43%	0.54%	2.15%	0.44%	1.42%	1.23%	0.0%	0.97%	1.78%	1.52%	0.54%	0.0%	1.75%	0.75%	0.51%	1.86%	0.0%	0.37%	0.0%	0.0%	1.05%	1.45%	0.0%	0.51%	0.0%	0.0%	3.70%	1.45%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	41	1	1	5	0	0	0	3	1	0	2	0	4	1	1	6	1	1	0	0	0	0	2	0	5	0	2	1	0	1	2	1					
		0.52%	0.10%	0.21%	2.73%	0.0%	0.0%	0.0%	1.23%	0.71%	0.0%	1.78%	0.0%	2.17%	0.58%	0.58%	1.51%	0.51%	0.31%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	1.73%	0.0%	0.62%	1.61%	0.0%	0.36%	0.62%	0.96%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	2	3	0	0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	2	2	1	0	0	0	0	0	0	0					
		0.20%	0.21%	0.65%	0.0%	0.0%	0.44%	1.42%	0.0%	0.0%	0.48%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.42%	0.48%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	819	56	68	20	7	19	1	11	5	20	7	19	14	6	11	44	27	53	4	35	11	29	64	47	19	10	39	8	15	64	73	13					
		10.49%	5.90%	14.84%	10.92%	5.03%	8.48%	1.42%	4.52%	3.57%	9.70%	6.24%	3.22%	7.60%	3.52%	6.43%	11.13%	13.77%	16.45%	6.89%	13.05%	10.67%	24.57%	13.47%	11.40%	6.57%	5.10%	12.22%	12.90%	27.77%	23.27%	22.88%	12.5%					
28	"11. ""Истинные патриоты России"""	18	2	0	0	1	1	0	0	1	1	3	2	0	1	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.23%	0.21%	0.0%	0.0%	0.71%	0.44%	0.0%	0.0%	0.71%	0.48%	2.67%	0.33%	0.0%	0.58%	0.0%	0.75%	0.0%	0.31%	1.72%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	124	8	2	3	6	6	2	2	0	9	7	14	3	1	0	9	3	7	3	7	0	0	11	3	5	0	8	1	1	1	1	1					
		1.58%	0.84%	0.43%	1.63%	4.31%	2.67%	2.85%	0.82%	0.0%	4.36%	6.24%	2.37%	1.63%	0.58%	0.0%	2.27%	1.53%	2.17%	5.17%	2.61%	0.0%	0.0%	2.31%	0.72%	1.73%	0.0%	2.50%	1.61%	1.85%	0.36%	0.31%	0.96%					
30	"13. ""Демократическая партия России"""	50	3	6	5	2	2	2	2	4	1	0	3	2	0	1	2	0	1	1	2	2	0	1	3	1	1	1	0	0	1	0	1					
		0.64%	0.31%	1.31%	2.73%	1.43%	0.89%	2.85%	0.82%	2.85%	0.48%	0.0%	0.50%	1.08%	0.0%	0.58%	0.50%	0.0%	0.31%	1.72%	0.74%	1.94%	0.0%	0.21%	0.72%	0.34%	0.51%	0.31%	0.0%	0.0%	0.36%	0.0%	0.96%					
31	"14. ""Великая Россия - Евразийский Союз"""	47	9	1	1	3	1	0	0	0	0	2	2	3	0	1	3	2	6	1	0	0	2	2	0	2	1	4	0	0	0	1	0					
		0.60%	0.94%	0.21%	0.54%	2.15%	0.44%	0.0%	0.0%	0.0%	0.0%	1.78%	0.33%	1.63%	0.0%	0.58%	0.75%	1.02%	1.86%	1.72%	0.0%	0.0%	1.69%	0.42%	0.0%	0.69%	0.51%	1.25%	0.0%	0.0%	0.0%	0.31%	0.0%					
32	"15. ""Партия СЛОН"""	16	2	0	0	0	0	0	0	0	0	1	1	1	2	0	2	0	2	0	1	0	0	0	0	0	1	2	0	0	1	0	0					
		0.20%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.16%	0.54%	1.17%	0.0%	0.50%	0.0%	0.62%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.62%	0.0%	0.0%	0.36%	0.0%	0.0%					
