Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Поспелихинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	20085	2074	2222	1359	2586	2159	1135	309	1038	923	114	643	730	104	607	1319	597	367	1043	470	286									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14161	1445	1560	970	1823	1506	796	221	725	648	113	452	513	106	424	920	418	257	736	328	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7634	728	687	632	821	747	432	123	432	436	49	270	255	54	253	459	300	196	405	228	127									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	693	92	63	30	35	71	54	2	44	34	22	36	23	1	20	36	26	31	29	19	25									
6	Число погашенных избирательных бюллетеней	5834	625	810	308	967	688	310	96	249	178	42	146	235	51	151	425	92	30	302	81	48									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	693	92	63	30	35	71	54	2	44	34	22	36	23	1	20	36	26	31	29	19	25									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7631	727	687	632	821	746	432	123	431	436	49	270	255	54	253	459	300	196	405	228	127									
9	Число недействительных избирательных бюллетеней	170	11	11	17	15	12	15	2	7	9	4	8	5	2	7	16	8	3	6	5	7									
10	Число действительных избирательных бюллетеней	8154	808	739	645	841	805	471	123	468	461	67	298	273	53	266	479	318	224	428	242	145									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	76	7	12	11	9	9	3	2	3	2	1	1	2	0	3	1	3	2	3	0	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	53	7	11	11	9	8	0	1	0	1	1	0	1	0	0	0	0	0	3	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	6	2	2	4	2	6	1	1	0	3	2	1	0	1	2	5	4	0	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	23	0	1	0	0	1	3	1	3	1	0	1	1	0	3	1	3	2	0	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	3	0	4	4	5	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	61	2	6	10	7	7	4	1	3	4	0	2	0	0	1	7	2	2	1	2	0									
		0.73%	0.24%	0.80%	1.51%	0.82%	0.86%	0.82%	0.80%	0.63%	0.85%	0.00%	0.65%	0.00%	0.00%	0.37%	1.41%	0.61%	0.88%	0.23%	0.81%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	367	36	37	26	34	30	30	11	20	18	3	16	13	2	13	17	12	9	25	9	6									
		4.41%	4.40%	4.93%	3.93%	3.97%	3.67%	6.17%	8.80%	4.21%	3.83%	4.23%	5.23%	4.68%	3.64%	4.76%	3.43%	3.68%	3.96%	5.76%	3.64%	3.95%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	158	18	17	17	19	20	5	3	1	9	0	6	3	0	5	7	6	1	9	9	3									
		1.90%	2.20%	2.27%	2.57%	2.22%	2.45%	1.03%	2.40%	0.21%	1.91%	0.00%	1.96%	1.08%	0.00%	1.83%	1.41%	1.84%	0.44%	2.07%	3.64%	1.97%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3158	282	252	192	258	271	212	59	262	195	24	73	111	27	123	194	156	114	187	102	64									
		37.94%	34.43%	33.60%	29.00%	30.14%	33.17%	43.62%	47.20%	55.16%	41.49%	33.80%	23.86%	39.93%	49.09%	45.05%	39.19%	47.85%	50.22%	43.09%	41.30%	42.11%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	4	1	2	3	7	0	0	2	1	0	1	1	0	2	1	1	1	0	0	1									
		0.34%	0.49%	0.13%	0.30%	0.35%	0.86%	0.00%	0.00%	0.42%	0.21%	0.00%	0.33%	0.36%	0.00%	0.73%	0.20%	0.31%	0.44%	0.00%	0.00%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	0	0	1	1	1	0	3	0	1	0	0	0	0	1	3	1	1	2	1									
		0.20%	0.12%	0.00%	0.00%	0.12%	0.12%	0.21%	0.00%	0.63%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.20%	0.92%	0.44%	0.23%	0.81%	0.66%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1467	157	174	112	184	145	103	20	72	76	15	15	44	5	54	62	53	44	68	41	23									
		17.62%	19.17%	23.20%	16.92%	21.50%	17.75%	21.19%	16.00%	15.16%	16.17%	21.13%	4.90%	15.83%	9.09%	19.78%	12.53%	16.26%	19.38%	15.67%	16.60%	15.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	2	2	1	1	0	1	0	0	0	0	0	0	2	0	0	2	1	0	0	2									
		0.17%	0.24%	0.27%	0.15%	0.12%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.64%	0.00%	0.00%	0.61%	0.44%	0.00%	0.00%	1.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	39	6	4	8	6	3	3	0	2	1	0	0	0	0	1	1	0	1	2	1	0									
		0.47%	0.73%	0.53%	1.21%	0.70%	0.37%	0.62%	0.00%	0.42%	0.21%	0.00%	0.00%	0.00%	0.00%	0.37%	0.20%	0.00%	0.44%	0.46%	0.40%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	1	0	3	0	1	1	1	0	0	0	0	0	2	0	0	0	0	1									
		0.12%	0.00%	0.00%	0.15%	0.00%	0.37%	0.00%	0.80%	0.21%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.66%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	11	7	6	3	9	2	0	0	2	0	0	4	0	1	4	0	3	2	3	2									
		0.71%	1.34%	0.93%	0.91%	0.35%	1.10%	0.41%	0.00%	0.00%	0.43%	0.00%	0.00%	1.44%	0.00%	0.37%	0.81%	0.00%	1.32%	0.46%	1.21%	1.32%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1838	212	171	173	205	182	79	19	74	116	24	151	63	13	46	112	44	27	56	44	27									
		22.08%	25.89%	22.80%	26.13%	23.95%	22.28%	16.26%	15.20%	15.58%	24.68%	33.80%	49.35%	22.66%	23.64%	16.85%	22.63%	13.50%	11.89%	12.90%	17.81%	17.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	1	2	3	5	2	2	0	2	0	0	0	1	1	1	0	0	1	0	0	0									
		0.25%	0.12%	0.27%	0.45%	0.58%	0.24%	0.41%	0.00%	0.42%	0.00%	0.00%	0.00%	0.36%	1.82%	0.37%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	917	76	66	94	115	125	29	9	26	38	0	34	33	3	19	71	39	19	77	29	15									
		11.02%	9.28%	8.80%	14.20%	13.43%	15.30%	5.97%	7.20%	5.47%	8.09%	0.00%	11.11%	11.87%	5.45%	6.96%	14.34%	11.96%	8.37%	17.74%	11.74%	9.87%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
