Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Чугуевская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178					
1	"Число избирателей, внесенных в список"	19027	309	174	106	382	169	962	758	328	582	626	475	1257	1020	529	2068	1492	754	271	247	511	705	699	122	101	231	194	358	868	137	915	89	268	659	252	409					
2	Число полученных избирательных бюллетеней	18660	320	180	120	400	170	900	700	330	600	650	450	1200	1000	500	2000	1500	700	260	240	500	700	700	110	100	240	190	350	850	140	900	90	270	650	250	400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13540	269	157	100	330	158	634	540	245	385	362	284	773	610	336	1492	1045	489	206	214	415	479	524	107	78	193	182	250	720	105	544	81	215	509	200	309					
5	"Число избирательных бюллетеней, выданных вне помещения"	659	0	3	3	3	0	9	0	15	35	78	16	67	64	31	86	35	27	23	0	0	50	32	0	2	0	0	6	0	9	29	0	5	31	0	0					
6	Число погашенных избирательных бюллетеней	4461	51	20	17	67	12	257	160	70	180	210	150	360	326	133	422	420	184	31	26	85	171	144	3	20	47	8	94	130	26	327	9	50	110	50	91					
7	Число избирательных бюллетеней в переносных ящиках	659	0	3	3	3	0	9	0	15	35	78	16	67	64	31	86	35	27	23	0	0	50	32	0	2	0	0	6	0	9	29	0	5	31	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	13539	269	157	100	330	158	634	540	245	385	362	284	773	610	336	1491	1045	489	206	214	415	479	524	107	78	193	182	250	720	105	544	81	215	509	200	309					
9	Число недействительных избирательных бюллетеней	180	0	2	0	6	2	8	6	2	2	5	4	10	2	27	15	6	7	1	1	4	5	0	1	1	3	0	11	14	0	4	1	12	14	2	2					
10	Число действительных избирательных бюллетеней	14018	269	158	103	327	156	635	534	258	418	435	296	830	672	340	1562	1074	509	228	213	411	524	556	106	79	190	182	245	706	114	569	80	208	526	198	307					
11	Число полученных открепительных  удостоверений	244	3	2	2	6	8	10	5	5	10	11	2	25	15	5	31	25	13	5	5	10	8	5	0	0	8	0	0	6	1	6	2	3	1	1	5					
12	Число выданных открепительных удостоверений	204	2	1	1	5	1	10	5	5	10	10	1	23	13	3	30	25	13	3	2	6	7	3	0	0	8	0	0	5	0	6	0	3	0	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	1	0	0	1	1	2	1	2	0	0	0	6	3	1	7	6	1	1	7	1	4	3	2	3	0	2	0	0	1	2	0	0	3	2	2					
14	Число неиспользованных открепительных удостоверений	40	1	1	1	1	7	0	0	0	0	1	1	2	2	2	1	0	0	2	3	4	1	2	0	0	0	0	0	1	1	0	2	0	1	0	3					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	600	1	4	0	17	3	32	21	9	18	27	17	51	50	9	57	49	26	11	5	19	12	11	1	3	4	6	15	20	1	35	4	11	17	21	13					
		4.23%	0.37%	2.50%	0.00%	5.11%	1.90%	4.98%	3.89%	3.46%	4.29%	6.14%	5.67%	6.07%	7.42%	2.45%	3.61%	4.54%	5.04%	4.80%	2.34%	4.58%	2.27%	1.98%	0.93%	3.75%	2.07%	3.30%	5.86%	2.78%	0.88%	6.11%	4.94%	5.00%	3.15%	10.50%	4.21%					
19	. Малышкин Олег Александрович	677	13	1	0	20	1	20	25	19	28	34	15	46	29	15	58	57	19	8	11	12	33	39	13	10	10	14	1	28	4	32	2	28	17	11	4					
		4.77%	4.83%	0.62%	0.00%	6.01%	0.63%	3.11%	4.63%	7.31%	6.67%	7.73%	5.00%	5.48%	4.30%	4.09%	3.68%	5.28%	3.68%	3.49%	5.14%	2.89%	6.24%	7.01%	12.15%	12.50%	5.18%	7.69%	0.39%	3.89%	3.51%	5.58%	2.47%	12.73%	3.15%	5.50%	1.29%					
20	. Миронов Сергей Михайлович	166	0	2	1	2	0	6	4	3	5	4	5	10	14	4	17	14	7	1	3	8	4	7	0	2	2	2	3	8	3	8	3	4	8	0	2					
		1.17%	0.00%	1.25%	0.97%	0.60%	0.00%	0.93%	0.74%	1.15%	1.19%	0.91%	1.67%	1.19%	2.08%	1.09%	1.08%	1.30%	1.36%	0.44%	1.40%	1.93%	0.76%	1.26%	0.00%	2.50%	1.04%	1.10%	1.17%	1.11%	2.63%	1.40%	3.70%	1.82%	1.48%	0.00%	0.65%					
21	. Путин Владимир Владимирович	8869	212	127	95	198	136	421	391	173	267	268	172	452	380	217	1079	641	285	145	159	255	286	314	76	32	129	92	141	439	94	288	54	107	382	122	240					
		62.47%	78.81%	79.38%	92.23%	59.46%	86.08%	65.47%	72.41%	66.54%	63.57%	60.91%	57.33%	53.81%	56.38%	59.13%	68.42%	59.35%	55.23%	63.32%	74.30%	61.45%	54.06%	56.47%	71.03%	40.00%	66.84%	50.55%	55.08%	60.97%	82.46%	50.26%	66.67%	48.64%	70.74%	61.00%	77.67%					
22	. Хакамада Ирина Муцуовна	436	1	2	3	5	0	22	13	6	12	20	13	34	26	9	37	52	34	12	6	11	11	6	1	3	0	3	14	17	2	17	2	16	14	8	4					
		3.07%	0.37%	1.25%	2.91%	1.50%	0.00%	3.42%	2.41%	2.31%	2.86%	4.55%	4.33%	4.05%	3.86%	2.45%	2.35%	4.81%	6.59%	5.24%	2.80%	2.65%	2.08%	1.08%	0.93%	3.75%	0.00%	1.65%	5.47%	2.36%	1.75%	2.97%	2.47%	7.27%	2.59%	4.00%	1.29%					
23	. Харитонов Николай Михайлович	2736	32	18	2	68	7	121	68	37	74	71	64	212	140	74	224	215	115	41	23	104	172	164	14	28	36	61	54	170	9	154	7	32	80	31	14					
		19.27%	11.90%	11.25%	1.94%	20.42%	4.43%	18.82%	12.59%	14.23%	17.62%	16.14%	21.33%	25.24%	20.77%	20.16%	14.20%	19.91%	22.29%	17.90%	10.75%	25.06%	32.51%	29.50%	13.08%	35.00%	18.65%	33.52%	21.09%	23.61%	7.89%	26.88%	8.64%	14.55%	14.81%	15.50%	4.53%					
																																										
24	Против всех	534	10	4	2	17	9	13	12	11	14	11	10	25	33	12	90	46	23	10	6	2	6	15	1	1	9	4	17	24	1	35	8	10	8	5	30					
		3.76%	3.72%	2.50%	1.94%	5.11%	5.70%	2.02%	2.22%	4.23%	3.33%	2.50%	3.33%	2.98%	4.90%	3.27%	5.71%	4.26%	4.46%	4.37%	2.80%	0.48%	1.13%	2.70%	0.93%	1.25%	4.66%	2.20%	6.64%	3.33%	0.88%	6.11%	9.88%	4.55%	1.48%	2.50%	9.71%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
