Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Рязанский район																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540					
1	"Число избирателей, внесенных в списки избирателей"	55632	2641	2758	2529	2270	970	1144	1891	1706	1201	1916	1643	1689	2084	2552	1126	1383	2629	1848	2440	2576	2518	1984	2342	2685	2768	2223	2116					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51500	2500	2500	2400	2200	750	750	1700	1600	1200	1800	1500	1600	2000	2400	1000	1300	2400	1700	2200	2400	2400	1800	2200	2600	2600	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33244	1574	1603	1621	1349	494	721	1425	895	789	1274	1013	1063	1190	1294	813	826	1559	1171	1582	1388	1316	1210	1350	1582	1445	1450	1247					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1027	75	62	52	42	7	11	47	42	6	34	20	33	53	50	27	43	16	20	34	55	23	39	37	85	42	44	28					
6	Число погашенных избирательных бюллетеней	17229	851	835	727	809	249	18	228	663	405	492	467	504	757	1056	160	431	825	509	584	957	1061	551	813	933	1113	506	725					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1027	75	62	52	42	7	11	47	42	6	34	20	33	53	50	27	43	16	20	34	55	23	39	37	85	42	44	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33204	1574	1594	1618	1349	494	721	1420	894	789	1274	1013	1063	1190	1294	813	826	1559	1171	1582	1388	1316	1210	1350	1582	1423	1450	1247					
9	Число недействительных избирательных бюллетеней	480	27	13	28	15	5	18	9	15	7	17	14	15	8	22	13	16	25	11	13	16	16	19	16	22	25	28	47					
10	Число действительных избирательных бюллетеней	33751	1622	1643	1642	1376	496	714	1458	921	788	1291	1019	1081	1235	1322	827	853	1550	1180	1603	1427	1323	1230	1371	1645	1440	1466	1228					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1286	80	60	47	40	16	24	80	40	40	60	40	42	42	52	30	33	41	40	45	51	57	40	50	62	79	50	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1215	80	57	47	39	14	24	59	38	40	58	32	42	42	52	27	27	41	39	45	51	57	40	50	62	60	50	42					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1069	36	54	36	29	81	63	34	27	28	40	20	31	30	37	43	36	123	37	42	23	18	31	36	43	31	25	35					
14	Число погашенных неиспользованных открепительных удостоверений	71	0	3	0	1	2	0	21	2	0	2	8	0	0	0	3	6	0	1	0	0	0	0	0	0	19	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	2	2	3	2	1	1	1	2	1	2	1	1	2	4	1	0	5	4	3	2	6	2	5	1	4	3	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	973	43	72	41	38	14	15	44	28	26	31	19	26	33	48	12	34	44	23	31	48	38	32	44	42	57	54	36					
