Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Рязанский район																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543					
1	"Число избирателей, внесенных в список избирателей"	60290	2571	2727	2303	2355	2201	2596	2672	1907	1698	1459	1736	1611	1722	1950	1187	2636	1180	2559	1777	2381	2326	2486	1923	2643	2649	2721	2188	2126					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48500	2000	2000	2000	2000	1900	1800	2000	1500	1400	1200	1500	1400	1500	1600	1000	2000	1000	2000	1500	2000	2000	2000	1600	2000	2000	2000	1800	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35148	1621	1590	1233	1418	1519	1301	1738	1040	930	842	1091	725	1097	1059	636	1241	510	1785	1068	1357	1662	1109	1127	1540	1586	1538	1391	1394					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	992	60	40	55	85	0	6	24	105	50	12	23	25	22	30	21	45	20	18	17	31	61	42	36	38	32	34	32	28					
6	Число погашенных избирательных бюллетеней	12360	319	370	712	497	381	493	238	355	420	346	386	650	381	511	343	714	470	197	415	612	277	849	437	422	382	428	377	378					
7	Число избирательных бюллетеней в переносных ящиках для голосования	992	60	40	55	85	0	6	24	105	50	12	23	25	22	30	21	45	20	18	17	31	61	42	36	38	32	34	32	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34945	1617	1590	1233	1418	1519	1301	1738	1040	886	842	1091	725	1097	1059	615	1241	510	1785	1067	1326	1662	1109	1091	1536	1586	1504	1391	1366					
9	Число недействительных избирательных бюллетеней	603	28	33	3	17	24	28	5	6	14	11	9	13	13	13	25	25	15	0	26	52	39	0	29	22	74	27	21	31					
10	Число действительных избирательных бюллетеней	35334	1649	1597	1285	1486	1495	1279	1757	1139	922	843	1105	737	1106	1076	611	1261	515	1803	1058	1305	1684	1151	1098	1552	1544	1511	1402	1363					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1347	70	67	50	60	30	60	40	70	50	50	30	50	40	40	30	55	30	50	45	50	53	57	40	40	40	50	60	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1161	70	55	47	48	29	48	35	63	38	48	27	32	37	29	22	43	19	35	42	44	48	55	39	39	40	49	48	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	864	31	37	20	20	60	61	80	34	21	30	18	18	18	0	19	30	19	74	21	30	36	29	15	29	28	34	22	30					
14	Число погашенных неиспользованных открепительных удостоверений	186	0	12	3	12	1	12	5	7	12	2	3	18	3	11	8	12	11	15	3	6	5	2	1	1	0	1	12	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	1	4	2	1	2	4	1	3	1	1	0	0	0	4	0	1	0	0	2	4	1	4	1	4	2	3	2	2					
