Выборы Президента Российской Федерации																																																													
Дата голосования: 02.03.2008																																																													
																																																													
Наименование Избирательной комиссии:    Буздякская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
	Число участковых избирательных комиссий	54																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																											
																																																													
		Сумма	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614					
1	"Число избирателей, включенных в списки избирателей"	22630	369	368	202	113	2322	2472	2518	500	260	199	265	605	262	54	171	255	751	252	115	164	226	542	173	364	591	304	109	377	369	145	596	237	131	126	481	39	476	295	70	858	321	234	259	116	221	589	152	89	572	48	365	452	327	159					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23054	372	382	204	116	2372	2530	2577	502	265	202	267	613	271	56	175	259	751	250	116	166	228	552	178	375	601	306	110	389	374	146	612	244	134	128	495	39	482	300	71	869	325	235	264	117	228	606	153	91	577	50	369	461	335	164					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	21985	369	366	202	108	2224	2398	2467	465	254	199	265	600	254	54	164	243	728	241	115	164	226	532	173	364	590	288	107	359	362	130	550	230	129	126	462	39	454	282	70	831	292	229	251	116	215	589	152	89	540	28	362	452	327	159					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	545	0	0	0	5	86	51	25	34	6	0	0	4	6	0	5	11	16	9	0	0	0	10	0	0	0	16	0	16	5	15	46	6	2	0	19	0	22	11	0	25	27	5	8	0	6	0	0	0	28	20	0	0	0	0					
6	Число погашенных избирательных бюллетеней	524	3	16	2	3	62	81	85	3	5	3	2	9	11	2	6	5	7	0	1	2	2	10	5	11	11	2	3	14	7	1	16	8	3	2	14	0	6	7	1	13	6	1	5	1	7	17	1	2	9	2	7	9	8	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	545	0	0	0	5	86	51	25	34	6	0	0	4	6	0	5	11	16	9	0	0	0	10	0	0	0	16	0	16	5	15	46	6	2	0	19	0	22	11	0	25	27	5	8	0	6	0	0	0	28	20	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	21985	369	366	202	108	2224	2398	2467	465	254	199	265	600	254	54	164	243	728	241	115	164	226	532	173	364	590	288	107	359	362	130	550	230	129	126	462	39	454	282	70	831	292	229	251	116	215	589	152	89	540	28	362	452	327	159					
9	Число недействительных избирательных бюллетеней	64	0	0	0	0	25	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	22466	369	366	202	113	2285	2446	2462	499	260	199	265	604	260	54	169	254	744	250	115	164	226	542	173	364	590	304	107	375	367	145	596	236	131	126	481	39	476	293	70	856	319	234	258	116	216	589	152	89	568	48	362	452	327	159					
11	Число полученных открепительных  удостоверений	167	1	4	2	1	18	23	29	0	1	1	0	5	3	1	3	4	2	1	0	1	1	4	3	3	2	2	1	5	2	1	3	2	1	1	3	1	4	1	1	5	1	1	2	1	2	4	1	1	2	1	1	2	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	127	1	4	2	0	18	22	27	0	0	0	0	2	3	0	3	4	2	0	0	1	0	3	3	3	0	2	1	5	0	0	3	1	0	1	1	0	3	1	0	2	0	1	1	0	2	3	0	0	1	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	60	0	0	2	0	9	6	6	3	2	1	2	0	0	0	1	1	2	0	0	0	0	3	0	0	0	3	0	0	0	0	1	0	0	1	0	1	2	1	0	2	2	2	2	0	0	0	0	0	5	0	0	0	0	0					
