Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Ртищевская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044					
1	"Число избирателей, внесенных в списки"	50767	444	2258	1096	2085	1919	1950	1380	2200	1045	2073	2364	2677	2173	1191	1089	2275	2033	2189	2201	191	1540	612	379	154	205	537	186	810	347	352	310	405	231	255	922	521	360	277	457	971	328	412	219	402	591	527	763	367	470	312	357	1041	314					
2	"Число бюллетеней, полученных участковыми комиссиями"	51200	480	2220	1100	2100	2200	1900	1380	2200	1060	2060	2300	2600	2120	1110	1070	2180	2080	2100	2200	200	1770	630	380	160	210	550	190	820	360	350	310	400	230	250	940	540	380	280	470	980	350	430	220	440	620	550	770	400	460	320	350	1100	330					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24660	209	993	415	933	800	856	514	893	465	821	1247	1072	1072	509	355	936	754	856	896	191	929	299	272	127	104	296	102	444	260	264	186	302	173	124	453	260	276	220	314	696	180	219	174	272	340	316	516	316	301	180	229	516	213					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3375	22	38	62	71	57	71	44	63	27	76	33	31	72	72	54	64	51	17	23	0	8	159	9	9	83	160	77	85	63	61	116	48	44	98	234	183	78	27	61	27	78	116	29	28	71	93	29	22	60	61	72	57	81					
6	Число погашенных бюллетеней	23165	249	1189	623	1096	1343	973	822	1244	568	1163	1020	1497	976	529	661	1180	1275	1227	1281	9	833	172	99	24	23	94	11	291	37	25	8	50	13	28	253	97	26	33	95	257	92	95	17	140	209	141	225	62	99	79	49	527	36					
7	Число бюллетеней в переносных ящиках для голосования	3375	22	38	62	71	57	71	44	63	27	76	33	31	72	72	54	64	51	17	23	0	8	159	9	9	83	160	77	85	63	61	116	48	44	98	234	183	78	27	61	27	78	116	29	28	71	93	29	22	60	61	72	57	81					
8	Число бюллетеней в стационарных ящиках для голосования	24553	209	993	415	862	800	856	514	893	465	821	1247	1045	1071	509	355	936	754	856	895	191	927	299	270	127	104	296	102	444	260	264	186	302	173	124	451	260	276	220	314	696	180	219	174	272	340	316	516	316	301	180	229	516	212					
9	Число недействительных бюллетеней	506	16	15	6	10	18	2	8	14	9	0	98	14	24	7	8	17	9	7	19	1	9	2	2	2	5	0	0	10	0	13	0	2	0	1	11	3	2	5	8	14	7	4	3	0	0	12	42	14	16	11	2	3	1					
10	Число действительных бюллетеней	27422	215	1016	471	923	839	925	550	942	483	897	1182	1062	1119	574	401	983	796	866	899	190	926	456	277	134	182	456	179	519	323	312	302	348	217	221	674	440	352	242	367	709	251	331	200	300	411	397	503	324	345	230	299	570	292					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	978	30	30	30	45	40	30	12	30	20	33	45	62	41	30	30	30	28	30	35	0	45	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	10	1	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	654	8	28	23	39	35	26	12	25	13	32	44	60	40	15	11	30	27	30	35	0	34	5	8	1	0	4	0	7	1	2	2	2	1	1	9	2	0	0	5	1	1	4	0	7	0	3	2	3	1	0	4	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	531	7	14	8	17	7	15	12	19	7	11	13	11	39	25	7	34	6	11	15	180	6	2	5	2	2	4	0	2	3	1	3	6	3	3	4	1	2	1	3	3	0	3	1	1	0	2	1	0	1	2	3	2	1					
