Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Ярковская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132					
1	"Число избирателей, внесенных в список"	15604	105	240	115	346	155	538	344	185	331	209	343	265	280	605	337	334	498	257	179	198	182	485	372	959	273	1073	386	579	239	2573	2619					
2	Число полученных избирательных бюллетеней	15633	119	262	125	352	141	533	329	195	334	209	343	261	281	594	343	333	503	257	174	200	180	486	373	942	275	1068	386	584	237	2568	2646					
3	"Число избирательных бюллетеней, выданных  досрочно"	340	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	272	0	14	0	0	0	0	0	0	0	43	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11985	93	188	99	300	134	487	280	180	275	182	290	209	191	493	291	33	381	200	135	187	160	439	331	698	273	757	372	428	200	1720	1979					
5	"Число избирательных бюллетеней, выданных вне помещения"	1776	12	50	13	22	7	46	23	0	48	26	53	51	59	45	34	24	117	43	38	10	19	33	29	147	0	167	7	103	36	346	168					
6	Число погашенных избирательных бюллетеней	1532	14	24	13	30	0	0	15	15	11	1	0	1	31	56	18	4	5	0	1	3	1	14	13	97	2	101	7	53	1	502	499					
7	Число избирательных бюллетеней в переносных ящиках	2116	12	50	13	22	7	46	34	0	48	26	53	51	59	45	34	296	117	57	38	10	19	33	29	147	0	210	7	103	36	346	168					
8	Число бюллетеней в стационарных ящиках для голосования	11980	93	188	99	300	134	487	280	180	275	182	290	209	191	493	291	33	381	200	135	187	160	439	331	698	273	757	372	428	200	1715	1979					
9	Число недействительных избирательных бюллетеней	75	0	2	1	2	0	0	6	1	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	9	3	7	0	0	2	17	15					
10	Число действительных избирательных бюллетеней	14021	105	236	111	320	141	533	308	179	323	208	341	260	244	538	323	329	498	257	173	197	179	472	360	836	270	960	379	531	234	2044	2132					
11	Число полученных открепительных  удостоверений	362	16	25	11	16	13	11	3	11	5	2	14	10	2	0	6	6	0	10	6	0	0	4	0	3	0	16	10	6	5	63	88					
12	Число выданных открепительных удостоверений	353	16	25	11	16	11	11	3	7	5	1	14	10	2	0	6	6	0	10	6	0	0	4	0	3	0	16	10	6	3	63	88					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	95	3	2	5	2	7	7	1	0	4	1	5	3	1	4	0	2	0	2	1	0	2	0	0	4	3	5	5	2	3	14	7					
14	Число неиспользованных открепительных удостоверений	9	0	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	307	1	2	1	4	2	1	2	0	5	2	3	2	1	2	2	0	3	5	2	0	4	3	2	21	6	41	7	9	2	77	95					
		2.18%	0.95%	0.84%	0.89%	1.24%	1.42%	0.19%	0.64%	0.00%	1.55%	0.96%	0.87%	0.77%	0.40%	0.37%	0.62%	0.00%	0.60%	1.95%	1.16%	0.00%	2.23%	0.64%	0.56%	2.49%	2.20%	4.24%	1.85%	1.69%	0.85%	3.74%	4.42%					
19	. Малышкин Олег Александрович	333	1	3	0	20	4	2	12	2	3	2	7	3	3	2	1	2	5	3	3	0	4	3	0	39	4	28	3	24	9	63	78					
