Выборы Президента Российской Федерации																			
																			
Наименование Избирательной комиссии:    Северобайкальская городская																			
																			
Итоги голосования 																			
																			
		Сумма	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525					
1	"Число избирателей, внесенных в список"	17890	1424	1666	1501	1532	1619	1455	1548	1522	1616	1660	1397	950					
2	Число полученных избирательных бюллетеней	17240	1450	1560	1390	1515	1550	1510	1440	1410	1570	1550	1390	905					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10155	922	962	926	977	986	857	706	754	747	950	797	571					
5	"Число избирательных бюллетеней, выданных вне помещения"	441	31	51	28	48	24	26	53	54	32	39	37	18					
6	Число погашенных избирательных бюллетеней	6644	497	547	436	490	540	627	681	602	791	561	556	316					
7	Число избирательных бюллетеней в переносных ящиках	441	31	51	28	48	24	26	53	54	32	39	37	18					
8	Число бюллетеней в стационарных ящиках для голосования	10155	922	962	926	977	986	857	706	754	747	950	797	571					
9	Число недействительных избирательных бюллетеней	88	6	3	6	6	9	16	10	10	4	3	9	6					
10	Число действительных избирательных бюллетеней	10508	947	1010	948	1019	1001	867	749	798	775	986	825	583					
11	Число полученных открепительных  удостоверений	696	59	60	60	60	60	60	60	60	60	60	60	37					
12	Число выданных открепительных удостоверений	254	28	24	33	35	27	26	15	10	15	15	19	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	10	8	28	4	6	5	9	7	6	6	3	2					
14	Число неиспользованных открепительных удостоверений	442	31	36	27	25	33	34	45	50	45	45	41	30					
15	"Число открепительных удостоверений, выданных в ТИК"	4	1	0	0	1	0	0	1	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																			
18	. Глазьев Сергей Юрьевич	622	47	67	66	84	57	50	56	34	40	42	40	39					
		5.87%	4.93%	6.61%	6.92%	8.20%	5.64%	5.66%	7.38%	4.21%	5.13%	4.25%	4.80%	6.62%					
19	. Малышкин Олег Александрович	317	20	32	25	26	30	34	27	28	20	27	33	15					
		2.99%	2.10%	3.16%	2.62%	2.54%	2.97%	3.85%	3.56%	3.47%	2.57%	2.73%	3.96%	2.55%					
20	. Миронов Сергей Михайлович	83	8	9	8	10	8	4	5	7	3	9	7	5					
		0.78%	0.84%	0.89%	0.84%	0.98%	0.79%	0.45%	0.66%	0.87%	0.39%	0.91%	0.84%	0.85%					
21	. Путин Владимир Владимирович	6926	621	627	619	655	638	588	488	571	527	684	551	357					
		65.36%	65.16%	61.90%	64.88%	63.90%	63.17%	66.59%	64.30%	70.67%	67.65%	69.16%	66.07%	60.61%					
22	. Хакамада Ирина Муцуовна	518	55	56	52	68	63	41	32	35	31	29	37	19					
		4.89%	5.77%	5.53%	5.45%	6.63%	6.24%	4.64%	4.22%	4.33%	3.98%	2.93%	4.44%	3.23%					
23	. Харитонов Николай Михайлович	1570	138	186	137	131	165	122	110	100	114	139	118	110					
		14.82%	14.48%	18.36%	14.36%	12.78%	16.34%	13.82%	14.49%	12.38%	14.63%	14.05%	14.15%	18.68%					
																			
24	Против всех	472	58	33	41	45	40	28	31	23	40	56	39	38					
		4.45%	6.09%	3.26%	4.30%	4.39%	3.96%	3.17%	4.08%	2.85%	5.13%	5.66%	4.68%	6.45%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
