Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Краснокаменская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464					
1	"Число избирателей, внесенных в список избирателей"	49501	2349	2485	2267	2522	2198	2090	2105	1977	1942	1556	2300	2107	2146	2241	2179	2505	2284	2377	2502	173	385	575	1033	1397	901	579	239	490	439	660	329	169					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44312	2000	2100	2000	2100	2362	1700	1800	1700	1700	1500	2000	1800	1800	2000	2000	2100	2000	2100	2100	300	450	570	1000	1300	900	590	240	490	460	700	300	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25251	1171	1229	939	1313	1071	970	1168	1061	1044	772	1185	1074	1161	1212	1028	1281	1182	1298	1258	67	162	274	446	656	484	348	130	298	260	428	184	97					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1112	25	31	25	43	21	201	22	29	30	12	17	42	27	11	11	20	21	29	44	96	4	36	50	66	52	16	11	33	13	40	25	9					
6	Число погашенных избирательных бюллетеней	17949	804	840	1036	744	1270	529	610	610	626	716	798	684	612	777	961	799	797	773	798	137	284	260	504	578	364	226	99	159	187	232	91	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1112	25	31	25	43	21	201	22	29	30	12	17	42	27	11	11	20	21	29	44	96	4	36	50	66	52	16	11	33	13	40	25	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25143	1171	1229	938	1311	1071	970	1167	1061	1044	771	1185	1074	1160	1212	930	1280	1180	1297	1258	67	162	274	446	656	484	348	130	298	260	428	184	97					
9	Число недействительных избирательных бюллетеней	495	16	30	24	21	22	23	22	32	27	13	27	18	22	32	20	27	20	23	34	0	1	5	6	7	8	5	2	2	2	2	2	0					
10	Число действительных избирательных бюллетеней	25760	1180	1230	939	1333	1070	1148	1167	1058	1047	770	1175	1098	1165	1191	921	1273	1181	1303	1268	163	165	305	490	715	528	359	139	329	271	466	207	106					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	670	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	35	25	25	0	10	10	20	15	20	10	10	30	20	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	347	17	10	6	13	10	11	5	12	13	6	8	7	17	14	11	16	25	15	7	0	3	5	10	7	20	5	5	22	17	18	7	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	268	26	2	7	5	16	20	12	8	9	12	10	3	7	6	3	4	14	6	10	19	4	6	4	2	8	8	3	10	2	8	7	7					
14	Число погашенных неиспользованных открепительных удостоверений	323	8	15	19	12	15	14	20	13	12	19	17	18	8	11	14	9	10	10	18	0	7	5	10	8	0	5	5	8	3	2	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	56	4	3	6	3	1	4	1	2	1	1	1	2	2	2	1	3	5	3	2	0	0	2	2	0	1	1	1	0	2	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3878	185	189	154	218	163	174	181	191	172	136	214	200	187	181	139	200	181	217	194	25	25	24	75	68	34	34	4	21	31	38	14	9					
		14.77%	15.47%	15.00%	15.99%	16.10%	14.93%	14.86%	15.22%	17.52%	16.01%	17.37%	17.80%	17.92%	15.75%	14.80%	14.77%	15.38%	15.07%	16.37%	14.90%	15.34%	15.06%	7.74%	15.12%	9.42%	6.34%	9.34%	2.84%	6.34%	11.36%	8.12%	6.70%	8.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5802	272	294	219	268	261	324	289	218	216	167	258	228	245	321	244	318	253	237	311	28	48	70	100	156	108	67	20	58	67	67	52	18					
		22.10%	22.74%	23.33%	22.74%	19.79%	23.90%	27.67%	24.31%	20.00%	20.11%	21.33%	21.46%	20.43%	20.64%	26.25%	25.93%	24.46%	21.07%	17.87%	23.89%	17.18%	28.92%	22.58%	20.16%	21.61%	20.15%	18.41%	14.18%	17.52%	24.54%	14.32%	24.88%	16.98%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	301	11	10	8	17	13	22	19	14	11	5	20	19	17	14	10	20	9	15	14	2	0	2	4	9	6	1	0	1	2	5	0	1					
		1.15%	0.92%	0.79%	0.83%	1.26%	1.19%	1.88%	1.60%	1.28%	1.02%	0.64%	1.66%	1.70%	1.43%	1.14%	1.06%	1.54%	0.75%	1.13%	1.08%	1.23%	0.00%	0.65%	0.81%	1.25%	1.12%	0.27%	0.00%	0.30%	0.73%	1.07%	0.00%	0.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4897	237	214	153	300	197	169	224	205	201	177	241	216	196	252	101	227	236	256	268	25	32	52	70	167	113	76	21	42	61	126	28	14					
		18.65%	19.82%	16.98%	15.89%	22.16%	18.04%	14.43%	18.84%	18.81%	18.72%	22.61%	20.05%	19.35%	16.51%	20.61%	10.73%	17.46%	19.65%	19.31%	20.58%	15.34%	19.28%	16.77%	14.11%	23.13%	21.08%	20.88%	14.89%	12.69%	22.34%	26.92%	13.40%	13.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	516	28	33	21	28	19	30	19	22	30	17	28	28	29	30	18	23	20	36	31	2	2	1	5	7	1	2	1	2	3	0	0	0					
		1.97%	2.34%	2.62%	2.18%	2.07%	1.74%	2.56%	1.60%	2.02%	2.79%	2.17%	2.33%	2.51%	2.44%	2.45%	1.91%	1.77%	1.67%	2.71%	2.38%	1.23%	1.20%	0.32%	1.01%	0.97%	0.19%	0.55%	0.71%	0.60%	1.10%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10221	443	483	381	497	411	422	430	397	410	266	406	397	485	385	404	477	473	532	441	78	58	154	235	306	264	177	93	203	107	229	113	64					
		38.93%	37.04%	38.33%	39.56%	36.71%	37.64%	36.04%	36.16%	36.42%	38.18%	33.97%	33.78%	35.57%	40.86%	31.48%	42.93%	36.69%	39.38%	40.12%	33.87%	47.85%	34.94%	49.68%	47.38%	42.38%	49.25%	48.63%	65.96%	61.33%	39.19%	48.93%	54.07%	60.38%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	145	4	7	3	5	6	7	5	11	7	2	8	10	6	8	5	8	9	10	9	3	0	2	1	2	2	2	0	2	0	1	0	0					
		0.55%	0.33%	0.56%	0.31%	0.37%	0.55%	0.60%	0.42%	1.01%	0.65%	0.26%	0.67%	0.90%	0.51%	0.65%	0.53%	0.62%	0.75%	0.75%	0.69%	1.84%	0.00%	0.65%	0.20%	0.28%	0.37%	0.55%	0.00%	0.60%	0.00%	0.21%	0.00%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
