Выборы Президента Российской Федерации																																				
Дата голосования: 18.03.2018																																				
																																				
Наименование Избирательной комиссии:    Бабаюртовская																																				
																																				
Сводная таблица итогов голосования																																				
																																				
	Число участковых избирательных комиссий	25																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	25																																		
																																				
		Сумма	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161									
1	"Число избирателей, включенных в список избирателей"	27323	2245	1388	1717	162	2267	787	557	610	1022	1456	1365	1481	1475	1309	1241	1326	415	430	989	1793	1059	918	159	381	771									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27323	2245	1388	1717	162	2267	787	557	610	1022	1456	1365	1481	1475	1309	1241	1326	415	430	989	1793	1059	918	159	381	771									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	24016	1905	1226	1618	141	1964	701	497	541	894	1279	1196	1306	1249	1157	1010	1155	390	405	898	1590	941	815	141	326	671									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	655	116	23	30	5	62	9	5	10	32	40	26	30	40	22	34	33	8	10	14	30	18	15	2	17	24									
6	Число погашенных избирательных бюллетеней	2652	224	139	69	16	241	77	55	59	96	137	143	145	186	130	197	138	17	15	77	173	100	88	16	38	76									
7	Число избирательных бюллетеней в переносных ящиках для голосования	655	116	23	30	5	62	9	5	10	32	40	26	30	40	22	34	33	8	10	14	30	18	15	2	17	24									
8	Число бюллетеней в стационарных ящиках для голосования	24016	1905	1226	1618	141	1964	701	497	541	894	1279	1196	1306	1249	1157	1010	1155	390	405	898	1590	941	815	141	326	671									
9	Число недействительных избирательных бюллетеней	81	5	0	0	0	8	2	1	2	6	9	7	3	6	1	2	5	2	2	3	6	6	4	0	0	1									
10	Число действительных избирательных бюллетеней	24590	2016	1249	1648	146	2018	708	501	549	920	1310	1215	1333	1283	1178	1042	1183	396	413	909	1614	953	826	143	343	694									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
13	Бабурин Сергей Николаевич	37	1	1	2	1	1	0	1	4	1	1	1	0	1	5	2	0	2	2	0	1	2	4	1	1	2									
		0.15%	0.05%	0.08%	0.12%	0.68%	0.05%	0.00%	0.20%	0.73%	0.11%	0.08%	0.08%	0.00%	0.08%	0.42%	0.19%	0.00%	0.50%	0.48%	0.00%	0.06%	0.21%	0.48%	0.70%	0.29%	0.29%									
14	Грудинин Павел Николаевич	1590	121	175	28	9	121	43	30	33	55	209	82	80	87	71	63	72	24	22	46	40	57	50	9	21	42									
		6.44%	5.99%	14.01%	1.70%	6.16%	5.97%	6.06%	5.98%	5.99%	5.94%	15.85%	6.71%	5.99%	6.75%	6.02%	6.03%	6.06%	6.03%	5.30%	5.04%	2.47%	5.94%	6.02%	6.29%	6.12%	6.04%									
15	Жириновский Владимир Вольфович	56	9	10	0	1	1	1	1	2	1	2	1	1	2	0	1	2	2	3	2	1	6	4	0	1	2									
		0.23%	0.45%	0.80%	0.00%	0.68%	0.05%	0.14%	0.20%	0.36%	0.11%	0.15%	0.08%	0.07%	0.16%	0.00%	0.10%	0.17%	0.50%	0.72%	0.22%	0.06%	0.63%	0.48%	0.00%	0.29%	0.29%									
16	Путин Владимир Владимирович	22213	1821	1024	1598	131	1834	646	454	497	841	1065	1093	1221	1156	1060	949	1073	356	361	822	1549	857	743	128	309	625									
		90.04%	90.10%	81.99%	96.97%	89.73%	90.52%	90.99%	90.44%	90.20%	90.82%	80.74%	89.44%	91.39%	89.68%	89.91%	90.90%	90.32%	89.45%	86.99%	90.13%	95.62%	89.36%	89.52%	89.51%	90.09%	89.93%									
17	Собчак Ксения Анатольевна	102	10	6	7	0	8	4	2	2	2	5	2	2	2	8	5	4	2	11	3	1	2	4	0	3	7									
		0.41%	0.49%	0.48%	0.42%	0.00%	0.39%	0.56%	0.40%	0.36%	0.22%	0.38%	0.16%	0.15%	0.16%	0.68%	0.48%	0.34%	0.50%	2.65%	0.33%	0.06%	0.21%	0.48%	0.00%	0.87%	1.01%									
18	Сурайкин Максим Александрович	56	11	7	0	1	7	0	2	0	1	2	0	1	2	5	0	4	2	1	5	0	0	4	1	0	0									
		0.23%	0.54%	0.56%	0.00%	0.68%	0.35%	0.00%	0.40%	0.00%	0.11%	0.15%	0.00%	0.07%	0.16%	0.42%	0.00%	0.34%	0.50%	0.24%	0.55%	0.00%	0.00%	0.48%	0.70%	0.00%	0.00%									
19	Титов Борис Юрьевич	504	41	25	11	3	46	14	10	11	18	26	36	27	33	24	21	24	8	8	30	20	27	17	3	7	14									
		2.04%	2.03%	2.00%	0.67%	2.05%	2.27%	1.97%	1.99%	1.99%	1.94%	1.97%	2.95%	2.02%	2.56%	2.04%	2.01%	2.02%	2.01%	1.93%	3.29%	1.23%	2.82%	2.05%	2.10%	2.04%	2.01%									
20	Явлинский Григорий Алексеевич	32	2	1	2	0	0	0	1	0	1	0	0	1	0	5	1	4	0	5	1	2	2	0	1	1	2									
		0.13%	0.10%	0.08%	0.12%	0.00%	0.00%	0.00%	0.20%	0.00%	0.11%	0.00%	0.00%	0.07%	0.00%	0.42%	0.10%	0.34%	0.00%	1.20%	0.11%	0.12%	0.21%	0.00%	0.70%	0.29%	0.29%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
