Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Бабаюртовская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139					
1	"Число избирателей, внесенных в список"	21778	1786	2344	2128	214	548	447	506	826	1190	960	1044	1074	1105	860	1108	348	358	806	1403	822	820	146	345	590					
2	Число полученных избирательных бюллетеней	21448	1750	2300	2100	200	520	420	500	800	1180	950	1044	1074	1105	860	1105	330	350	800	1400	800	800	140	340	580					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19366	1618	2012	1940	186	480	367	451	730	1098	860	1020	960	995	776	1042	300	332	690	1250	593	731	130	276	529					
5	"Число избирательных бюллетеней, выданных вне помещения"	350	0	26	0	0	20	17	0	51	0	0	0	0	0	0	0	20	3	70	10	65	15	10	39	4					
6	Число погашенных избирательных бюллетеней	1732	132	262	160	14	20	36	49	19	82	90	24	114	110	84	63	10	15	40	140	142	54	0	25	47					
7	Число избирательных бюллетеней в переносных ящиках	350	0	26	0	0	20	17	0	51	0	0	0	0	0	0	0	20	3	70	10	65	15	10	39	4					
8	Число бюллетеней в стационарных ящиках для голосования	19366	1618	2012	1940	186	480	367	451	730	1098	860	1020	960	995	776	1042	300	332	690	1250	593	731	130	276	529					
9	Число недействительных избирательных бюллетеней	95	0	2	36	0	0	0	0	0	8	14	0	11	15	0	0	0	0	0	0	2	6	1	0	0					
10	Число действительных избирательных бюллетеней	19621	1618	2036	1904	186	500	384	451	781	1090	846	1020	949	980	776	1042	320	335	760	1260	656	740	139	315	533					
11	Число полученных открепительных  удостоверений	250	20	25	20	5	5	5	5	10	15	10	10	15	10	10	15	5	5	10	15	10	10	5	5	5					
12	Число выданных открепительных удостоверений	41	1	0	4	0	2	0	3	0	0	4	0	3	3	2	3	0	5	2	7	1	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	8	0	0	0	0	1	0	0	0	0	0	1	2	0	0	2	0	0	1	1	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	209	19	25	16	5	3	5	2	10	15	6	10	12	7	8	12	5	0	8	8	9	10	5	5	4					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	22	0	0	5	0	0	0	0	0	0	0	0	4	0	0	4	0	2	2	0	0	3	0	0	2					
		0.11%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.38%	0.00%	0.60%	0.26%	0.00%	0.00%	0.40%	0.00%	0.00%	0.38%					
19	. Малышкин Олег Александрович	9	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	1					
		0.05%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.90%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%					
20	. Миронов Сергей Михайлович	29	0	0	1	0	0	0	0	0	2	0	5	4	0	0	4	0	5	1	0	0	3	1	1	2					
		0.15%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.49%	0.42%	0.00%	0.00%	0.38%	0.00%	1.49%	0.13%	0.00%	0.00%	0.40%	0.71%	0.32%	0.38%					
