Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Тихорецкая городская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214	УИК №5215	УИК №5216	УИК №5217	УИК №5218	УИК №5219	УИК №5220	УИК №5221	УИК №5222	УИК №5223	УИК №5224	УИК №5225	УИК №5226	УИК №5227	УИК №5228	УИК №5229	УИК №5230	УИК №5231	УИК №5232	УИК №5233					
1	"Число избирателей, внесенных в списки избирателей"	52324	2036	1781	2658	2110	2300	2305	2247	2314	1457	1618	1303	2004	2370	1618	1377	2283	1690	1695	1360	1721	1456	1391	2338	873	1460	381	966	1488	371	538	574	912	1329					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	51654	1980	1770	2620	2100	2290	2290	2240	2310	1430	1570	1290	1980	2340	1610	1360	2240	1680	1660	1340	1720	1410	1360	2340	850	1450	374	960	1450	360	520	570	890	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29284	1077	867	1389	1244	1331	1387	1445	1452	817	851	727	1054	1292	808	716	1289	928	913	717	979	836	829	1536	506	788	174	489	800	217	295	296	514	721					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2676	73	112	114	90	94	78	61	63	66	142	85	112	86	238	66	64	71	61	74	110	77	85	40	25	167	25	79	75	29	46	50	53	65					
6	Число погашенных избирательных бюллетеней	19694	830	791	1117	766	865	825	734	795	547	577	478	814	962	564	578	887	681	686	549	631	497	446	764	319	495	175	392	575	114	179	224	323	514					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2673	73	112	114	90	94	78	61	63	66	142	85	112	86	238	66	64	71	61	73	110	77	85	40	25	167	25	79	73	29	46	50	53	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29247	1077	867	1389	1244	1328	1381	1445	1452	817	851	727	1051	1292	808	716	1289	925	909	714	979	836	829	1536	505	786	174	489	798	217	295	296	504	721					
9	Число недействительных избирательных бюллетеней	578	13	9	29	22	16	18	35	26	14	7	33	67	17	29	10	13	10	16	16	27	18	16	19	8	14	3	2	18	5	5	6	12	25					
10	Число действительных избирательных бюллетеней	31342	1137	970	1474	1312	1406	1441	1471	1489	869	986	779	1096	1361	1017	772	1340	986	954	771	1062	895	898	1557	522	939	196	566	853	241	336	340	545	761					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	692	23	23	33	27	27	27	27	27	23	23	23	23	27	23	23	27	23	23	23	23	23	23	27	11	23	3	11	23	3	7	7	11	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	316	13	4	14	14	13	24	14	21	10	11	5	11	9	13	11	14	10	10	4	16	2	9	16	9	7	1	8	5	1	2	4	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	244	13	8	8	9	4	7	13	5	10	32	3	5	3	4	6	12	7	8	6	6	10	15	5	2	7	5	4	5	2	4	1	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	376	10	19	19	13	14	3	13	6	13	12	18	12	18	10	12	13	13	13	19	7	21	14	11	2	16	2	3	18	2	5	3	3	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	645	25	26	30	21	30	28	31	19	22	12	25	20	21	35	11	31	2	16	17	48	17	21	31	6	11	5	7	18	5	8	14	18	14					
		2.02%	2.17%	2.66%	1.99%	1.57%	2.11%	1.92%	2.06%	1.25%	2.49%	1.21%	3.08%	1.72%	1.52%	3.35%	1.41%	2.29%	0.20%	1.65%	2.16%	4.41%	1.86%	2.30%	1.97%	1.13%	1.15%	2.51%	1.23%	2.07%	2.03%	2.35%	4.05%	3.23%	1.78%					
19	2.Всероссийская политическая партия «Гражданская Сила»	234	6	3	12	7	8	14	15	18	3	4	5	3	3	25	3	6	1	3	4	19	7	6	16	3	7	3	4	5	5	5	1	3	7					
		0.73%	0.52%	0.31%	0.80%	0.52%	0.56%	0.96%	0.99%	1.19%	0.34%	0.40%	0.62%	0.26%	0.22%	2.39%	0.38%	0.44%	0.10%	0.31%	0.51%	1.74%	0.77%	0.66%	1.02%	0.57%	0.73%	1.51%	0.70%	0.57%	2.03%	1.47%	0.29%	0.54%	0.89%					
20	3.Политическая партия «Демократическая партия России»	84	2	4	3	2	4	1	2	3	1	2	5	0	2	7	1	2	2	0	0	14	2	5	2	2	3	0	0	1	2	4	0	1	5					
