Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Дзержинская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1087	УИК №1088	УИК №1089	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1096									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11485	847	665	710	949	401	583	893	900	114	409	361	108	68	123	126	327	100	546	237	96	98	289	33	54	409	739	153	147	140	514	165	115	66									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11543	850	680	740	960	400	580	900	900	110	410	350	110	67	119	128	325	103	540	247	98	99	281	39	59	410	730	148	148	140	510	170	122	70									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5636	366	258	363	477	168	258	373	400	74	247	200	59	52	58	104	218	54	232	84	73	51	198	27	34	216	346	75	88	82	188	99	72	42									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	581	11	39	31	43	25	11	20	25	2	37	17	4	0	10	16	30	8	12	21	6	0	4	6	6	38	40	10	12	11	58	12	5	11									
6	Число погашенных избирательных бюллетеней	5326	473	383	346	440	207	311	507	475	34	126	133	47	15	51	8	77	41	296	142	19	48	79	6	19	156	344	63	48	47	264	59	45	17									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	581	11	39	31	43	25	11	20	25	2	37	17	4	0	10	16	30	8	12	21	6	0	4	6	6	38	40	10	12	11	58	12	5	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5636	366	258	363	477	168	258	373	400	74	247	200	59	52	58	104	218	54	232	84	73	51	198	27	34	216	346	75	88	82	188	99	72	42									
9	Число недействительных избирательных бюллетеней	166	11	8	17	27	4	4	7	10	1	13	5	0	0	0	0	6	0	6	4	1	1	5	0	0	5	13	4	2	2	9	0	1	0									
10	Число действительных избирательных бюллетеней	6051	366	289	377	493	189	265	386	415	75	271	212	63	52	68	120	242	62	238	101	78	50	197	33	40	249	373	81	98	91	237	111	76	53									
