Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Бузулукская городская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №453	УИК №454	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1861	УИК №1862					
1	"Число избирателей, внесенных в список избирателей"	64181	1452	2000	1858	1417	2192	1418	1670	765	2280	1205	910	1979	1752	1357	1552	2481	2658	867	1221	2385	1859	1775	1912	2283	1462	1986	2258	2116	2372	1224	255	2486	1141	894	1128	738	1410	1322	1401	740					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	62300	1400	2000	1800	1400	2000	1400	1600	700	2200	1200	900	1900	1700	1300	1500	2500	2500	800	1200	2300	1800	1700	1900	2200	1400	2000	2200	2100	2300	1200	250	2400	1000	900	1100	700	1400	1300	1400	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29385	671	968	871	506	987	629	822	329	1102	589	369	839	861	595	677	1020	1185	384	542	974	790	870	789	1167	711	921	1258	1038	1176	609	124	1114	488	367	430	397	683	700	576	257					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1446	30	16	39	245	38	23	31	10	34	25	24	33	37	40	25	61	22	37	19	32	31	36	59	31	40	35	18	12	74	21	16	42	87	12	19	6	8	34	37	7					
6	Число погашенных избирательных бюллетеней	31469	699	1016	890	649	975	748	747	361	1064	586	507	1028	802	665	798	1419	1293	379	639	1294	979	794	1052	1002	649	1044	924	1050	1050	570	110	1244	425	521	651	297	709	566	787	486					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1446	30	16	39	245	38	23	31	10	34	25	24	33	37	40	25	61	22	37	19	32	31	36	59	31	40	35	18	12	74	21	16	42	87	12	19	6	8	34	37	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29384	671	968	871	506	987	629	822	329	1102	589	369	839	861	595	677	1020	1185	384	542	974	789	870	789	1167	711	921	1258	1038	1176	609	124	1114	488	367	430	397	683	700	576	257					
9	Число недействительных избирательных бюллетеней	419	8	18	20	6	18	10	14	8	10	8	1	13	11	7	12	18	14	2	3	10	13	17	17	9	7	11	14	14	29	4	1	24	3	7	9	7	6	8	6	2					
10	Число действительных избирательных бюллетеней	30411	693	966	890	745	1007	642	839	331	1126	606	392	859	887	628	690	1063	1193	419	558	996	807	889	831	1189	744	945	1262	1036	1221	626	139	1132	572	372	440	396	685	726	607	262					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	399	10	10	10	10	15	5	15	10	16	10	4	5	10	10	10	20	11	5	5	10	10	8	15	5	10	15	15	18	20	10	3	15	10	5	5	9	8	7	5	5					
