Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Красночетайская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472					
1	"Число избирателей, внесенных в списки избирателей"	15221	330	522	525	216	770	158	187	179	312	352	552	306	233	367	398	162	216	1063	1307	817	240	439	274	601	205	310	588	316	400	256	218	185	294	202	113	335	258	331	518	166					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16419	355	590	575	244	825	165	190	190	325	380	595	338	255	410	435	170	240	1110	1367	880	260	485	280	650	220	325	670	343	432	270	235	190	325	215	129	356	280	365	560	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9791	236	350	362	144	483	125	113	106	208	273	334	185	152	230	211	120	149	671	817	555	146	265	187	403	152	176	408	192	251	160	141	126	160	128	92	204	153	223	297	103					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1538	27	43	45	14	73	10	35	25	19	34	44	45	25	52	48	14	19	46	43	25	33	34	28	60	42	28	139	93	53	41	30	22	45	17	0	22	25	40	70	30					
6	Число погашенных избирательных бюллетеней	5090	92	197	168	86	269	30	42	59	98	73	217	108	78	128	176	36	72	393	507	300	81	186	65	187	26	121	123	58	128	69	64	42	120	70	37	130	102	102	193	57					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1538	27	43	45	14	73	10	35	25	19	34	44	45	25	52	48	14	19	46	43	25	33	34	28	60	42	28	139	93	53	41	30	22	45	17	0	22	25	40	70	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9791	236	350	362	144	483	125	113	106	208	273	334	185	152	230	211	120	149	671	817	555	146	265	187	403	152	176	408	192	251	160	141	126	160	128	92	204	153	223	297	103					
9	Число недействительных избирательных бюллетеней	246	2	8	8	7	5	0	4	1	6	7	10	1	5	4	8	1	1	17	8	10	4	9	4	39	5	5	10	5	2	7	3	3	3	5	2	6	1	8	8	4					
10	Число действительных избирательных бюллетеней	11083	261	385	399	151	551	135	144	130	221	300	368	229	172	278	251	133	167	700	852	570	175	290	211	424	189	199	537	280	302	194	168	145	202	140	90	220	177	255	359	129					
