Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Красночетайская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474					
1	"Число избирателей, внесенных в список избирателей"	15319	334	555	536	201	746	180	166	172	301	337	581	281	220	355	194	368	138	1085	1383	456	841	243	279	619	183	318	593	304	423	211	265	206	430	341	268	200	122	183	530	171					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15290	330	550	520	210	780	170	160	180	310	350	550	290	230	350	210	390	160	1070	1320	460	840	240	270	600	200	320	610	330	420	200	260	210	430	330	260	190	110	180	530	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7995	190	248	270	117	454	86	100	101	189	182	310	123	125	193	116	183	98	571	731	250	415	127	142	291	117	146	294	123	224	109	137	124	187	164	133	116	78	116	235	80					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1152	22	45	42	18	51	45	10	20	21	34	21	27	17	24	22	43	12	40	35	32	31	12	20	57	17	32	48	56	50	22	27	24	33	33	18	21	8	2	37	23					
6	Число погашенных избирательных бюллетеней	6143	118	257	208	75	275	39	50	59	100	134	219	140	88	133	72	164	50	459	554	178	394	101	108	252	66	142	268	151	146	69	96	62	210	133	109	53	24	62	258	67					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1152	22	45	42	18	51	45	10	20	21	34	21	27	17	24	22	43	12	40	35	32	31	12	20	57	17	32	48	56	50	22	27	24	33	33	18	21	8	2	37	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7994	190	248	270	117	454	86	100	101	189	182	310	123	125	193	116	182	98	571	731	250	415	127	142	291	117	146	294	123	224	109	137	124	187	164	133	116	78	116	235	80					
9	Число недействительных избирательных бюллетеней	382	9	12	15	6	12	6	2	2	12	6	13	9	8	12	6	6	5	23	18	4	28	4	17	10	4	14	11	7	10	7	8	14	8	9	7	6	6	8	10	8					
10	Число действительных избирательных бюллетеней	8764	203	281	297	129	493	125	108	119	198	210	318	141	134	205	132	219	105	588	748	278	418	135	145	338	130	164	331	172	264	124	156	134	212	188	144	131	80	110	262	95					
