Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Тихорецкая районная																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №5101	УИК №5102	УИК №5103	УИК №5104	УИК №5105	УИК №5106	УИК №5107	УИК №5108	УИК №5109	УИК №5110	УИК №5111	УИК №5112	УИК №5113	УИК №5114	УИК №5115	УИК №5116	УИК №5117	УИК №5118	УИК №5119	УИК №5120	УИК №5121	УИК №5122	УИК №5123	УИК №5124	УИК №5125	УИК №5126	УИК №5127	УИК №5128	УИК №5129	УИК №5130	УИК №5131	УИК №5132	УИК №5133	УИК №5134	УИК №5135	УИК №5136	УИК №5137	УИК №5138	УИК №5139	УИК №5140	УИК №5141	УИК №5142	УИК №5143					
1	"Число избирателей, внесенных в списки избирателей"	45698	1504	1102	871	1088	1121	1386	1591	1315	1272	1293	1244	1120	446	1540	1243	1366	1183	1267	1244	1472	1537	1487	1022	447	714	508	273	242	1037	1216	1247	1204	1672	384	1435	1720	2121	197	950	262	190	153	1012					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45188	1500	1100	855	1085	1135	1365	1560	1290	1220	1275	1225	1110	435	1515	1258	1355	1185	1270	1240	1465	1530	1490	1010	440	700	500	275	240	910	1210	1230	1200	1660	380	1410	1700	2130	195	930	255	185	155	1010					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29912	840	603	526	567	673	849	840	766	603	754	581	954	335	1001	881	916	712	729	751	1227	1039	1206	461	368	485	373	245	199	741	1001	1049	1024	1102	325	841	1031	1151	167	755	199	120	124	798					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4162	155	80	91	199	15	42	196	89	273	110	305	6	10	133	193	184	169	191	166	31	69	49	345	0	24	0	15	20	142	64	36	45	47	0	117	129	282	5	6	19	30	11	69					
6	Число погашенных избирательных бюллетеней	11114	505	417	238	319	447	474	524	435	344	411	339	150	90	381	184	255	304	350	323	207	422	235	204	72	191	127	15	21	27	145	145	131	511	55	452	540	697	23	169	37	35	20	143					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4162	155	80	91	199	15	42	196	89	273	110	305	6	10	133	193	184	169	191	166	31	69	49	345	0	24	0	15	20	142	64	36	45	47	0	117	129	282	5	6	19	30	11	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29909	840	603	526	567	673	849	840	766	603	754	581	954	335	1001	881	916	712	729	751	1227	1039	1206	458	368	485	373	245	199	741	1001	1049	1024	1102	325	841	1031	1151	167	755	199	120	124	798					
9	Число недействительных избирательных бюллетеней	356	6	6	5	10	4	18	8	9	10	15	10	5	6	6	7	2	27	7	0	6	8	6	14	0	0	0	2	11	7	17	9	14	15	14	6	36	13	0	9	0	0	4	4					
10	Число действительных избирательных бюллетеней	33715	989	677	612	756	684	873	1028	846	866	849	876	955	339	1128	1067	1098	854	913	917	1252	1100	1249	789	368	509	373	258	208	876	1048	1076	1055	1134	311	952	1124	1420	172	752	218	150	131	863					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	696	21	15	10	15	15	20	25	20	20	20	20	15	5	33	20	20	15	20	20	25	25	25	15	5	10	10	5	5	15	20	20	20	25	5	20	25	30	15	5	5	5	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	160	6	5	1	0	7	5	3	2	1	6	2	3	5	26	6	9	0	4	4	6	5	10	1	1	7	1	0	0	1	3	0	2	2	0	7	8	3	0	2	1	1	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	89	4	1	1	0	0	2	0	3	7	2	1	0	3	3	4	3	1	3	3	0	4	7	1	0	7	1	2	2	2	0	1	2	3	0	1	6	4	0	3	1	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	536	15	10	9	15	8	15	22	18	19	14	18	12	0	7	14	11	15	16	16	19	20	15	14	4	3	9	5	5	14	17	20	18	23	5	13	17	27	15	3	4	4	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
