Выборы Президента Российской Федерации																																								
Дата голосования: 18.03.2018																																								
																																								
Наименование Избирательной комиссии:    Лодейнопольская																																								
																																								
Сводная таблица итогов голосования																																								
																																								
	Число участковых избирательных комиссий	29																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	29																																						
																																								
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622									
1	"Число избирателей, включенных в список избирателей"	23296	1701	1463	2139	2243	1574	1560	539	509	536	791	1851	1483	677	243	201	280	718	275	80	106	99	94	515	412	563	224	597	913	910									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21460	1500	1300	1900	2000	1400	1400	500	550	400	700	1700	1400	600	200	200	300	700	250	80	80	90	110	450	400	550	250	650	900	900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13083	941	776	1233	1279	949	913	272	203	335	423	1221	707	421	156	120	174	435	178	63	73	60	60	301	218	345	100	233	528	366									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2483	136	131	145	110	66	65	20	262	22	27	198	151	51	26	30	46	85	45	12	7	9	23	53	78	71	37	233	152	192									
6	Число погашенных избирательных бюллетеней	5894	423	393	522	611	385	422	208	85	43	250	281	542	128	18	50	80	180	27	5	0	21	27	96	104	134	113	184	220	342									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2483	136	131	145	110	66	65	20	262	22	27	198	151	51	26	30	46	85	45	12	7	9	23	53	78	71	37	233	152	192									
8	Число бюллетеней в стационарных ящиках для голосования	13082	941	776	1233	1278	949	913	272	203	335	423	1221	707	421	156	120	174	435	178	63	73	60	60	301	218	345	100	233	528	366									
9	Число недействительных избирательных бюллетеней	144	4	11	16	20	6	13	1	4	8	9	11	6	2	2	3	2	6	3	0	0	0	1	2	0	0	5	1	2	6									
10	Число действительных избирательных бюллетеней	15421	1073	896	1362	1368	1009	965	291	461	349	441	1408	852	470	180	147	218	514	220	75	80	69	82	352	296	416	132	465	678	552									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
13	Бабурин Сергей Николаевич	141	11	9	8	10	7	7	1	9	4	6	26	4	4	2	1	0	6	4	0	0	0	3	3	0	5	0	5	4	2									
		0.91%	1.02%	0.99%	0.58%	0.72%	0.69%	0.72%	0.34%	1.94%	1.12%	1.33%	1.83%	0.47%	0.85%	1.10%	0.67%	0.00%	1.15%	1.79%	0.00%	0.00%	0.00%	3.61%	0.85%	0.00%	1.20%	0.00%	1.07%	0.59%	0.36%									
14	Грудинин Павел Николаевич	1326	99	100	148	121	83	92	28	11	48	43	92	73	49	16	3	5	28	9	5	5	7	2	35	21	73	9	22	40	59									
		8.52%	9.19%	11.03%	10.74%	8.72%	8.18%	9.41%	9.59%	2.37%	13.45%	9.56%	6.48%	8.51%	10.38%	8.79%	2.00%	2.27%	5.38%	4.04%	6.67%	6.25%	10.14%	2.41%	9.89%	7.09%	17.55%	6.57%	4.72%	5.88%	10.57%									
15	Жириновский Владимир Вольфович	1015	83	65	82	77	66	47	15	41	31	35	122	58	40	8	7	10	28	8	7	2	3	5	37	14	21	14	19	26	44									
		6.52%	7.71%	7.17%	5.95%	5.55%	6.50%	4.81%	5.14%	8.82%	8.68%	7.78%	8.60%	6.76%	8.47%	4.40%	4.67%	4.55%	5.38%	3.59%	9.33%	2.50%	4.35%	6.02%	10.45%	4.73%	5.05%	10.22%	4.08%	3.82%	7.89%									
16	Путин Владимир Владимирович	12323	847	682	1053	1100	790	781	238	390	255	340	1037	698	365	150	135	197	437	194	62	72	59	72	267	253	302	105	411	596	435									
		79.17%	78.64%	75.19%	76.42%	79.25%	77.83%	79.86%	81.51%	83.87%	71.43%	75.56%	73.08%	81.35%	77.33%	82.42%	90.00%	89.55%	84.04%	86.99%	82.67%	90.00%	85.51%	86.75%	75.42%	85.47%	72.60%	76.64%	88.20%	87.65%	77.96%									
17	Собчак Ксения Анатольевна	218	13	18	24	27	22	17	3	4	3	4	34	7	3	3	1	2	5	3	0	0	0	0	3	3	5	1	2	6	5									
		1.40%	1.21%	1.98%	1.74%	1.95%	2.17%	1.74%	1.03%	0.86%	0.84%	0.89%	2.40%	0.82%	0.64%	1.65%	0.67%	0.91%	0.96%	1.35%	0.00%	0.00%	0.00%	0.00%	0.85%	1.01%	1.20%	0.73%	0.43%	0.88%	0.90%									
18	Сурайкин Максим Александрович	128	7	9	15	12	10	8	1	3	3	3	27	3	2	1	0	1	6	1	0	0	0	0	1	2	4	2	0	4	3									
		0.82%	0.65%	0.99%	1.09%	0.86%	0.99%	0.82%	0.34%	0.65%	0.84%	0.67%	1.90%	0.35%	0.42%	0.55%	0.00%	0.45%	1.15%	0.45%	0.00%	0.00%	0.00%	0.00%	0.28%	0.68%	0.96%	1.46%	0.00%	0.59%	0.54%									
19	Титов Борис Юрьевич	145	8	5	19	12	15	7	2	1	3	7	31	8	5	0	0	2	3	0	1	0	0	0	3	3	4	1	1	1	3									
		0.93%	0.74%	0.55%	1.38%	0.86%	1.48%	0.72%	0.68%	0.22%	0.84%	1.56%	2.18%	0.93%	1.06%	0.00%	0.00%	0.91%	0.58%	0.00%	1.33%	0.00%	0.00%	0.00%	0.85%	1.01%	0.96%	0.73%	0.21%	0.15%	0.54%									
20	Явлинский Григорий Алексеевич	125	5	8	13	9	16	6	3	2	2	3	39	1	2	0	0	1	1	1	0	1	0	0	3	0	2	0	5	1	1									
		0.80%	0.46%	0.88%	0.94%	0.65%	1.58%	0.61%	1.03%	0.43%	0.56%	0.67%	2.75%	0.12%	0.42%	0.00%	0.00%	0.45%	0.19%	0.45%	0.00%	1.25%	0.00%	0.00%	0.85%	0.00%	0.48%	0.00%	1.07%	0.15%	0.18%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
