Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Яшкульская 																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258					
1	"Число избирателей, внесенных в списки"	9540	587	312	458	288	694	592	283	384	351	580	222	223	708	1232	1169	1457					
2	"Число бюллетеней, полученных участковыми комиссиями"	9642	584	328	557	294	701	588	294	394	341	580	216	198	716	1227	1175	1449					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4811	318	165	224	129	341	279	204	206	193	319	153	125	351	540	573	691					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1284	96	41	234	116	76	108	15	90	123	113	4	26	47	97	32	66					
6	Число погашенных бюллетеней	3547	170	122	99	49	284	201	75	98	25	148	59	47	318	590	570	692					
7	Число бюллетеней в переносных ящиках для голосования	1284	96	41	234	116	76	108	15	90	123	113	4	26	47	97	32	66					
8	Число бюллетеней в стационарных ящиках для голосования	4809	318	165	224	129	341	277	204	206	193	319	153	125	351	540	573	691					
9	Число недействительных бюллетеней	156	29	12	5	1	5	7	3	3	2	12	2	2	12	25	22	14					
10	Число действительных бюллетеней	5937	385	194	453	244	412	378	216	293	314	420	155	149	386	612	583	743					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	8	6	8	5	8	8	5	5	8	8	5	6	3	18	19	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	87	3	3	4	1	3	2	4	3	0	7	1	1	3	9	18	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	1	7	2	0	2	6	4	5	10	3	1	2	1	5	2	7					
14	Число погашенных открепительных удостоверений	63	5	3	4	4	5	6	1	2	8	1	4	5	0	9	1	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	85	6	4	4	1	6	7	4	3	5	5	1	3	11	3	12	10					
		1.39%	1.44%	1.94%	0.87%	0.40%	1.43%	1.81%	1.82%	1.01%	1.58%	1.15%	0.63%	1.98%	2.76%	0.47%	1.98%	1.32%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	172	12	5	0	2	7	5	8	3	2	8	5	3	18	28	33	33					
		2.82%	2.89%	2.42%	0.0%	0.81%	1.67%	1.29%	3.65%	1.01%	0.63%	1.85%	3.18%	1.98%	4.52%	4.39%	5.45%	4.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	142	19	12	5	1	9	11	5	2	2	7	4	6	15	17	7	20					
		2.33%	4.58%	5.82%	1.09%	0.40%	2.15%	2.85%	2.28%	0.67%	0.63%	1.62%	2.54%	3.97%	3.76%	2.66%	1.15%	2.64%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	60	3	2	2	1	4	0	2	7	0	9	0	2	6	6	7	9					
		0.98%	0.72%	0.97%	0.43%	0.40%	0.95%	0.0%	0.91%	2.36%	0.0%	2.08%	0.0%	1.32%	1.50%	0.94%	1.15%	1.18%					
22	"5. ""За Русь Святую"""	7	0	1	0	0	0	1	0	1	0	0	0	0	2	0	2	0					
		0.11%	0.0%	0.48%	0.0%	0.0%	0.0%	0.25%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.33%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	2	0	1	0	1	2	1	1	0	1	0	0	3	1	1	2					
		0.26%	0.48%	0.0%	0.21%	0.0%	0.23%	0.51%	0.45%	0.33%	0.0%	0.23%	0.0%	0.0%	0.75%	0.15%	0.16%	0.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	22	5	1	0	1	0	0	0	1	0	0	0	1	4	2	1	6					
		0.36%	1.20%	0.48%	0.0%	0.40%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.66%	1.00%	0.31%	0.16%	0.79%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	103	7	1	0	1	3	1	4	10	1	0	0	0	0	22	29	24					
