Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Район Сокольники																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3113	УИК №3114					
1	"Число избирателей, внесенных в списки"	42106	1698	2858	2058	2146	2335	1650	2728	2162	1684	2497	2169	2551	1892	2538	2721	1642	2072	275	101	748	104	212	192	206	448	1157	1262					
2	"Число бюллетеней, полученных участковыми комиссиями"	35750	1500	2000	1500	1500	2000	1200	2500	1600	1500	2000	2000	2000	1500	2000	2000	1200	2000	400	130	1000	150	300	250	320	600	1300	1300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25238	899	1581	1213	1194	1385	1031	1599	1409	958	1400	1251	1314	1140	1367	1202	871	834	248	101	748	96	183	192	177	448	1148	1249					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	513	32	55	25	20	38	13	35	23	28	30	43	42	31	35	27	19	17	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	9992	569	364	257	286	577	156	866	166	514	570	706	644	329	598	771	310	1149	152	29	252	54	117	58	143	152	152	51					
7	Число бюллетеней в переносных ящиках для голосования	513	32	55	25	20	38	13	35	23	28	30	43	42	31	35	27	19	17	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	25180	898	1581	1211	1192	1385	1018	1595	1407	958	1384	1240	1311	1140	1367	1202	871	834	248	101	746	96	183	192	177	448	1148	1247					
9	Число недействительных бюллетеней	258	7	6	7	11	9	6	6	5	10	12	8	9	7	12	34	3	6	4	0	15	7	0	0	0	0	18	56					
10	Число действительных бюллетеней	25435	923	1630	1229	1201	1414	1025	1624	1425	976	1402	1275	1344	1164	1390	1195	887	845	244	101	731	89	183	192	177	448	1130	1191					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	665	30	50	30	30	35	30	50	30	30	80	80	30	30	30	40	30	30	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	419	14	48	22	23	29	15	40	25	25	35	22	19	18	27	29	15	13	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	861	23	35	19	14	129	15	30	43	19	26	22	21	17	28	10	13	8	248	0	16	8	56	21	0	0	40	0					
14	Число погашенных открепительных удостоверений	246	16	2	8	7	6	15	10	5	5	45	58	11	12	3	11	15	17	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	7	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
