Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Обоянская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	44																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																	
																																																			
		Сумма	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826					
1	"Число избирателей, включенных в списки избирателей"	27037	683	489	641	242	144	202	1379	2291	1333	2229	1331	1318	1379	356	1035	838	463	237	761	484	371	297	244	372	372	689	442	832	429	642	719	322	244	363	167	517	275	319	244	323	133	187	376	323					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24990	630	460	580	240	140	200	1280	2100	1220	2055	1200	1200	1280	350	950	775	425	215	700	440	335	270	225	340	340	635	410	770	390	590	655	300	230	340	170	480	260	300	225	300	140	200	345	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	14384	437	305	397	176	102	73	601	1133	720	1010	660	659	695	7	451	443	184	72	464	296	202	163	161	185	199	429	242	495	299	376	355	220	139	214	103	325	165	200	173	209	95	135	217	198					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3108	53	96	106	35	20	80	164	66	43	68	36	99	87	332	114	107	101	78	83	62	67	47	33	98	67	56	77	77	46	80	92	43	54	53	19	54	29	77	13	31	23	17	72	53					
6	Число погашенных избирательных бюллетеней	7498	140	59	77	29	18	47	515	901	457	977	504	442	498	11	385	225	140	65	153	82	66	60	31	57	74	150	91	198	45	134	208	37	37	73	48	101	66	23	39	60	22	48	56	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3108	53	96	106	35	20	80	164	66	43	68	36	99	87	332	114	107	101	78	83	62	67	47	33	98	67	56	77	77	46	80	92	43	54	53	19	54	29	77	13	31	23	17	72	53					
8	Число бюллетеней в стационарных ящиках для голосования	14384	437	305	397	176	102	73	601	1133	720	1010	660	659	695	7	451	443	184	72	464	296	202	163	161	185	199	429	242	495	299	376	355	220	139	214	103	325	165	200	173	209	95	135	217	198					
9	Число недействительных избирательных бюллетеней	150	2	3	2	0	1	2	4	12	7	11	7	7	4	2	4	6	1	1	6	5	7	0	4	3	2	4	5	2	0	3	2	1	2	2	3	5	0	3	3	3	2	4	1	2					
10	Число действительных избирательных бюллетеней	17342	488	398	501	211	121	151	761	1187	756	1067	689	751	778	337	561	544	284	149	541	353	262	210	190	280	264	481	314	570	345	453	445	262	191	265	119	374	194	274	183	237	116	148	288	249					
11	Число полученных открепительных  удостоверений	501	10	10	5	5	3	5	30	36	25	34	20	26	40	0	13	12	6	3	17	10	5	5	3	3	5	15	5	10	5	10	10	11	10	10	5	5	10	20	10	10	3	6	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	424	10	9	3	2	0	0	22	36	25	32	12	26	38	0	13	12	6	2	15	7	2	1	3	1	1	10	4	10	3	10	10	8	6	10	5	5	10	18	10	9	0	3	10	5					
