Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Бабынинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16936	337	2232	901	558	173	318	543	267	326	588	174	373	166	327	296	204	219	2600	2094	2451	408	721	660									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16850	325	2275	900	550	175	300	550	275	300	575	150	375	175	325	300	175	225	2600	2050	2500	400	700	650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6276	47	873	344	152	75	199	254	145	78	218	86	197	70	132	158	74	78	821	710	917	138	274	236									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1267	109	105	90	166	46	16	96	50	66	57	16	75	17	107	69	33	74	26	8	13	3	18	7									
6	Число погашенных избирательных бюллетеней	9307	169	1297	466	232	54	85	200	80	156	300	48	103	88	86	73	68	73	1753	1332	1570	259	408	407									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1267	109	105	90	166	46	16	96	50	66	57	16	75	17	107	69	33	74	26	8	13	3	18	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6276	47	873	344	152	75	199	254	145	78	218	86	197	70	132	158	74	78	821	710	917	138	274	236									
9	Число недействительных избирательных бюллетеней	138	2	22	21	2	4	6	3	2	5	3	3	6	3	0	3	5	4	11	14	9	2	4	4									
10	Число действительных избирательных бюллетеней	7405	154	956	413	316	117	209	347	193	139	272	99	266	84	239	224	102	148	836	704	921	139	288	239									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	457	24	53	22	8	10	10	15	15	10	15	10	15	15	15	15	15	15	40	30	60	15	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	347	24	53	18	6	10	10	15	12	10	10	0	15	9	15	15	6	12	26	8	57	4	5	7									
