Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
"Наименование Избирательной комиссии:    Калуга, Ленинская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №413	УИК №414					
1	"Число избирателей, внесенных в списки избирателей"	106533	2636	2130	2792	1821	2244	1811	1749	1665	1677	2131	2832	1571	663	1513	2144	2540	2534	2689	2836	2701	2909	2483	2120	2695	2707	1887	2346	2485	2768	2877	2930	2868	2499	2708	3016	2451	2204	2810	2282	1802	916	1889	1795	242	990	399	1966	482	572	1868	1888					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	94450	2290	1750	2480	1630	1950	1630	1530	1500	1480	1950	2280	1320	600	1390	1930	2250	2280	2380	2580	2440	2610	2250	1910	2410	2380	1670	2110	2240	2480	2600	2620	2530	2210	2470	2190	2170	1980	2600	2020	1440	800	1650	1460	190	880	340	1750	720	720	1740	1670					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	53460	1521	895	1400	911	1260	946	854	847	933	1020	1224	722	268	802	1106	1192	1261	1264	1366	1400	1467	1216	1088	1400	1441	1060	1199	1125	1364	1324	1452	1450	1251	1205	1670	1170	1125	1313	1247	824	306	977	999	95	489	162	916	416	572	1045	900					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2125	91	243	47	45	15	35	28	24	33	25	30	58	16	27	52	33	52	32	22	49	47	56	34	33	34	29	45	32	44	26	39	40	44	37	34	41	12	45	14	33	116	21	22	43	67	55	98	0	0	16	11					
6	Число погашенных избирательных бюллетеней	38865	678	612	1033	674	675	649	648	629	514	905	1026	540	316	561	772	1025	967	1084	1192	991	1096	978	788	977	905	581	866	1083	1072	1250	1129	1040	915	1228	486	959	843	1242	759	583	378	652	439	52	324	123	736	304	148	679	759					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2125	91	243	47	45	15	35	28	24	33	25	30	58	16	27	52	33	52	32	22	49	47	56	34	33	34	29	45	32	44	26	39	40	44	37	34	41	12	45	14	33	116	21	22	43	67	55	98	0	0	16	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	53400	1517	895	1400	911	1260	946	854	847	933	1018	1224	722	268	799	1103	1192	1258	1264	1366	1398	1463	1216	1087	1400	1441	1060	1196	1124	1363	1324	1452	1443	1251	1205	1667	1170	1113	1313	1242	824	306	977	999	95	489	162	910	416	572	1045	900					
9	Число недействительных избирательных бюллетеней	593	12	8	11	12	11	10	12	14	14	11	14	7	0	12	11	8	8	17	17	15	14	13	8	13	12	25	6	17	11	21	20	13	19	11	19	19	7	7	15	6	4	13	10	1	5	0	14	0	26	12	8					
10	Число действительных избирательных бюллетеней	54932	1596	1130	1436	944	1264	971	870	857	952	1032	1240	773	284	814	1144	1217	1302	1279	1371	1432	1496	1259	1113	1420	1463	1064	1235	1139	1396	1329	1471	1470	1276	1231	1682	1192	1118	1351	1241	851	418	985	1011	137	551	217	994	416	546	1049	903					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1259	25	10	30	20	15	20	25	10	20	20	50	30	10	35	20	30	20	20	150	20	35	20	25	24	25	10	20	20	20	25	30	30	20	30	30	20	20	150	25	10	10	10	10	5	5	10	20	0	0	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	888	20	9	24	14	13	15	17	10	17	16	25	26	3	31	14	23	11	14	49	16	22	15	19	23	17	10	13	20	17	22	20	27	13	16	21	16	10	137	17	10	4	3	8	3	5	0	15	0	0	9	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	723	22	12	16	7	15	10	11	9	9	9	13	5	5	6	9	11	6	14	9	5	11	5	7	16	13	12	6	17	11	4	5	6	11	10	17	7	0	11	14	12	3	4	8	7	2	3	9	71	202	8	8					
14	Число погашенных неиспользованных открепительных удостоверений	371	5	1	6	6	2	5	8	0	3	4	25	4	7	4	6	7	9	6	101	4	13	5	6	1	8	0	7	0	3	3	10	3	7	14	9	4	10	13	8	0	6	7	2	2	0	10	5	0	0	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	66	2	0	2	3	0	0	1	1	2	2	5	4	0	2	1	0	1	0	0	2	1	2	0	2	0	2	1	1	1	2	1	4	2	2	1	1	0	4	2	1	0	1	2	0	0	0	1	0	0	1	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	1924	53	48	62	26	34	40	27	19	41	29	31	21	3	25	52	39	38	50	42	70	65	55	42	38	68	39	40	41	43	56	49	47	62	40	30	24	27	94	42	37	8	25	24	2	21	3	60	12	11	35	34					
		3.47%	3.30%	4.22%	4.28%	2.72%	2.67%	4.08%	3.06%	2.18%	4.24%	2.78%	2.47%	2.69%	1.06%	3.03%	4.50%	3.18%	2.90%	3.86%	3.03%	4.84%	4.30%	4.32%	3.75%	2.65%	4.61%	3.58%	3.22%	3.55%	3.06%	4.15%	3.29%	3.17%	4.79%	3.22%	1.76%	1.98%	2.40%	6.92%	3.34%	4.32%	1.90%	2.51%	2.35%	1.45%	3.78%	1.38%	5.95%	2.88%	1.92%	3.30%	3.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1106	42	20	38	22	38	17	26	25	28	23	30	20	6	15	21	27	17	25	31	29	26	31	13	37	33	21	25	20	31	26	22	17	22	19	40	16	18	33	36	6	9	13	12	2	4	1	1	3	15	25	29					
		1.99%	2.61%	1.76%	2.63%	2.30%	2.98%	1.73%	2.95%	2.87%	2.90%	2.21%	2.39%	2.56%	2.11%	1.82%	1.82%	2.20%	1.30%	1.93%	2.23%	2.00%	1.72%	2.44%	1.16%	2.58%	2.24%	1.93%	2.01%	1.73%	2.20%	1.93%	1.48%	1.15%	1.70%	1.53%	2.35%	1.32%	1.60%	2.43%	2.87%	0.70%	2.13%	1.30%	1.18%	1.45%	0.72%	0.46%	0.10%	0.72%	2.62%	2.36%	3.18%					
20	3.Политическая партия «Демократическая партия России»	104	1	5	2	3	8	1	1	1	0	5	1	0	1	2	2	2	2	1	7	1	5	2	0	3	2	0	3	0	5	2	2	2	3	2	2	2	1	2	1	0	0	1	0	0	0	0	0	1	13	1	3					
		0.19%	0.06%	0.44%	0.14%	0.31%	0.63%	0.10%	0.11%	0.11%	0.00%	0.48%	0.08%	0.00%	0.35%	0.24%	0.17%	0.16%	0.15%	0.08%	0.50%	0.07%	0.33%	0.16%	0.00%	0.21%	0.14%	0.00%	0.24%	0.00%	0.36%	0.15%	0.13%	0.13%	0.23%	0.16%	0.12%	0.17%	0.09%	0.15%	0.08%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	2.27%	0.09%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8761	351	228	295	125	191	166	177	148	183	144	171	115	30	125	211	202	211	263	221	282	294	216	190	256	243	193	229	263	274	267	220	215	231	165	139	174	167	163	177	92	46	88	93	17	49	10	67	59	21	172	132					
		15.78%	21.83%	20.04%	20.39%	13.08%	14.98%	16.92%	20.07%	16.99%	18.94%	13.81%	13.64%	14.74%	10.56%	15.13%	18.27%	16.49%	16.11%	20.29%	15.92%	19.49%	19.47%	16.98%	16.95%	17.86%	16.47%	17.72%	18.45%	22.75%	19.47%	19.78%	14.76%	14.50%	17.84%	13.29%	8.17%	14.37%	14.84%	12.00%	14.09%	10.74%	10.90%	8.82%	9.11%	12.32%	8.81%	4.61%	6.65%	14.18%	3.67%	16.21%	14.49%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	798	33	16	22	16	24	43	8	13	16	17	19	9	0	9	7	13	22	20	25	21	18	19	15	26	24	19	15	17	23	15	18	10	12	9	27	27	13	10	9	9	12	11	5	2	7	3	13	3	10	30	14					
		1.44%	2.05%	1.41%	1.52%	1.67%	1.88%	4.38%	0.91%	1.49%	1.66%	1.63%	1.52%	1.15%	0.00%	1.09%	0.61%	1.06%	1.68%	1.54%	1.80%	1.45%	1.19%	1.49%	1.34%	1.81%	1.63%	1.74%	1.21%	1.47%	1.63%	1.11%	1.21%	0.67%	0.93%	0.72%	1.59%	2.23%	1.16%	0.74%	0.72%	1.05%	2.84%	1.10%	0.49%	1.45%	1.26%	1.38%	1.29%	0.72%	1.75%	2.83%	1.54%					
23	6.Политическая партия «Партия социальной справедливости»	153	4	4	5	1	0	5	3	2	5	2	2	0	1	1	2	1	5	3	4	8	5	4	2	7	5	4	4	4	7	6	2	1	3	4	2	4	6	2	1	1	1	0	6	0	2	0	3	1	4	3	1					
