Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Боградская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278					
1	"Число избирателей, внесенных в списки избирателей"	11783	617	76	1012	188	80	105	1061	213	74	473	117	849	93	212	137	635	128	1832	1198	594	130	653	152	79	502	573					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11900	630	70	1020	190	80	110	1090	220	70	470	120	880	100	220	130	650	130	1810	1210	590	130	650	160	75	510	585					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6531	315	53	495	130	54	70	676	112	54	274	75	521	72	142	78	367	64	963	581	286	50	324	98	53	312	312					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	709	42	3	54	5	4	4	49	47	7	44	9	33	5	11	4	27	9	95	66	29	19	32	7	9	23	72					
6	Число погашенных избирательных бюллетеней	4660	273	14	471	55	22	36	365	61	9	152	36	326	23	67	48	256	57	752	563	275	61	294	55	13	175	201					
7	Число избирательных бюллетеней в переносных ящиках для голосования	709	42	3	54	5	4	4	49	47	7	44	9	33	5	11	4	27	9	95	66	29	19	32	7	9	23	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6531	315	53	495	130	54	70	676	112	54	274	75	521	72	142	78	367	64	963	581	286	50	324	98	53	312	312					
9	Число недействительных избирательных бюллетеней	68	2	0	7	1	0	1	2	2	0	2	0	5	0	0	0	6	1	6	15	3	1	2	1	2	5	4					
10	Число действительных избирательных бюллетеней	7172	355	56	542	134	58	73	723	157	61	316	84	549	77	153	82	388	72	1052	632	312	68	354	104	60	330	380					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	141	6	2	8	3	2	1	8	4	1	3	6	8	2	2	2	10	2	25	13	3	5	6	4	1	8	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	141	6	2	8	3	2	1	8	4	1	3	6	8	2	2	2	10	2	25	13	3	5	6	4	1	8	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	99	1	6	6	2	4	1	8	2	1	10	1	3	0	2	2	2	4	8	7	6	6	4	2	3	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	2	1	8	3	2	0	4	1	1	2	1	3	0	1	1	1	0	13	4	2	0	4	0	0	3	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	291	20	1	30	13	7	0	34	7	2	10	2	36	1	6	2	11	2	32	20	9	2	30	3	0	8	3					
		4.02%	5.60%	1.79%	5.46%	9.63%	12.07%	0.00%	4.69%	4.40%	3.28%	3.14%	2.38%	6.50%	1.30%	3.92%	2.44%	2.79%	2.74%	3.02%	3.09%	2.86%	2.90%	8.43%	2.86%	0.00%	2.39%	0.78%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	1	0	3	0	0	0	1	0	0	2	0	2	0	1	0	1	0	5	1	0	0	1	1	0	4	0					
		0.32%	0.28%	0.00%	0.55%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.63%	0.00%	0.36%	0.00%	0.65%	0.00%	0.25%	0.00%	0.47%	0.15%	0.00%	0.00%	0.28%	0.95%	0.00%	1.19%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	4	2	0	0	0	0	0	0					
		0.17%	0.00%	1.79%	0.18%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.19%	0.62%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	954	41	3	61	4	4	0	70	20	9	48	3	79	0	8	5	63	13	174	90	52	9	70	20	9	66	33					
		13.18%	11.48%	5.36%	11.11%	2.96%	6.90%	0.00%	9.66%	12.58%	14.75%	15.09%	3.57%	14.26%	0.00%	5.23%	6.10%	15.99%	17.81%	16.45%	13.91%	16.51%	13.04%	19.66%	19.05%	14.52%	19.70%	8.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	17	0	0	2	0	1	1	1	0	0	1	0	4	0	0	0	1	0	4	2	0	0	0	0	0	0	0					
		0.23%	0.00%	0.00%	0.36%	0.00%	1.72%	1.35%	0.14%	0.00%	0.00%	0.31%	0.00%	0.72%	0.00%	0.00%	0.00%	0.25%	0.00%	0.38%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	1	0	0	0	1	0	2	0	0	1	0	1	0	0	0	2	1	1	0	0	1	0	1	0	0	0					
