Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
"Наименование Избирательной комиссии:    Тула, Зареченская"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950					
1	"Число избирателей, внесенных в список избирателей"	78767	1976	1883	2834	2061	1620	2409	2636	2443	2245	2280	2319	2207	2330	2192	2240	1587	2009	2070	2078	1806	1098	2238	1681	2566	2284	2200	2588	2191	511	138	2020	2141	2100	2056	1714	1957	2064	2022	1973					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	75700	1900	1900	2700	2000	1600	2300	2550	2300	2200	2200	2250	2000	2250	2100	2000	1500	2000	2000	2100	1800	1000	2000	1600	2500	2200	2150	2200	2000	500	150	2000	2000	2000	2000	1700	2000	2050	2000	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	55270	1515	980	1527	1494	1254	1871	2042	2073	1688	1432	1461	1607	1650	1774	1465	1012	1693	1705	1727	817	651	1562	1064	1870	1625	1375	1759	1456	209	138	1611	1381	1419	1552	1030	1441	1379	1415	1546					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2855	117	57	134	145	128	38	44	76	129	122	82	120	81	81	70	67	51	39	39	101	56	52	48	62	71	19	66	18	6	0	37	60	51	78	64	99	179	118	50					
6	Число погашенных избирательных бюллетеней	17575	268	863	1039	361	218	391	464	151	383	646	707	273	519	245	465	421	256	256	334	882	293	386	488	568	504	756	375	526	285	12	352	559	530	370	606	460	492	467	404					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2855	117	57	134	145	128	38	44	76	129	122	82	120	81	81	70	67	51	39	39	101	56	52	48	62	71	19	66	18	6	0	37	60	51	78	64	99	179	118	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	55149	1515	977	1527	1491	1250	1865	2042	1997	1688	1431	1461	1607	1646	1774	1465	1011	1693	1705	1724	817	651	1560	1064	1870	1625	1371	1759	1456	208	138	1611	1379	1415	1549	1029	1441	1379	1415	1543					
9	Число недействительных избирательных бюллетеней	682	22	3	16	23	94	13	29	19	15	20	20	30	19	24	7	10	21	10	20	15	0	16	12	23	16	21	17	1	2	0	0	13	10	18	20	47	13	0	23					
10	Число действительных избирательных бюллетеней	57322	1610	1031	1645	1613	1284	1890	2057	2054	1802	1533	1523	1697	1708	1831	1528	1068	1723	1734	1743	903	707	1596	1100	1909	1680	1369	1808	1473	212	138	1648	1426	1456	1609	1073	1493	1545	1533	1570					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1864	30	55	55	35	30	65	50	50	55	77	50	60	50	45	55	35	55	60	55	45	25	47	35	51	60	60	50	55	15	0	49	65	40	59	51	40	55	50	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1859	30	55	55	35	30	65	50	50	55	77	50	59	49	45	55	35	55	60	55	45	25	47	35	50	60	60	50	55	15	0	48	65	40	59	50	40	55	50	45					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2251	58	9	14	55	36	141	9	34	28	64	92	130	85	47	92	118	53	59	52	61	34	107	90	89	101	75	21	74	25	131	40	73	40	18	13	40	16	16	11					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	786	6	18	22	16	12	35	24	22	29	13	24	14	28	14	17	30	26	17	23	24	9	26	17	27	29	21	25	25	7	0	14	23	27	25	21	20	15	18	23					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6794	144	50	229	147	69	179	254	162	210	255	240	144	212	234	173	202	183	186	242	153	99	265	109	244	245	200	205	210	33	16	155	191	174	158	133	184	171	116	218					
		11.71%	8.82%	4.84%	13.79%	8.99%	5.01%	9.41%	12.18%	7.81%	11.56%	16.42%	15.55%	8.34%	12.28%	12.61%	11.27%	18.74%	10.49%	10.67%	13.73%	16.67%	14.00%	16.44%	9.80%	12.63%	14.45%	14.39%	11.23%	14.25%	15.42%	11.59%	9.41%	13.27%	11.87%	9.71%	12.17%	11.95%	10.98%	7.57%	13.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5104	108	107	210	206	92	133	187	266	128	155	155	150	126	136	141	114	98	107	240	89	76	139	105	140	144	135	165	139	27	13	160	115	137	106	74	131	119	108	123					
