Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Зейская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302					
1	"Число избирателей, внесенных в списки"	15150	540	282	521	1526	1354	355	188	309	191	168	521	298	156	261	131	504	315	136	673	851	401	1736	280	663	398	1304	283	361	444					
2	"Число бюллетеней, полученных участковыми комиссиями"	14700	550	280	500	1500	1350	340	185	310	185	160	525	300	150	270	130	480	315	140	680	850	400	1500	285	650	400	1210	275	360	420					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	10	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7664	296	130	223	688	569	181	124	172	108	89	278	197	113	165	78	297	220	84	288	385	218	749	172	271	190	675	201	217	286					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	763	34	30	31	73	82	22	21	16	7	10	69	9	0	22	5	44	23	3	62	56	29	27	10	11	10	45	0	5	7					
6	Число погашенных бюллетеней	6149	220	120	246	739	699	137	40	122	70	61	178	94	37	83	47	139	72	53	330	409	153	610	103	368	190	490	74	138	127					
7	Число бюллетеней в переносных ящиках для голосования	887	34	30	31	73	82	22	21	16	7	10	69	9	0	22	5	44	23	3	62	56	29	141	10	11	20	45	0	5	7					
8	Число бюллетеней в стационарных ящиках для голосования	7662	296	130	223	688	569	181	124	171	108	89	278	197	113	165	78	297	220	84	288	385	217	749	172	271	190	675	201	217	286					
9	Число недействительных бюллетеней	71	1	1	0	2	0	6	2	2	1	0	3	4	1	1	0	8	4	0	4	5	0	10	3	0	2	9	0	2	0					
10	Число действительных бюллетеней	8478	329	159	254	759	651	197	143	185	114	99	344	202	112	186	83	333	239	87	346	436	246	880	179	282	208	711	201	220	293					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	96	2	2	2	6	6	2	2	3	2	2	3	3	2	2	2	3	3	3	5	5	3	6	3	6	2	4	3	6	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	53	2	0	2	6	6	2	2	3	0	0	1	0	0	0	0	0	0	1	1	1	3	6	0	4	0	4	3	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	0	0	2	1	0	5	0	0	1	1	0	2	0	0	0	0	0	1	0	0	1	3	0	1	0	1	1	2	1					
14	Число погашенных открепительных удостоверений	43	0	2	0	0	0	0	0	0	2	2	2	3	2	2	2	3	3	2	4	4	0	0	3	2	2	0	0	1	2					
15	Число открепительных удостоверений выданных ТИК	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0					
