Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Мирнинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №808									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	53215	1240	1343	704	1744	2378	741	1173	1704	441	1783	2543	2087	2024	2302	2294	936	1104	159	229	378	1056	2007	1216	1842	2380	2528	2327	2053	436	650	1872	2150	2127	1541	1723									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46450	1000	1100	600	1400	2000	600	900	1400	350	1500	2100	1800	1700	1900	1900	750	1000	150	300	350	1000	1900	1100	1800	2100	2200	2100	1900	400	600	1600	2000	1900	1300	1750									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	12	0	0	0	16	0	0	0	0	14	0	0	0	0	2	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	24597	446	452	220	787	902	288	572	664	155	794	873	902	917	1264	1031	363	521	83	141	194	583	966	550	687	1092	1218	1208	1127	204	245	996	1204	1123	841	984									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	278	0	3	3	4	6	2	2	2	3	6	39	6	3	6	19	1	11	0	2	9	14	29	18	49	1	0	17	1	0	6	2	6	5	3	0									
6	Число погашенных избирательных бюллетеней	21521	554	645	377	609	1092	310	326	734	192	700	1188	892	780	630	850	379	465	67	157	135	403	905	532	1048	1007	982	875	772	182	349	602	790	772	454	766									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	332	0	3	3	4	6	2	2	2	3	6	39	6	3	6	19	8	14	0	2	21	14	29	18	65	1	0	17	1	14	6	2	6	5	5	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	24590	446	452	220	787	901	288	572	664	155	794	873	902	917	1264	1031	363	521	83	141	194	583	964	549	687	1092	1216	1208	1126	204	245	996	1204	1123	841	984									
9	Число недействительных избирательных бюллетеней	801	8	12	3	24	33	5	10	19	111	24	30	30	22	25	25	3	5	1	2	4	20	21	11	23	34	48	37	39	15	11	30	29	26	24	37									
10	Число действительных избирательных бюллетеней	24121	438	443	220	767	874	285	564	647	47	776	882	878	898	1245	1025	368	530	82	141	211	577	972	556	729	1059	1168	1188	1088	203	240	968	1181	1102	822	947									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	872	15	25	10	20	30	10	20	20	10	20	25	25	25	30	30	20	30	10	75	20	20	60	25	47	30	30	30	30	10	15	20	25	30	30	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	522	15	13	5	17	17	3	9	9	1	18	14	20	17	25	14	5	21	10	75	3	20	54	9	32	15	7	26	28	0	0	3	8	5	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	602	2	2	0	23	16	5	102	6	3	3	3	9	1	75	11	0	6	2	11	11	14	55	5	6	0	1	2	4	0	4	0	1	6	3	210									
14	Число погашенных неиспользованных открепительных удостоверений	350	0	12	5	3	13	7	11	11	9	2	11	5	8	5	16	15	9	0	0	17	0	6	16	15	15	23	4	2	10	15	17	17	25	26	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	128	2	3	0	5	6	3	6	5	1	2	6	10	9	12	14	2	2	14	6	0	1	7	1	1	4	3	0	1	1	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
