Выборы Президента Российской Федерации																																																									
																																																									
"Наименование Избирательной комиссии:    Пермь, Орджоникидзевская"																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350					
1	"Число избирателей, внесенных в список"	82943	910	1374	2853	851	106	2140	2528	1540	1722	2129	2006	1922	2500	1765	2706	1272	1876	250	981	1534	2567	2362	2105	2036	1599	995	718	2150	2594	1530	1948	1965	1508	1718	1733	2664	2221	2307	1712	601	1324	1202	1928	1910	936	1987	1612	227	206	1613					
2	Число полученных избирательных бюллетеней	85954	1085	1475	2880	900	113	2170	2540	1620	1800	2200	2030	2150	2610	1740	2810	1300	1940	250	1070	1650	2650	2340	2315	2135	1830	1000	700	2200	2630	1580	2200	1930	1550	1680	1860	2580	2240	2350	1770	610	1385	1310	1970	2000	950	2020	1630	250	206	1750					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	45162	605	728	1459	508	61	1133	1344	854	1044	1149	1024	1429	1339	907	1327	660	1015	218	480	771	1379	1308	1113	1166	928	509	700	1193	1285	734	1116	1039	699	783	1088	1518	1190	1200	986	263	727	634	941	1077	451	1076	766	217	196	825					
5	"Число избирательных бюллетеней, выданных вне помещения"	1749	33	47	52	17	45	34	26	16	13	63	63	19	28	31	29	32	15	32	52	31	19	27	32	24	18	73	0	42	31	34	34	40	35	47	45	8	27	38	49	43	67	75	31	50	64	24	31	10	10	43					
6	Число погашенных избирательных бюллетеней	39043	447	700	1369	375	7	1003	1170	750	743	988	943	702	1243	802	1454	608	910	0	538	848	1252	1005	1170	945	884	418	0	965	1314	812	1050	851	816	850	727	1054	1023	1112	735	304	591	601	998	873	435	920	833	23	0	882					
7	Число избирательных бюллетеней в переносных ящиках	1748	33	47	52	17	45	34	26	16	13	62	63	19	28	31	29	32	15	32	52	31	19	27	32	24	18	73	0	42	31	34	34	40	35	47	45	8	27	38	49	43	67	75	31	50	64	24	31	10	10	43					
8	Число бюллетеней в стационарных ящиках для голосования	45062	605	728	1457	508	61	1133	1343	854	1044	1149	1024	1429	1339	907	1327	660	1015	218	480	771	1379	1307	1081	1166	910	508	699	1171	1285	734	1115	1032	698	783	1088	1508	1190	1200	986	263	726	634	941	1077	451	1076	765	217	196	824					
9	Число недействительных избирательных бюллетеней	471	11	14	14	3	4	10	14	5	3	10	3	8	5	14	16	7	5	16	2	10	8	11	10	6	8	8	15	19	28	16	14	12	10	13	9	4	7	10	0	4	11	6	6	12	6	9	17	2	9	7					
10	Число действительных избирательных бюллетеней	46339	627	761	1495	522	102	1157	1355	865	1054	1201	1084	1440	1362	924	1340	685	1025	234	530	792	1390	1323	1103	1184	920	573	684	1194	1288	752	1135	1060	723	817	1124	1512	1210	1228	1035	302	782	703	966	1115	509	1091	779	225	197	860					
11	Число полученных открепительных  удостоверений	2427	52	52	52	52	4	52	52	52	52	52	52	52	202	60	52	52	52	5	52	52	52	52	52	52	52	26	0	52	52	52	52	52	52	52	52	52	52	52	52	26	52	52	52	52	52	52	24	0	0	52					
12	Число выданных открепительных удостоверений	1014	8	11	29	15	0	23	21	21	21	23	19	35	69	15	26	9	27	0	4	11	32	25	22	39	16	15	0	39	36	23	25	36	17	8	28	27	21	27	23	3	25	15	17	33	12	27	16	0	0	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	749	11	9	9	5	4	11	23	9	15	9	19	27	22	15	17	4	14	1	22	12	14	5	12	14	6	5	91	17	21	8	24	7	19	19	30	23	14	10	12	5	10	5	8	14	11	13	12	31	25	6					
14	Число неиспользованных открепительных удостоверений	1413	44	41	23	37	4	29	31	31	31	29	33	17	133	45	26	43	25	5	48	41	20	27	30	13	36	11	0	13	16	29	27	16	35	44	24	25	31	25	29	23	27	37	35	19	40	25	8	0	0	32					
