Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Томаринская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189					
1	"Число избирателей, внесенных в списки"	8767	83	810	493	561	853	217	559	183	450	285	467	527	1417	1791	71					
2	"Число бюллетеней, полученных участковыми комиссиями"	8286	76	770	750	530	730	210	550	189	410	270	410	480	1280	1550	81					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5250	67	422	463	296	451	152	410	133	264	222	226	240	787	1055	62					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	324	5	44	30	18	17	0	20	0	27	13	10	13	93	27	7					
6	Число погашенных бюллетеней	2712	4	304	257	216	262	58	120	56	119	35	174	227	400	468	12					
7	Число бюллетеней в переносных ящиках для голосования	324	5	44	30	18	17	0	20	0	27	13	10	13	93	27	7					
8	Число бюллетеней в стационарных ящиках для голосования	5249	67	422	463	296	451	152	410	133	264	222	226	240	787	1054	62					
9	Число недействительных бюллетеней	97	0	14	10	2	7	1	4	1	3	6	4	3	15	26	1					
10	Число действительных бюллетеней	5476	72	452	483	312	461	151	426	132	288	229	232	250	865	1055	68					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	227	10	15	15	15	15	10	15	10	15	10	12	20	30	25	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	91	5	1	1	4	5	3	1	0	12	3	2	3	25	24	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	2	0	0	3	0	1	0	0	5	0	15	4	8	13	1					
14	Число погашенных открепительных удостоверений	136	5	14	14	11	10	7	14	10	3	7	10	17	5	1	8					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	104	5	8	10	3	8	1	12	4	6	8	4	2	14	17	2					
		1.86%	6.94%	1.71%	2.02%	0.95%	1.70%	0.65%	2.79%	3.00%	2.06%	3.40%	1.69%	0.79%	1.59%	1.57%	2.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	146	0	6	12	5	4	2	3	1	3	4	10	12	31	53	0					
		2.61%	0.0%	1.28%	2.43%	1.59%	0.85%	1.31%	0.69%	0.75%	1.03%	1.70%	4.23%	4.74%	3.52%	4.90%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	262	1	28	27	30	33	4	16	10	22	3	8	12	35	32	1					
		4.70%	1.38%	6.00%	5.47%	9.55%	7.05%	2.63%	3.72%	7.51%	7.56%	1.27%	3.38%	4.74%	3.97%	2.96%	1.44%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	224	0	15	12	7	13	3	24	4	8	13	11	9	38	67	0					
		4.01%	0.0%	3.21%	2.43%	2.22%	2.77%	1.97%	5.58%	3.00%	2.74%	5.53%	4.66%	3.55%	4.31%	6.19%	0.0%					
22	"5. ""За Русь Святую"""	20	0	4	1	0	3	1	1	0	0	3	1	2	1	3	0					
		0.35%	0.0%	0.85%	0.20%	0.0%	0.64%	0.65%	0.23%	0.0%	0.0%	1.27%	0.42%	0.79%	0.11%	0.27%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	0	1	1	2	1	3	1	0	2	1	2	0	8	2	1					
		0.44%	0.0%	0.21%	0.20%	0.63%	0.21%	1.97%	0.23%	0.0%	0.68%	0.42%	0.84%	0.0%	0.90%	0.18%	1.44%					
24	"7. ""Новый курс - Автомобильная Россия"""	19	0	1	0	1	2	1	1	1	1	3	2	0	1	3	2					
		0.34%	0.0%	0.21%	0.0%	0.31%	0.42%	0.65%	0.23%	0.75%	0.34%	1.27%	0.84%	0.0%	0.11%	0.27%	2.89%					
25	"8. ""Народно-республиканская партия России"""	16	0	0	2	0	3	0	1	0	2	2	4	0	2	0	0					
		0.28%	0.0%	0.0%	0.40%	0.0%	0.64%	0.0%	0.23%	0.0%	0.68%	0.85%	1.69%	0.0%	0.22%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	0	0	0	2	4	0	0	0	0	2	1	2	4	4	0					
		0.34%	0.0%	0.0%	0.0%	0.63%	0.85%	0.0%	0.0%	0.0%	0.0%	0.85%	0.42%	0.79%	0.45%	0.37%	0.0%					
27	"10. ""Аграрная партия России"""	127	2	9	14	2	8	5	8	5	28	8	6	10	10	12	0					
		2.27%	2.77%	1.93%	2.83%	0.63%	1.70%	3.28%	1.86%	3.75%	9.62%	3.40%	2.54%	3.95%	1.13%	1.11%	0.0%					
28	"11. ""Истинные патриоты России"""	6	0	1	1	0	2	0	0	0	0	0	1	0	0	1	0					
		0.10%	0.0%	0.21%	0.20%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.09%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	66	2	7	6	4	1	1	1	4	0	5	2	1	11	20	1					
		1.18%	2.77%	1.50%	1.21%	1.27%	0.21%	0.65%	0.23%	3.00%	0.0%	2.12%	0.84%	0.39%	1.25%	1.85%	1.44%					
30	"13. ""Демократическая партия России"""	19	0	2	1	3	0	1	0	2	2	0	1	1	4	2	0					
		0.34%	0.0%	0.42%	0.20%	0.95%	0.0%	0.65%	0.0%	1.50%	0.68%	0.0%	0.42%	0.39%	0.45%	0.18%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	0	3	3	1	1	0	0	0	0	1	2	1	0	2	0					
		0.25%	0.0%	0.64%	0.60%	0.31%	0.21%	0.0%	0.0%	0.0%	0.0%	0.42%	0.84%	0.39%	0.0%	0.18%	0.0%					
32	"15. ""Партия СЛОН"""	14	0	0	3	0	0	1	1	2	1	0	0	0	2	4	0					
		0.25%	0.0%	0.0%	0.60%	0.0%	0.0%	0.65%	0.23%	1.50%	0.34%	0.0%	0.0%	0.0%	0.22%	0.37%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	421	3	31	43	25	34	9	27	5	28	8	11	24	71	95	7					
		7.55%	4.16%	6.65%	8.72%	7.96%	7.26%	5.92%	6.27%	3.75%	9.62%	3.40%	4.66%	9.48%	8.06%	8.78%	10.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	23	0	4	2	0	0	1	0	2	1	3	0	3	3	4	0					
		0.41%	0.0%	0.85%	0.40%	0.0%	0.0%	0.65%	0.0%	1.50%	0.34%	1.27%	0.0%	1.18%	0.34%	0.37%	0.0%					
35	"18. ""ЛДПР"""	883	4	69	77	53	69	19	45	28	32	31	53	51	154	185	13					
		15.84%	5.55%	14.80%	15.61%	16.87%	14.74%	12.5%	10.46%	21.05%	10.99%	13.19%	22.45%	20.15%	17.5%	17.11%	18.84%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	89	0	5	10	5	5	3	4	5	8	4	1	1	18	19	1					
		1.59%	0.0%	1.07%	2.02%	1.59%	1.06%	1.97%	0.93%	3.75%	2.74%	1.70%	0.42%	0.39%	2.04%	1.75%	1.44%					
37	"20. ""Политическая партия ""Единая Россия"""	2160	37	173	190	121	225	76	241	42	115	115	71	66	321	340	27					
		38.75%	51.38%	37.12%	38.53%	38.53%	48.07%	50.0%	56.04%	31.57%	39.51%	48.93%	30.08%	26.08%	36.47%	31.45%	39.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	0	1	2	0	2	3	0	0	0	1	1	1	0	3	0					
		0.25%	0.0%	0.21%	0.40%	0.0%	0.42%	1.97%	0.0%	0.0%	0.0%	0.42%	0.42%	0.39%	0.0%	0.27%	0.0%					
39	"22. ""Развитие предпринимательства"""	7	0	1	0	1	0	0	0	0	0	1	0	0	2	2	0					
