Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Качугская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900					
1	"Число избирателей, внесенных в список избирателей"	14254	1029	1070	1060	1062	893	807	552	192	133	199	70	176	782	311	129	146	71	515	202	114	141	244	150	592	167	134	214	129	45	583	285	150	172	102	679	235	155	128	154	282					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15252	1074	1090	1104	1078	937	852	610	208	152	223	85	197	928	393	157	164	87	517	240	131	162	286	162	631	178	157	234	143	50	615	296	148	179	110	706	202	180	140	166	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7361	376	474	473	377	399	238	264	114	86	96	54	113	733	243	109	96	48	199	72	70	61	182	118	284	90	87	83	76	24	284	162	84	105	59	354	125	138	88	98	225					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1198	62	81	70	57	49	126	64	13	13	35	7	27	21	18	8	15	15	57	38	7	26	32	11	105	22	4	12	2	0	24	12	6	6	5	59	24	13	30	7	15					
6	Число погашенных избирательных бюллетеней	6693	636	535	561	644	489	488	282	81	53	92	24	57	174	132	40	53	24	261	130	54	75	72	33	242	66	66	139	65	26	307	122	58	68	46	293	53	29	22	61	40					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1198	62	81	70	57	49	126	64	13	13	35	7	27	21	18	8	15	15	57	38	7	26	32	11	105	22	4	12	2	0	24	12	6	6	5	59	24	13	30	7	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7361	376	474	473	377	399	238	264	114	86	96	54	113	733	243	109	96	48	199	72	70	61	182	118	284	90	87	83	76	24	284	162	84	105	59	354	125	138	88	98	225					
9	Число недействительных избирательных бюллетеней	130	4	11	4	5	18	2	4	0	3	2	2	0	19	7	1	4	1	2	1	3	0	1	5	9	5	0	0	0	0	1	0	4	1	1	1	0	3	2	1	3					
10	Число действительных избирательных бюллетеней	8429	434	544	539	429	430	362	324	127	96	129	59	140	735	254	116	107	62	254	109	74	87	213	124	380	107	91	95	78	24	307	174	86	110	63	412	149	148	116	104	237					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	994	52	39	30	30	40	27	60	10	16	20	10	23	117	75	23	18	18	35	30	18	23	35	10	28	5	18	18	15	2	30	10	5	5	6	25	5	23	18	10	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	981	52	39	30	30	40	26	60	10	16	20	10	23	117	75	23	18	18	35	30	15	18	35	9	28	5	18	18	12	2	30	10	5	5	6	25	5	23	18	10	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	137	18	8	7	7	4	5	7	3	3	2	1	9	3	1	2	2	5	4	3	3	1	5	1	3	3	1	3	0	0	4	2	1	1	1	4	3	2	3	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1085	62	97	79	63	54	57	49	26	6	11	9	13	99	22	16	12	8	30	14	9	14	30	12	42	32	14	2	3	1	43	15	4	10	2	48	13	19	10	6	29					
		12.68%	14.16%	17.48%	14.55%	14.52%	12.05%	15.66%	14.94%	20.47%	6.06%	8.40%	14.75%	9.29%	13.13%	8.43%	13.68%	10.81%	12.70%	11.72%	12.73%	11.69%	16.09%	14.02%	9.30%	10.80%	28.57%	15.38%	2.11%	3.85%	4.17%	13.96%	8.62%	4.44%	9.01%	3.13%	11.62%	8.72%	12.58%	8.47%	5.71%	12.08%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1394	76	100	113	91	82	43	43	7	24	20	2	33	102	62	20	21	6	32	21	8	6	29	17	70	19	22	22	2	7	58	21	19	9	5	62	26	29	13	10	42					
		16.29%	17.35%	18.02%	20.81%	20.97%	18.30%	11.81%	13.11%	5.51%	24.24%	15.27%	3.28%	23.57%	13.53%	23.75%	17.09%	18.92%	9.52%	12.50%	19.09%	10.39%	6.90%	13.55%	13.18%	17.99%	16.96%	24.18%	23.16%	2.56%	29.17%	18.83%	12.07%	21.11%	8.11%	7.81%	15.01%	17.45%	19.21%	11.02%	9.52%	17.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	5	7	8	4	2	2	2	4	1	0	0	0	4	1	1	1	1	0	2	4	0	1	1	7	2	0	1	1	0	3	0	0	1	1	2	0	2	0	0	2					
		0.85%	1.14%	1.26%	1.47%	0.92%	0.45%	0.55%	0.61%	3.15%	1.01%	0.00%	0.00%	0.00%	0.53%	0.38%	0.85%	0.90%	1.59%	0.00%	1.82%	5.19%	0.00%	0.47%	0.78%	1.80%	1.79%	0.00%	1.05%	1.28%	0.00%	0.97%	0.00%	0.00%	0.90%	1.56%	0.48%	0.00%	1.32%	0.00%	0.00%	0.83%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1600	86	133	121	81	78	48	70	19	17	21	18	20	135	39	15	14	14	70	25	15	7	46	12	84	11	18	35	5	8	48	46	18	10	20	93	22	23	10	15	30					
		18.69%	19.63%	23.96%	22.28%	18.66%	17.41%	13.19%	21.34%	14.96%	17.17%	16.03%	29.51%	14.29%	17.90%	14.94%	12.82%	12.61%	22.22%	27.34%	22.73%	19.48%	8.05%	21.50%	9.30%	21.59%	9.82%	19.78%	36.84%	6.41%	33.33%	15.58%	26.44%	20.00%	9.01%	31.25%	22.52%	14.77%	15.23%	8.47%	14.29%	12.50%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	101	12	7	8	6	7	3	5	2	1	1	0	1	6	7	1	1	0	7	0	0	1	3	0	6	0	2	1	0	0	4	2	0	0	1	3	1	0	0	1	1					
		1.18%	2.74%	1.26%	1.47%	1.38%	1.56%	0.82%	1.52%	1.57%	1.01%	0.76%	0.00%	0.71%	0.80%	2.68%	0.85%	0.90%	0.00%	2.73%	0.00%	0.00%	1.15%	1.40%	0.00%	1.54%	0.00%	2.20%	1.05%	0.00%	0.00%	1.30%	1.15%	0.00%	0.00%	1.56%	0.73%	0.67%	0.00%	0.00%	0.95%	0.42%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4151	193	200	208	183	205	208	155	69	45	76	30	73	389	123	63	57	33	114	46	38	59	103	81	169	41	35	34	67	8	149	89	45	80	34	203	87	75	82	70	132					
		48.50%	44.06%	36.04%	38.31%	42.17%	45.76%	57.14%	47.26%	54.33%	45.45%	58.02%	49.18%	52.14%	51.59%	47.13%	53.85%	51.35%	52.38%	44.53%	41.82%	49.35%	67.82%	48.13%	62.79%	43.44%	36.61%	38.46%	35.79%	85.90%	33.33%	48.38%	51.15%	50.00%	72.07%	53.13%	49.15%	58.39%	49.67%	69.49%	66.67%	55.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	0	0	2	1	2	1	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	1	1	2	2	0	0	0	0	2	1	0	0	0	1	0	0	1	2	1					
		0.29%	0.00%	0.00%	0.37%	0.23%	0.45%	0.27%	0.00%	0.00%	2.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.39%	0.91%	0.00%	0.00%	0.47%	0.78%	0.51%	1.79%	0.00%	0.00%	0.00%	0.00%	0.65%	0.57%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.85%	1.90%	0.42%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
