Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Прилузская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665					
1	"Число избирателей, внесенных в список избирателей"	18350	199	78	415	121	91	678	154	325	345	388	331	493	874	1593	1458	1670	459	97	320	349	114	283	351	781	86	295	123	159	127	127	1253	1156	543	296	279	303	215	108	607	266	215	225					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18627	199	76	416	121	98	723	161	316	342	400	340	460	850	1580	1440	1650	450	95	325	350	130	290	350	800	90	325	135	170	145	130	1280	1210	550	305	290	320	220	110	640	285	225	235					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	89	0	0	19	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14186	169	61	329	91	40	421	93	199	272	319	288	389	637	1394	1092	1442	303	92	237	262	66	243	302	616	69	173	53	101	90	101	1085	978	357	226	190	228	148	89	396	198	170	177					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1432	11	14	65	18	37	107	35	53	19	34	11	40	59	72	38	36	23	0	43	40	4	20	14	44	11	24	9	12	13	9	70	74	111	25	25	18	16	10	107	11	29	21					
6	Число погашенных избирательных бюллетеней	2920	19	1	3	12	21	171	33	64	51	47	41	31	154	114	310	172	124	3	45	48	60	27	34	140	10	82	73	57	42	20	125	158	82	54	75	74	56	11	137	76	26	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1521	11	14	84	18	37	131	35	53	19	34	11	40	59	72	38	36	23	0	43	40	4	20	14	44	11	70	9	12	13	9	70	74	111	25	25	18	16	10	107	11	29	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14186	169	61	329	91	40	421	93	199	272	319	288	389	637	1394	1092	1442	303	92	237	262	66	243	302	616	69	173	53	101	90	101	1085	978	357	226	190	228	148	89	396	198	170	177					
9	Число недействительных избирательных бюллетеней	159	2	0	3	0	2	5	3	3	2	2	0	2	13	19	10	7	12	1	0	3	3	2	2	10	1	3	8	0	2	4	5	2	3	4	3	5	6	0	5	2	0	0					
10	Число действительных избирательных бюллетеней	15548	178	75	410	109	75	547	125	249	289	351	299	427	683	1447	1120	1471	314	91	280	299	67	261	314	650	79	240	54	113	101	106	1150	1050	465	247	212	241	158	99	498	207	199	198					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	483	5	2	15	5	10	27	5	10	10	6	8	10	8	22	26	23	11	2	5	6	10	10	10	25	4	30	12	15	18	3	15	20	15	10	10	5	5	5	15	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	464	5	2	15	4	10	27	5	10	10	6	8	10	8	22	26	23	11	0	5	3	10	10	10	25	4	30	12	15	18	3	15	20	15	10	10	5	5	1	15	3	8	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	189	4	1	4	6	4	4	7	3	13	2	2	0	8	15	23	25	0	0	0	6	1	1	7	18	2	7	1	2	3	2	5	3	0	1	2	1	1	0	2	1	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	0	1	0	0	0	0	2	0	0	1	3	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	828	9	2	3	2	13	47	8	34	19	21	4	14	80	28	71	89	59	5	19	15	0	4	11	17	6	4	7	21	13	17	15	26	42	36	25	5	3	2	21	3	3	5					
		5.27%	5.00%	2.67%	0.73%	1.83%	16.88%	8.51%	6.25%	13.49%	6.53%	5.95%	1.34%	3.26%	11.49%	1.91%	6.28%	6.02%	18.10%	5.43%	6.79%	4.97%	0.00%	1.52%	3.48%	2.58%	7.50%	1.65%	11.29%	18.58%	12.62%	15.45%	1.30%	2.47%	8.97%	14.34%	11.63%	2.03%	1.83%	2.02%	4.17%	1.44%	1.51%	2.53%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1157	12	7	20	4	8	35	10	16	21	24	15	32	53	101	105	98	46	2	26	19	2	22	22	29	7	24	12	20	7	11	45	61	44	28	31	6	7	2	51	29	36	7					
		7.37%	6.67%	9.33%	4.84%	3.67%	10.39%	6.34%	7.81%	6.35%	7.22%	6.80%	5.02%	7.46%	7.61%	6.89%	9.29%	6.63%	14.11%	2.17%	9.29%	6.29%	2.86%	8.37%	6.96%	4.39%	8.75%	9.88%	19.35%	17.70%	6.80%	10.00%	3.90%	5.80%	9.40%	11.16%	14.42%	2.44%	4.27%	2.02%	10.14%	13.88%	18.09%	3.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	122	4	0	3	1	0	10	0	0	4	7	2	5	2	8	6	20	2	0	2	3	0	1	3	2	0	3	1	2	0	1	12	4	0	1	0	3	1	0	0	2	3	4					
		0.78%	2.22%	0.00%	0.73%	0.92%	0.00%	1.81%	0.00%	0.00%	1.37%	1.98%	0.67%	1.17%	0.29%	0.55%	0.53%	1.35%	0.61%	0.00%	0.71%	0.99%	0.00%	0.38%	0.95%	0.30%	0.00%	1.23%	1.61%	1.77%	0.00%	0.91%	1.04%	0.38%	0.00%	0.40%	0.00%	1.22%	0.61%	0.00%	0.00%	0.96%	1.51%	2.02%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1425	21	5	23	4	8	63	17	26	28	48	42	34	49	189	124	185	68	4	14	21	0	15	10	42	5	12	5	7	15	4	70	60	42	22	10	6	12	6	67	16	17	9					
		9.07%	11.67%	6.67%	5.57%	3.67%	10.39%	11.41%	13.28%	10.32%	9.62%	13.60%	14.05%	7.93%	7.04%	12.89%	10.97%	12.52%	20.86%	4.35%	5.00%	6.95%	0.00%	5.70%	3.16%	6.36%	6.25%	4.94%	8.06%	6.19%	14.56%	3.64%	6.06%	5.70%	8.97%	8.76%	4.65%	2.44%	7.32%	6.06%	13.32%	7.66%	8.54%	4.55%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	3	0	2	0	3	2	1	0	6	7	5	3	3	5	14	15	1	0	3	0	1	2	6	9	0	1	2	0	2	2	2	3	2	8	4	3	4	0	2	2	1	1					
		0.83%	1.67%	0.00%	0.48%	0.00%	3.90%	0.36%	0.78%	0.00%	2.06%	1.98%	1.67%	0.70%	0.43%	0.34%	1.24%	1.01%	0.31%	0.00%	1.07%	0.00%	1.43%	0.76%	1.90%	1.36%	0.00%	0.41%	3.23%	0.00%	1.94%	1.82%	0.17%	0.29%	0.43%	3.19%	1.86%	1.22%	2.44%	0.00%	0.40%	0.96%	0.50%	0.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11831	129	61	357	98	42	390	88	173	211	243	230	336	492	1113	792	1056	138	79	215	239	64	216	261	550	60	194	26	62	64	71	1006	893	335	151	142	215	131	89	357	153	138	171					
		75.32%	71.67%	81.33%	86.44%	89.91%	54.55%	70.65%	68.75%	68.65%	72.51%	68.84%	76.92%	78.32%	70.69%	75.92%	70.09%	71.45%	42.33%	85.87%	76.79%	79.14%	91.43%	82.13%	82.59%	83.33%	75.00%	79.84%	41.94%	54.87%	62.14%	64.55%	87.10%	84.89%	71.58%	60.16%	66.05%	87.40%	79.88%	89.90%	70.97%	73.21%	69.35%	86.36%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	55	0	0	2	0	1	0	1	0	0	1	1	3	4	3	8	8	0	1	1	2	0	1	1	1	1	2	1	1	0	0	0	3	0	1	0	3	0	0	0	2	1	1					
		0.35%	0.00%	0.00%	0.48%	0.00%	1.30%	0.00%	0.78%	0.00%	0.00%	0.28%	0.33%	0.70%	0.57%	0.20%	0.71%	0.54%	0.00%	1.09%	0.36%	0.66%	0.00%	0.38%	0.32%	0.15%	1.25%	0.82%	1.61%	0.88%	0.00%	0.00%	0.00%	0.29%	0.00%	0.40%	0.00%	1.22%	0.00%	0.00%	0.00%	0.96%	0.50%	0.51%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
