Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Прилузская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693					
1	"Число избирателей, внесенных в списки избирателей"	19228	216	90	493	133	105	668	108	76	249	339	422	352	416	876	1635	1778	1645	415	102	324	391	145	382	383	852	100	246	53	106	186	156	112	1593	906	529	300	287	312	202	107	686	291	231	230					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17759	205	87	406	118	96	629	120	77	232	363	394	326	387	742	1488	1492	1620	363	99	325	367	146	373	332	753	99	249	53	145	196	161	126	1339	789	523	264	311	295	202	113	640	281	222	211					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12880	179	77	307	96	54	426	82	56	205	252	316	269	269	610	947	1096	1137	280	90	229	317	123	244	267	524	75	200	50	101	113	91	91	992	562	354	219	230	186	114	76	422	210	174	168					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2270	6	7	99	17	38	99	22	11	23	87	37	26	44	85	201	46	204	49	1	56	50	7	10	58	117	14	19	3	5	18	20	10	173	93	111	36	18	28	31	11	179	21	39	41					
6	Число погашенных избирательных бюллетеней	2552	20	3	0	5	4	104	16	10	4	24	41	31	74	47	340	350	279	34	8	40	0	16	62	7	112	10	30	0	39	65	50	25	174	134	58	9	63	81	57	26	39	50	9	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2327	6	7	99	17	38	99	22	11	23	87	37	26	44	85	201	46	204	49	1	56	50	7	67	58	117	14	19	3	5	18	20	10	173	93	111	36	18	28	31	11	179	21	39	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12879	179	77	307	96	54	426	82	56	205	252	316	269	269	610	946	1096	1137	280	90	229	317	123	244	267	524	75	200	50	101	113	91	91	992	562	354	219	230	186	114	76	422	210	174	168					
9	Число недействительных избирательных бюллетеней	608	3	0	77	0	0	3	1	0	39	0	4	6	12	15	10	101	8	1	1	1	0	0	25	26	75	0	3	3	15	0	14	3	11	7	63	26	21	1	4	0	7	1	5	16					
10	Число действительных избирательных бюллетеней	14598	182	84	329	113	92	522	103	67	189	339	349	289	301	680	1137	1041	1333	328	90	284	367	130	286	299	566	89	216	50	91	131	97	98	1154	648	402	229	227	213	141	87	594	230	208	193					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	283	6	8	9	2	7	4	2	7	5	2	3	3	20	10	11	20	18	10	2	14	4	2	3	4	5	2	12	2	5	4	2	17	10	7	4	2	2	3	2	2	10	2	2	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	281	6	8	9	2	7	4	2	7	5	2	3	3	20	10	11	20	18	10	2	14	4	2	3	4	5	2	12	0	5	4	2	17	10	7	4	2	2	3	2	2	10	2	2	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	898	12	4	63	7	3	3	9	1	2	9	15	15	8	132	106	74	18	7	0	2	18	4	29	25	57	3	5	5	0	3	0	1	88	42	21	2	19	1	0	0	76	0	1	8					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	87	0	0	1	0	0	0	11	0	1	0	0	2	0	2	6	16	11	1	0	0	3	0	1	0	0	0	17	9	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	372	3	3	5	4	4	27	1	0	3	1	5	6	9	9	40	14	42	15	1	4	3	0	5	10	16	1	3	0	0	0	3	7	27	11	6	6	4	16	10	1	29	1	13	4					
		2.45%	1.62%	3.57%	1.23%	3.54%	4.35%	5.14%	0.96%	0.00%	1.32%	0.29%	1.42%	2.03%	2.88%	1.29%	3.49%	1.23%	3.13%	4.56%	1.10%	1.40%	0.82%	0.00%	1.61%	3.08%	2.50%	1.12%	1.37%	0.00%	0.00%	0.00%	2.70%	6.93%	2.32%	1.68%	1.29%	2.35%	1.61%	7.48%	6.90%	1.15%	4.83%	0.43%	6.10%	1.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	59	0	0	4	1	0	0	1	0	0	0	0	5	0	5	8	3	3	2	0	1	0	0	2	0	2	1	0	0	0	0	0	0	3	3	4	2	2	1	1	0	4	0	1	0					
		0.39%	0.00%	0.00%	0.99%	0.88%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.72%	0.70%	0.26%	0.22%	0.61%	0.00%	0.35%	0.00%	0.00%	0.64%	0.00%	0.31%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.46%	0.86%	0.78%	0.81%	0.47%	0.69%	0.00%	0.67%	0.00%	0.47%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	648	21	4	6	1	10	18	7	3	6	10	28	19	22	10	83	54	57	15	5	14	9	2	7	8	17	2	1	0	2	1	6	6	54	35	7	14	18	16	7	7	18	8	6	4					
		4.26%	11.35%	4.76%	1.48%	0.88%	10.87%	3.43%	6.73%	4.48%	2.63%	2.95%	7.93%	6.44%	7.03%	1.44%	7.24%	4.73%	4.25%	4.56%	5.49%	4.91%	2.45%	1.54%	2.25%	2.46%	2.65%	2.25%	0.46%	0.00%	1.89%	0.76%	5.41%	5.94%	4.64%	5.34%	1.51%	5.49%	7.26%	7.48%	4.83%	8.05%	2.99%	3.46%	2.82%	1.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	87	0	0	0	0	0	1	0	0	0	3	1	1	1	2	13	7	16	5	0	1	0	0	1	1	3	1	0	0	0	0	0	1	7	7	4	1	2	0	4	1	1	2	0	0					
		0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.88%	0.28%	0.34%	0.32%	0.29%	1.13%	0.61%	1.19%	1.52%	0.00%	0.35%	0.00%	0.00%	0.32%	0.31%	0.47%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.60%	1.07%	0.86%	0.39%	0.81%	0.00%	2.76%	1.15%	0.17%	0.87%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	19	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	1	0	0	1					
		0.12%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.57%	0.00%	0.00%	0.14%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	3.08%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.69%	1.15%	0.17%	0.00%	0.00%	0.48%					
24	7.Политическая партия «Либерально-демократическая партия России»	1439	17	12	19	5	5	43	12	6	14	39	29	40	47	82	122	126	170	48	4	48	28	10	11	13	22	6	8	2	13	11	5	10	138	91	22	12	12	17	11	9	41	12	29	18					
		9.46%	9.19%	14.29%	4.68%	4.42%	5.43%	8.19%	11.54%	8.96%	6.14%	11.50%	8.22%	13.56%	15.02%	11.80%	10.64%	11.03%	12.68%	14.59%	4.40%	16.84%	7.63%	7.69%	3.54%	4.00%	3.43%	6.74%	3.65%	3.77%	12.26%	8.40%	4.50%	9.90%	11.85%	13.89%	4.73%	4.71%	4.84%	7.94%	7.59%	10.34%	6.82%	5.19%	13.62%	8.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	840	7	4	10	2	6	36	4	5	6	16	21	19	18	42	109	34	98	14	3	16	17	0	10	7	35	7	14	0	5	6	5	5	74	48	33	6	6	12	7	3	36	12	13	9					
		5.52%	3.78%	4.76%	2.46%	1.77%	6.52%	6.86%	3.85%	7.46%	2.63%	4.72%	5.95%	6.44%	5.75%	6.04%	9.50%	2.98%	7.31%	4.26%	3.30%	5.61%	4.63%	0.00%	3.22%	2.15%	5.46%	7.87%	6.39%	0.00%	4.72%	4.58%	4.50%	4.95%	6.35%	7.33%	7.10%	2.35%	2.42%	5.61%	4.83%	3.45%	5.99%	5.19%	6.10%	4.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	95	3	0	1	0	0	6	1	1	0	4	0	2	3	5	7	5	10	0	0	0	1	0	3	1	7	0	1	0	1	0	0	1	5	7	5	2	0	1	1	1	4	4	0	2					
		0.62%	1.62%	0.00%	0.25%	0.00%	0.00%	1.14%	0.96%	1.49%	0.00%	1.18%	0.00%	0.68%	0.96%	0.72%	0.61%	0.44%	0.75%	0.00%	0.00%	0.00%	0.27%	0.00%	0.96%	0.31%	1.09%	0.00%	0.46%	0.00%	0.94%	0.00%	0.00%	0.99%	0.43%	1.07%	1.08%	0.78%	0.00%	0.47%	0.69%	1.15%	0.67%	1.73%	0.00%	0.96%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10961	129	61	283	99	67	389	75	52	158	265	260	197	200	520	747	791	926	229	77	197	307	114	247	259	457	71	189	48	70	111	78	66	838	440	319	184	182	150	97	64	457	190	146	155					
		72.08%	69.73%	72.62%	69.70%	87.61%	72.83%	74.10%	72.12%	77.61%	69.30%	78.17%	73.65%	66.78%	63.90%	74.82%	65.13%	69.26%	69.05%	69.60%	84.62%	69.12%	83.65%	87.69%	79.42%	79.69%	71.29%	79.78%	86.30%	90.57%	66.04%	84.73%	70.27%	65.35%	71.93%	67.18%	68.60%	72.16%	73.39%	70.09%	66.90%	73.56%	76.04%	82.25%	68.54%	74.16%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	71	1	0	1	1	0	2	2	0	0	0	3	0	1	4	8	5	9	0	0	3	2	0	0	0	5	0	0	0	0	2	0	1	8	2	2	2	1	0	2	0	3	1	0	0					
		0.47%	0.54%	0.00%	0.25%	0.88%	0.00%	0.38%	1.92%	0.00%	0.00%	0.00%	0.85%	0.00%	0.32%	0.58%	0.70%	0.44%	0.67%	0.00%	0.00%	1.05%	0.54%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	1.53%	0.00%	0.99%	0.69%	0.31%	0.43%	0.78%	0.40%	0.00%	1.38%	0.00%	0.50%	0.43%	0.00%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
