Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Торбеевская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712					
1	"Число избирателей, внесенных в список"	17315	1521	2065	2103	1750	511	235	355	271	324	65	818	293	175	337	395	109	108	334	139	1202	571	167	285	80	273	102	775	228	65	625	70	413	234	317					
2	Число полученных избирательных бюллетеней	17454	1535	2065	2155	1760	515	235	355	273	323	67	820	294	175	347	398	111	110	334	141	1205	580	169	285	80	273	104	780	229	67	625	72	415	238	319					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15807	1426	1962	1980	1371	491	219	319	243	291	58	777	250	152	284	365	105	100	325	137	1084	561	167	248	77	228	102	688	218	65	559	67	391	209	288					
5	"Число избирательных бюллетеней, выданных вне помещения"	1254	43	38	83	336	19	16	34	26	30	7	28	42	21	50	27	4	8	7	0	112	9	0	35	3	44	0	85	8	0	64	3	20	25	27					
6	Число погашенных избирательных бюллетеней	393	66	65	92	53	5	0	2	4	2	2	15	2	2	13	6	2	2	2	4	9	10	2	2	0	1	2	7	3	2	2	2	4	4	4					
7	Число избирательных бюллетеней в переносных ящиках	1254	43	38	83	336	19	16	34	26	30	7	28	42	21	50	27	4	8	7	0	112	9	0	35	3	44	0	85	8	0	64	3	20	25	27					
8	Число бюллетеней в стационарных ящиках для голосования	15807	1426	1962	1980	1371	491	219	319	243	291	58	777	250	152	284	365	105	100	325	137	1084	561	167	248	77	228	102	688	218	65	559	67	391	209	288					
9	Число недействительных избирательных бюллетеней	8	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	17053	1463	2000	2062	1707	510	235	353	269	321	65	805	292	173	334	392	109	108	332	137	1196	570	167	283	80	272	102	773	226	65	623	70	411	234	314					
11	Число полученных открепительных  удостоверений	600	50	60	60	55	20	10	15	10	15	5	30	10	5	15	15	5	5	15	5	40	20	5	10	5	10	5	30	5	5	20	5	15	10	10					
12	Число выданных открепительных удостоверений	67	7	14	26	3	0	2	0	0	0	0	2	0	0	4	0	0	0	1	0	0	1	0	0	0	4	0	2	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	2	7	17	6	0	0	0	0	3	0	1	0	0	0	0	0	0	3	0	0	1	0	1	2	5	0	1	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	533	43	46	34	52	20	8	15	10	15	5	28	10	5	11	15	5	5	14	5	40	19	5	10	5	6	5	28	4	5	20	5	15	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	23	2	3	5	8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0					
		0.13%	0.14%	0.15%	0.24%	0.47%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%					
19	. Малышкин Олег Александрович	10	1	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
		0.06%	0.07%	0.10%	0.10%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	12	0	2	3	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.10%	0.15%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	16812	1428	1940	2031	1669	509	232	351	267	318	64	802	290	171	328	386	108	106	326	135	1190	567	167	279	80	269	100	770	222	65	620	70	406	234	312					
		98.54%	97.21%	97.00%	98.45%	97.77%	99.80%	98.72%	99.43%	99.26%	99.07%	98.46%	99.63%	99.32%	98.84%	98.20%	98.47%	99.08%	98.15%	98.19%	98.54%	99.50%	99.47%	100.00%	98.59%	100.00%	98.90%	98.04%	99.61%	98.23%	100.00%	99.52%	100.00%	98.78%	100.00%	99.05%					
