Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Белинская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276					
1	"Число избирателей, внесенных в списки"	26390	2495	2327	2250	587	419	207	85	663	1012	487	871	464	384	635	166	491	305	315	326	178	885	927	57	91	298	967	2420	562	229	95	1564	601	626	120	564	207	117	70	514	103	94	353	139	120					
2	"Число бюллетеней, полученных участковыми комиссиями"	26392	2483	2298	2270	586	423	206	87	665	1017	486	874	467	382	635	168	491	304	315	327	173	891	923	58	91	300	973	2429	566	230	94	1568	602	629	120	547	200	117	71	513	105	94	353	139	122					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14300	1078	1028	1059	374	312	128	48	416	360	241	471	298	236	277	83	273	91	133	248	113	605	601	41	76	219	497	1158	430	165	81	805	315	321	92	462	107	116	65	359	72	64	232	83	67					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2344	27	74	106	71	22	28	10	83	179	29	125	74	45	132	35	94	87	49	35	32	9	76	8	0	14	166	114	13	25	0	120	60	114	10	34	75	0	0	53	24	17	23	12	40					
6	Число погашенных бюллетеней	9748	1378	1196	1105	141	89	50	29	166	478	216	278	95	101	226	50	124	126	133	44	28	277	246	9	15	67	310	1157	123	40	13	643	227	194	18	51	18	1	6	101	9	13	98	44	15					
7	Число бюллетеней в переносных ящиках для голосования	2344	27	74	106	71	22	28	10	83	179	29	125	74	45	132	35	94	87	49	35	32	9	76	8	0	14	166	114	13	25	0	120	60	114	10	34	75	0	0	53	24	17	23	12	40					
8	Число бюллетеней в стационарных ящиках для голосования	14298	1078	1028	1057	374	312	128	48	416	360	241	471	298	236	277	83	273	91	133	248	113	605	601	41	76	219	497	1158	430	165	81	805	315	321	92	462	107	116	65	359	72	64	232	83	67					
9	Число недействительных бюллетеней	178	12	6	9	0	0	9	1	17	6	7	3	14	1	0	1	5	2	2	4	0	6	0	0	0	0	4	36	5	0	2	3	2	2	2	3	0	0	0	5	0	0	4	0	5					
10	Число действительных бюллетеней	16464	1093	1096	1154	445	334	147	57	482	533	263	593	358	280	409	117	362	176	180	279	145	608	677	49	76	233	659	1236	438	190	79	922	373	433	100	493	182	116	65	407	96	81	251	95	102					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	369	20	20	20	10	8	6	3	10	12	8	10	8	8	10	5	8	6	6	6	5	10	10	3	3	6	10	25	10	5	3	15	10	10	5	10	5	5	3	10	3	3	6	5	5					
