Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Варнавинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437					
1	"Число избирателей, внесенных в списки избирателей"	8833	1907	1377	228	195	489	399	286	45	302	458	609	385	363	224	1566					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9000	1910	1400	225	205	470	410	275	55	325	500	650	410	350	235	1580					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5400	1137	853	146	134	301	287	224	31	166	300	439	215	153	175	839					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1288	142	138	59	27	48	17	13	5	73	89	65	113	135	35	329					
6	Число погашенных избирательных бюллетеней	2312	631	409	20	44	121	106	38	19	86	111	146	82	62	25	412					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1288	142	138	59	27	48	17	13	5	73	89	65	113	135	35	329					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5400	1137	853	146	134	301	287	224	31	166	300	439	215	153	175	839					
9	Число недействительных избирательных бюллетеней	46	10	6	0	0	1	2	0	0	7	4	3	3	0	1	9					
10	Число действительных избирательных бюллетеней	6642	1269	985	205	161	348	302	237	36	232	385	501	325	288	209	1159					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	400	60	60	10	10	20	20	10	10	25	35	30	20	15	10	65					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	284	38	31	2	10	13	17	6	9	24	32	26	20	8	10	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	111	23	23	4	0	4	4	18	1	4	2	7	5	8	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	116	22	29	8	0	7	3	4	1	1	3	4	0	7	0	27					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	151	41	30	2	1	9	8	6	1	2	3	14	8	9	5	12					
		2.26%	3.21%	3.03%	0.98%	0.62%	2.58%	2.63%	2.53%	2.78%	0.84%	0.77%	2.78%	2.44%	3.13%	2.38%	1.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	22	4	5	1	0	1	1	2	0	1	0	0	1	3	0	3					
		0.33%	0.31%	0.50%	0.49%	0.00%	0.29%	0.33%	0.84%	0.00%	0.42%	0.00%	0.00%	0.30%	1.04%	0.00%	0.26%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.78%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	399	101	81	3	8	30	23	14	0	15	18	30	16	17	4	39					
		5.97%	7.90%	8.17%	1.46%	4.97%	8.60%	7.57%	5.91%	0.00%	6.28%	4.63%	5.95%	4.88%	5.90%	1.90%	3.34%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	6	3	0	0	0	0	1	0	0	0	0	4	0	2	4					
		0.30%	0.47%	0.30%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.95%	0.34%					
23	6.Политическая партия «Партия социальной справедливости»	6	1	2	0	0	0	0	0	0	1	0	0	2	0	0	0					
		0.09%	0.08%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	606	124	106	10	11	49	21	33	6	14	41	59	24	25	21	62					
		9.06%	9.70%	10.70%	4.88%	6.83%	14.04%	6.91%	13.92%	16.67%	5.86%	10.54%	11.71%	7.32%	8.68%	10.00%	5.31%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	641	185	84	11	10	26	38	23	2	16	24	36	49	30	11	96					
		9.58%	14.46%	8.48%	5.37%	6.21%	7.45%	12.50%	9.70%	5.56%	6.69%	6.17%	7.14%	14.94%	10.42%	5.24%	8.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	22	2	4	0	0	1	1	4	0	1	1	1	1	1	0	5					
		0.33%	0.16%	0.40%	0.00%	0.00%	0.29%	0.33%	1.69%	0.00%	0.42%	0.26%	0.20%	0.30%	0.35%	0.00%	0.43%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4753	803	669	178	130	230	210	154	26	182	296	355	218	201	166	935					
		71.07%	62.78%	67.51%	86.83%	80.75%	65.90%	69.08%	64.98%	72.22%	76.15%	76.09%	70.44%	66.46%	69.79%	79.05%	80.05%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	19	2	1	0	1	2	0	0	0	0	2	4	2	2	0	3					
		0.28%	0.16%	0.10%	0.00%	0.62%	0.57%	0.00%	0.00%	0.00%	0.00%	0.51%	0.79%	0.61%	0.69%	0.00%	0.26%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
