Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Варнавинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437					
1	"Число избирателей, внесенных в список избирателей"	8705	1854	1434	200	178	446	375	315	264	456	617	410	301	207	1648					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9200	1800	1400	210	180	440	370	270	280	940	640	430	320	220	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5936	1419	1007	139	120	308	274	242	166	321	425	222	154	147	992					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1318	257	183	42	20	37	24	19	49	63	37	88	115	23	361					
6	Число погашенных избирательных бюллетеней	1946	124	210	29	40	95	72	9	65	556	178	120	51	50	347					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1318	257	183	42	20	37	24	19	49	63	37	88	115	23	361					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5936	1419	1007	139	120	308	274	242	166	321	425	222	154	147	992					
9	Число недействительных избирательных бюллетеней	68	10	9	2	1	6	3	3	3	4	4	1	4	1	17					
10	Число действительных избирательных бюллетеней	7186	1666	1181	179	139	339	295	258	212	380	458	309	265	169	1336					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	343	65	55	10	10	15	15	13	20	15	25	15	15	10	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	306	61	48	10	4	15	15	13	20	15	22	15	15	10	43					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	192	24	28	6	4	23	15	43	7	1	12	12	4	6	7					
14	Число погашенных неиспользованных открепительных удостоверений	37	4	7	0	6	0	0	0	0	0	3	0	0	0	17					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	578	134	61	7	13	31	49	12	35	37	67	39	14	9	70					
		7.97%	7.99%	5.13%	3.87%	9.29%	8.99%	16.44%	4.60%	16.28%	9.64%	14.50%	12.58%	5.20%	5.29%	5.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	793	133	118	14	10	36	41	50	23	48	60	25	30	17	188					
		10.93%	7.94%	9.92%	7.73%	7.14%	10.43%	13.76%	19.16%	10.70%	12.50%	12.99%	8.06%	11.15%	10.00%	13.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	9	12	0	1	2	0	0	2	1	2	3	1	0	3					
		0.50%	0.54%	1.01%	0.00%	0.71%	0.58%	0.00%	0.00%	0.93%	0.26%	0.43%	0.97%	0.37%	0.00%	0.22%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1145	276	240	8	44	87	76	40	28	36	69	44	57	37	103					
		15.78%	16.47%	20.17%	4.42%	31.43%	25.22%	25.50%	15.33%	13.02%	9.38%	14.94%	14.19%	21.19%	21.76%	7.61%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	13	15	1	2	2	2	1	0	1	7	0	0	1	4					
		0.68%	0.78%	1.26%	0.55%	1.43%	0.58%	0.67%	0.38%	0.00%	0.26%	1.52%	0.00%	0.00%	0.59%	0.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4525	1093	696	149	69	181	127	155	122	256	251	195	163	104	964					
		62.38%	65.21%	58.49%	82.32%	49.29%	52.46%	42.62%	59.39%	56.74%	66.67%	54.33%	62.90%	60.59%	61.18%	71.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	60	8	39	0	0	0	0	0	2	1	2	3	0	1	4					
		0.83%	0.48%	3.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.26%	0.43%	0.97%	0.00%	0.59%	0.30%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
