Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №13																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006					
1	"Число избирателей, внесенных в список избирателей"	47981	1541	2108	2514	2449	2769	2351	1977	2370	2748	1899	1857	2221	1098	411	2945	2489	1273	497	2831	1740	2144	395	1638	728	268	1438	220	1062					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42740	1500	1800	2200	2200	2500	2100	1800	2100	2500	1500	1700	2000	800	400	2500	2200	1000	450	2300	1700	2000	400	1600	710	250	1200	230	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23720	582	973	1342	1272	1587	1261	825	1193	1203	1060	969	1001	470	240	1268	991	714	248	1525	914	1123	194	779	405	115	600	215	651					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1591	14	38	17	28	26	22	7	41	113	44	30	52	100	4	184	57	14	48	202	30	44	7	203	130	42	45	0	49					
6	Число погашенных избирательных бюллетеней	17429	904	789	841	900	887	817	968	866	1184	396	701	947	230	156	1048	1152	272	154	573	756	833	199	618	175	93	555	15	400					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1590	14	38	17	28	26	22	7	41	113	43	30	52	100	4	184	57	14	48	202	30	44	7	203	130	42	45	0	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23617	580	971	1341	1272	1510	1261	821	1193	1202	1058	969	1001	470	240	1267	991	713	247	1518	914	1119	194	779	405	115	600	215	651					
9	Число недействительных избирательных бюллетеней	492	9	22	13	26	19	8	9	14	14	18	24	20	5	3	77	15	11	4	27	31	21	4	18	42	2	16	2	18					
10	Число действительных избирательных бюллетеней	24715	585	987	1345	1274	1517	1275	819	1220	1301	1083	975	1033	565	241	1374	1033	716	291	1693	913	1142	197	964	493	155	629	213	682					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	825	30	30	40	30	40	30	20	30	30	25	30	30	10	10	50	50	20	15	40	30	40	10	100	20	10	30	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	515	19	22	36	21	36	20	16	27	28	21	12	9	8	2	27	31	5	9	22	15	23	7	68	0	2	13	13	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	931	32	33	17	15	14	23	50	30	36	26	21	35	25	29	37	35	51	45	57	112	81	5	6	8	13	34	3	58					
14	Число погашенных неиспользованных открепительных удостоверений	310	11	8	4	9	4	10	4	3	2	4	18	21	2	8	23	19	15	6	18	15	17	3	32	20	8	17	7	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	2	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
