Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Сюмсинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11120	1009	889	922	880	891	294	154	205	110	248	193	478	284	125	270	320	248	605	213	361	103	926	888	408	96									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10700	950	850	850	850	850	280	150	190	110	250	190	460	280	120	270	310	240	600	200	350	100	900	860	400	90									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5011	478	420	433	371	412	121	58	95	39	134	85	218	150	56	168	113	144	308	88	147	51	369	357	143	53									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	577	19	18	28	17	13	27	10	22	9	10	19	48	12	5	3	54	16	16	18	37	8	64	64	38	2									
6	Число погашенных избирательных бюллетеней	5112	453	412	389	462	425	132	82	73	62	106	86	194	118	59	99	143	80	276	94	166	41	467	439	219	35									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	577	19	18	28	17	13	27	10	22	9	10	19	48	12	5	3	54	16	16	18	37	8	64	64	38	2									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5010	478	420	433	371	412	121	58	95	39	134	85	218	150	56	168	113	144	307	88	147	51	369	357	143	53									
9	Число недействительных избирательных бюллетеней	115	7	12	6	12	7	6	6	3	0	1	0	6	2	0	5	2	3	8	2	7	1	10	3	3	3									
10	Число действительных избирательных бюллетеней	5472	490	426	455	376	418	142	62	114	48	143	104	260	160	61	166	165	157	315	104	177	58	423	418	178	52									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	250	15	15	15	15	15	8	5	8	8	8	8	10	8	5	10	8	8	10	8	10	8	15	15	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	93	6	7	3	7	3	0	0	1	5	7	3	1	5	5	1	5	6	5	1	4	0	15	3	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	3	2	3	3	3	0	1	0	1	2	0	5	1	1	0	3	3	2	2	1	2	2	4	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	157	9	8	12	8	12	8	5	7	3	1	5	9	3	0	9	3	2	5	7	6	8	0	12	10	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	1	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	34	4	2	2	3	1	3	0	0	0	4	0	1	2	1	2	0	1	1	2	0	0	3	2	0	0									
		0.61%	0.80%	0.46%	0.43%	0.77%	0.24%	2.03%	0.00%	0.00%	0.00%	2.78%	0.00%	0.38%	1.23%	1.64%	1.17%	0.00%	0.63%	0.31%	1.89%	0.00%	0.00%	0.69%	0.48%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	124	11	10	3	6	11	2	1	3	1	8	1	5	4	1	2	2	3	8	4	3	1	16	11	6	1									
		2.22%	2.21%	2.28%	0.65%	1.55%	2.59%	1.35%	1.47%	2.56%	2.08%	5.56%	0.96%	1.88%	2.47%	1.64%	1.17%	1.20%	1.88%	2.48%	3.77%	1.63%	1.69%	3.70%	2.61%	3.31%	1.82%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	83	10	6	8	5	11	3	0	1	0	2	1	2	2	0	1	7	2	0	0	0	0	8	9	5	0									
		1.49%	2.01%	1.37%	1.74%	1.29%	2.59%	2.03%	0.00%	0.85%	0.00%	1.39%	0.96%	0.75%	1.23%	0.00%	0.58%	4.19%	1.25%	0.00%	0.00%	0.00%	0.00%	1.85%	2.14%	2.76%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3402	279	234	265	218	235	104	35	89	35	85	77	175	99	40	117	121	121	226	68	113	49	230	240	110	37									
		60.89%	56.14%	53.42%	57.48%	56.19%	55.29%	70.27%	51.47%	76.07%	72.92%	59.03%	74.04%	65.79%	61.11%	65.57%	68.42%	72.46%	75.63%	69.97%	64.15%	61.41%	83.05%	53.12%	57.01%	60.77%	67.27%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	0	1	1	3	2	1	0	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0									
		0.25%	0.00%	0.00%	0.22%	0.26%	0.71%	1.35%	1.47%	0.00%	0.00%	0.00%	0.96%	0.75%	0.62%	0.00%	0.00%	0.60%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	5	0	1	4	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0									
