Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
"Наименование Избирательной комиссии:    Брянск, Фокинская"																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	66783	2263	2729	1998	1894	2735	2502	2116	582	2761	2713	2929	2750	2402	2198	1992	1394	2085	2191	2191	2333	1570	2159	946	2120	2001	2705	3014	1942	1512	2451	1605									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48900	1600	2000	1500	1500	2000	1800	1500	500	2000	2000	2100	2000	1700	1600	1500	1000	1500	1600	1600	1700	1200	1600	700	1500	1500	2000	2100	1500	1100	1800	1200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	35815	946	1467	661	618	1473	1359	1133	279	1473	1525	1554	1546	1408	1367	1104	767	1111	1225	1296	928	960	1291	522	1297	1152	1590	1801	1128	633	1324	877									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	411	2	7	14	10	4	9	10	2	8	12	18	33	34	9	6	0	17	9	2	10	1	6	19	1	48	60	8	12	19	16	5									
6	Число погашенных избирательных бюллетеней	12674	652	526	825	872	523	432	357	219	519	463	528	421	258	224	390	233	372	366	302	762	239	303	159	202	300	350	291	360	448	460	318									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	411	2	7	14	10	4	9	10	2	8	12	18	33	34	9	6	0	17	9	2	10	1	6	19	1	48	60	8	12	19	16	5									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	35647	946	1467	661	618	1473	1359	1133	279	1466	1519	1554	1546	1408	1367	1104	767	1111	1225	1296	773	960	1291	522	1297	1152	1590	1801	1128	633	1324	877									
9	Число недействительных избирательных бюллетеней	224	15	11	12	7	5	0	2	5	7	16	3	9	16	12	0	10	4	3	13	21	0	15	7	0	0	0	0	18	8	3	2									
10	Число действительных избирательных бюллетеней	35834	933	1463	663	621	1472	1368	1141	276	1467	1515	1569	1570	1426	1364	1110	757	1124	1231	1285	762	961	1282	534	1298	1200	1650	1809	1122	644	1337	880									
