Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
Наименование Избирательной комиссии:    Миякинская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2719	УИК №2720	УИК №2721	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2736	УИК №2737	УИК №2738									
1	"Число избирателей, включенных в список избирателей"	21989	430	285	319	236	352	446	207	418	418	185	400	345	312	737	183	393	425	329	299	179	138	134	470	324	122	526	282	577	861	461	167	760	1079	778	650	1031	1435	731	753	810	347	453	268	524	436	552	422									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22043	427	285	318	232	352	448	210	418	410	186	400	350	321	750	185	395	421	330	300	180	134	136	462	323	120	526	282	577	869	560	168	760	1069	775	644	1036	1387	737	754	814	346	453	268	526	436	548	415									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17467	362	251	292	208	303	391	184	376	338	120	300	297	261	537	168	302	316	290	228	155	115	104	408	286	114	445	263	500	632	358	139	665	924	585	488	726	1007	635	516	539	251	360	229	337	349	428	385									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1441	19	21	14	7	23	27	13	26	16	24	20	23	21	68	9	24	44	17	11	6	5	17	31	19	4	66	16	29	101	38	13	42	19	19	34	53	80	24	7	101	31	48	37	67	16	71	20									
6	Число погашенных избирательных бюллетеней	3135	46	13	12	17	26	30	13	16	56	42	80	30	39	145	8	69	61	23	61	19	14	15	23	18	2	15	3	48	136	164	16	53	126	171	122	257	300	78	231	174	64	45	2	122	71	49	10									
