Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Терская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489					
1	"Число избирателей, внесенных в список"	5914	98	89	103	126	57	63	16	310	897	742	1118	852	1443					
2	Число полученных избирательных бюллетеней	5820	120	90	100	130	60	90	30	300	900	700	1000	800	1500					
3	"Число избирательных бюллетеней, выданных  досрочно"	43	13	19	0	0	0	0	0	0	11	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	3331	67	49	75	108	46	51	13	199	443	356	640	511	773					
5	"Число избирательных бюллетеней, выданных вне помещения"	234	2	0	3	5	7	0	0	11	37	36	36	27	70					
6	Число погашенных избирательных бюллетеней	2212	38	22	22	17	7	39	17	90	409	308	324	262	657					
7	Число избирательных бюллетеней в переносных ящиках	277	15	19	3	5	7	0	0	11	48	36	36	27	70					
8	Число бюллетеней в стационарных ящиках для голосования	3330	67	49	75	108	46	51	13	199	443	356	640	510	773					
9	Число недействительных избирательных бюллетеней	27	0	0	0	0	1	0	0	3	5	7	1	3	7					
10	Число действительных избирательных бюллетеней	3580	82	68	78	113	52	51	13	207	486	385	675	534	836					
11	Число полученных открепительных  удостоверений	255	10	15	10	10	10	10	10	30	30	30	30	30	30					
12	Число выданных открепительных удостоверений	73	9	9	0	0	0	0	0	5	7	5	21	5	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	1	0	0	2	0	0	0	2	5	4	14	10	11					
14	Число неиспользованных открепительных удостоверений	182	1	6	10	10	10	10	10	25	23	25	9	25	18					
15	"Число открепительных удостоверений, выданных в ТИК"	22	1	4	0	0	0	0	0	4	2	2	4	4	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	160	2	1	1	0	1	3	0	3	20	10	44	40	35					
		4.44%	2.44%	1.47%	1.28%	0.00%	1.89%	5.88%	0.00%	1.43%	4.07%	2.55%	6.51%	7.45%	4.15%					
19	. Малышкин Олег Александрович	116	0	1	0	0	1	1	0	9	14	17	22	19	32					
		3.22%	0.00%	1.47%	0.00%	0.00%	1.89%	1.96%	0.00%	4.29%	2.85%	4.34%	3.25%	3.54%	3.80%					
20	. Миронов Сергей Михайлович	46	1	1	0	2	0	0	0	4	11	2	12	8	5					
		1.28%	1.22%	1.47%	0.00%	1.77%	0.00%	0.00%	0.00%	1.90%	2.24%	0.51%	1.78%	1.49%	0.59%					
21	. Путин Владимир Владимирович	2541	71	56	70	86	43	45	11	148	345	284	438	363	581					
		70.45%	86.59%	82.35%	89.74%	76.11%	81.13%	88.24%	84.62%	70.48%	70.26%	72.45%	64.79%	67.60%	68.92%					
22	. Хакамада Ирина Муцуовна	163	2	2	0	3	1	0	1	12	19	22	32	29	40					
		4.52%	2.44%	2.94%	0.00%	2.65%	1.89%	0.00%	7.69%	5.71%	3.87%	5.61%	4.73%	5.40%	4.74%					
23	. Харитонов Николай Михайлович	392	2	4	6	16	5	1	0	24	58	39	85	51	101					
		10.87%	2.44%	5.88%	7.69%	14.16%	9.43%	1.96%	0.00%	11.43%	11.81%	9.95%	12.57%	9.50%	11.98%					
																				
24	Против всех	162	4	3	1	6	1	1	1	7	19	11	42	24	42					
		4.49%	4.88%	4.41%	1.28%	5.31%	1.89%	1.96%	7.69%	3.33%	3.87%	2.81%	6.21%	4.47%	4.98%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
