Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Нанайская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669					
1	"Число избирателей, внесенных в списки"	13930	1460	633	1150	248	679	665	487	137	146	277	632	1163	831	788	878	75	1216	1102	1022	282	59					
2	"Число бюллетеней, полученных участковыми комиссиями"	13450	1410	643	1102	230	644	644	450	135	143	265	610	1120	785	740	805	73	1160	1160	992	280	59					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7521	794	313	573	184	331	322	293	110	114	154	329	612	429	454	487	52	598	590	548	186	48					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	912	58	120	69	9	30	56	35	16	17	13	38	104	54	41	47	8	36	47	90	24	0					
6	Число погашенных бюллетеней	5014	558	210	460	37	283	266	122	9	12	98	243	404	299	245	271	13	526	523	354	70	11					
7	Число бюллетеней в переносных ящиках для голосования	915	58	120	69	9	30	56	35	16	17	13	38	104	57	41	47	8	36	47	90	24	0					
8	Число бюллетеней в стационарных ящиках для голосования	7516	794	313	572	184	331	322	292	110	114	154	329	612	429	454	485	52	597	590	548	186	48					
9	Число недействительных бюллетеней	106	24	10	7	2	2	5	2	0	2	6	5	8	4	1	6	0	8	9	4	1	0					
10	Число действительных бюллетеней	8325	828	423	634	191	359	373	325	126	129	161	362	708	482	494	526	60	625	628	634	209	48					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	10	41	10	5	7	10	7	5	5	5	8	10	10	10	8	4	10	9	9	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	130	6	41	8	4	5	10	4	0	0	1	0	6	6	4	5	2	3	9	9	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	54	5	2	4	5	1	4	1	3	0	0	1	6	1	10	0	2	2	3	1	1	2					
14	Число погашенных открепительных удостоверений	68	4	0	2	1	2	0	3	5	5	4	8	4	4	6	3	2	7	0	0	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	140	19	6	15	8	6	6	7	1	0	7	2	8	6	1	10	2	9	4	15	7	1					
		1.66%	2.23%	1.38%	2.34%	4.14%	1.66%	1.58%	2.14%	0.79%	0.0%	4.19%	0.54%	1.11%	1.23%	0.20%	1.87%	3.33%	1.42%	0.62%	2.35%	3.33%	2.08%					
