Выборы Президента Российской Федерации																																																																																			
Дата голосования: 04.03.2012																																																																																			
																																																																																			
Наименование Избирательной комиссии:    Пенза, Октябрьская																																																																																			
																																																																																			
Сводная таблица итогов голосования																																																																																			
																																																																																			
	Число участковых избирательных комиссий	72																																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	72																																																																																	
																																																																																			
		Сумма	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154									
1	Число избирателей, включенных в список избирателей	150759	2791	2388	1594	2629	2594	2093	2545	2061	2873	2473	2581	2509	2452	2410	2431	427	2552	2573	2703	2441	2486	2407	2670	2694	326	279	262	1868	1911	1943	2565	2310	2385	2768	2349	1420	1628	310	2315	1640	788	2363	2489	2214	2500	2421	2419	2445	2590	2371	2117	2316	2486	2307	2664	1442	2195	1750	1716	1595	1770	1871	1842	2249	232	2476	2015	2499	1794	2025	2581	2561									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	148950	2800	2400	1400	2600	2500	2100	2400	2000	2900	2500	2600	2500	2400	2400	2400	500	2500	2600	2700	2400	2400	2400	2600	2700	300	400	400	1800	1900	1900	2500	2300	2400	2700	2300	1300	1600	350	2200	1600	1000	2300	2500	2200	2500	2400	2400	2400	2600	2300	2100	2300	2400	2300	2600	1400	2200	1700	1700	1600	1700	1900	1800	2200	400	2300	2000	2300	1700	2000	2600	2500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	88376	1745	1487	873	1597	1636	1279	1449	1273	1751	1503	1553	1483	1524	1492	1450	302	1574	1477	1661	1525	1598	1493	1642	1619	197	279	259	1030	1203	1102	1565	1361	1414	1672	1402	855	962	284	1469	1012	533	1395	1452	1381	1562	1498	1413	1437	1518	1333	1306	1103	1543	1301	1377	681	1152	997	1004	808	935	1126	941	1092	232	1168	1118	1049	816	1204	1371	1478									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3733	22	17	22	19	16	26	29	24	57	46	64	52	41	64	69	86	40	42	46	40	66	69	83	68	40	0	0	24	44	14	46	43	30	51	27	20	38	0	50	42	218	59	70	51	53	68	72	42	57	42	59	37	43	49	29	30	57	35	62	63	50	78	35	69	0	55	49	448	73	23	40	40									
6	Число погашенных избирательных бюллетеней	56841	1033	896	505	984	848	795	922	703	1092	951	983	965	835	844	881	112	886	1081	993	835	736	838	875	1013	63	121	141	746	653	784	889	896	956	977	871	425	600	66	681	546	249	846	978	768	885	834	915	921	1025	925	735	1160	814	950	1194	689	991	668	634	729	715	696	824	1039	168	1077	833	803	811	773	1189	982									
