Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Смоленская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409					
1	"Число избирателей, внесенных в список"	20749	754	287	1282	449	549	1023	221	142	214	1024	218	149	209	1396	79	392	130	2806	2058	2735	330	1203	1682	954	258	205					
2	Число полученных избирательных бюллетеней	19655	700	260	1250	440	550	1000	210	142	210	1000	220	145	205	1350	78	350	125	2600	2000	2500	270	1150	1600	850	250	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13304	507	217	827	282	302	746	150	87	161	713	130	95	151	930	52	281	101	1631	1357	1782	181	774	990	550	169	138					
5	"Число избирательных бюллетеней, выданных вне помещения"	788	64	12	46	3	38	48	7	4	0	23	12	8	19	24	0	16	1	70	59	58	34	68	65	51	45	13					
6	Число погашенных избирательных бюллетеней	5563	129	31	377	155	210	206	53	51	49	264	78	42	35	396	26	53	23	899	584	660	55	308	545	249	36	49					
7	Число избирательных бюллетеней в переносных ящиках	787	64	12	46	3	38	47	7	4	0	23	12	8	19	24	0	16	1	70	59	58	34	68	65	51	45	13					
8	Число бюллетеней в стационарных ящиках для голосования	13288	507	215	827	282	302	746	150	87	161	713	130	95	151	930	52	281	101	1629	1355	1782	177	774	986	548	169	138					
9	Число недействительных избирательных бюллетеней	178	5	7	9	5	12	15	5	2	0	9	2	3	0	12	3	15	6	18	2	9	2	17	14	2	4	0					
10	Число действительных избирательных бюллетеней	13897	566	220	864	280	328	778	152	89	161	727	140	100	170	942	49	282	96	1681	1412	1831	209	825	1037	597	210	151					
11	Число полученных открепительных  удостоверений	285	15	5	20	5	5	10	5	5	5	15	5	5	5	15	5	5	5	30	25	30	5	15	20	15	5	5					
