Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Мартыновская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632					
1	"Число избирателей, внесенных в список избирателей"	29332	1933	1261	969	1279	600	777	380	742	223	187	1015	1005	402	1058	757	835	832	585	2215	1499	1620	251	593	725	265	281	306	254	518	252	257	799	325	328	1232	1084	561	564	563					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29910	1995	1320	1000	1345	620	785	390	755	220	185	1040	1040	405	1090	770	850	830	595	2240	1530	1645	250	610	735	260	280	320	265	530	250	255	835	325	330	1240	1070	570	570	565					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16827	1010	716	641	651	358	350	229	584	187	153	607	448	212	556	335	499	450	306	1322	866	743	223	408	441	151	131	221	164	297	185	194	440	181	223	585	552	398	360	450					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1584	179	106	15	55	29	26	12	32	10	6	82	102	21	67	57	31	26	15	88	52	110	11	25	48	20	21	16	4	34	12	0	27	38	0	51	78	17	35	26					
6	Число погашенных избирательных бюллетеней	11499	806	498	344	639	233	409	149	139	23	26	351	490	172	467	378	320	354	274	830	612	792	16	177	246	89	128	83	97	199	53	61	368	106	107	604	440	155	175	89					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1584	179	106	15	55	29	26	12	32	10	6	82	102	21	67	57	31	26	15	88	52	110	11	25	48	20	21	16	4	34	12	0	27	38	0	51	78	17	35	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16824	1010	716	641	651	358	350	229	584	187	153	607	448	212	556	335	499	450	306	1321	864	743	223	408	441	151	131	221	164	297	185	194	440	181	223	585	552	398	360	450					
9	Число недействительных избирательных бюллетеней	310	19	21	35	17	6	14	6	5	0	0	5	3	2	9	7	18	13	10	18	7	16	0	4	6	1	4	1	1	13	1	2	7	3	0	6	9	2	4	15					
10	Число действительных избирательных бюллетеней	18098	1170	801	621	689	381	362	235	611	197	159	684	547	231	614	385	512	463	311	1391	909	837	234	429	483	170	148	236	167	318	196	192	460	216	223	630	621	413	391	461					
